"Time","Average Request Rate","edge-server-cv-74d975f7cd-h8kdk Requests/2s","edge-server-cv-74d975f7cd-mqhqf Requests/2s","avg_requests/30"
2022-04-18 17:24:46,1,0,2,1.03
2022-04-18 17:24:47,1,1,1,1.10
2022-04-18 17:24:48,0,0,0,1.07
2022-04-18 17:24:49,0.500,1,0,1
2022-04-18 17:24:50,0.500,0,1,1.00
2022-04-18 17:24:51,2.50,3,2,1.17
2022-04-18 17:24:52,0.500,1,0,1.21
2022-04-18 17:24:53,1.50,2,1,1.31
2022-04-18 17:24:54,0,0,0,1.28
2022-04-18 17:24:55,1.50,2,1,1.34
2022-04-18 17:24:56,0,0,0,1.31
2022-04-18 17:24:57,0,0,0,1.31
2022-04-18 17:24:58,1,1,1,1.38
2022-04-18 17:24:59,0,0,0,1.34
2022-04-18 17:25:00,0.500,1,0,1.34
2022-04-18 17:25:01,0,0,0,1.31
2022-04-18 17:25:02,0.500,1,0,1.28
2022-04-18 17:25:03,1.50,2,1,1.34
2022-04-18 17:25:04,0.500,1,0,1.38
2022-04-18 17:25:05,0.500,1,0,1.31
2022-04-18 17:25:06,1,2,0,1.38
2022-04-18 17:25:07,0.500,0,1,1.38
2022-04-18 17:25:08,0.500,0,1,1.38
2022-04-18 17:25:09,0.500,0,1,1.31
2022-04-18 17:25:10,0,0,0,1.24
2022-04-18 17:25:11,0,0,0,1.17
2022-04-18 17:25:12,0,0,0,1.17
2022-04-18 17:25:13,0.500,1,0,1.14
2022-04-18 17:25:14,0,0,0,1.14
2022-04-18 17:25:15,1,0,2,1.14
2022-04-18 17:25:16,0,0,0,1.07
2022-04-18 17:25:17,0,0,0,1.07
2022-04-18 17:25:18,0.500,1,0,1.07
2022-04-18 17:25:19,0.500,1,0,1.07
2022-04-18 17:25:20,0.500,0,1,0.931
2022-04-18 17:25:21,0.500,0,1,0.931
2022-04-18 17:25:22,1,1,1,0.897
2022-04-18 17:25:23,1.50,2,1,1
2022-04-18 17:25:24,0,0,0,0.897
2022-04-18 17:25:25,0,0,0,0.897
2022-04-18 17:25:26,0.500,1,0,0.931
2022-04-18 17:25:27,0.495,0,0.989,0.896
2022-04-18 17:25:28,0.506,1.01,0,0.931
2022-04-18 17:25:29,0.500,1,0,0.931
2022-04-18 17:25:30,1,2,0,1
2022-04-18 17:25:31,0,0,0,0.966
2022-04-18 17:25:32,1,1,1,0.931
2022-04-18 17:25:33,1,0,2,0.966
2022-04-18 17:25:34,0,0,0,0.931
2022-04-18 17:25:35,0.500,0,1,0.897
2022-04-18 17:25:36,1.50,1,2,0.966
2022-04-18 17:25:37,1,1,1,1
2022-04-18 17:25:38,1,1,1,1.03
2022-04-18 17:25:39,0.500,0,1,1.07
2022-04-18 17:25:40,1,1,1,1.14
2022-04-18 17:25:41,0,0,0,1.14
2022-04-18 17:25:42,0,0,0,1.10
2022-04-18 17:25:43,0,0,0,1.10
2022-04-18 17:25:44,0.500,0,1,1.07
2022-04-18 17:25:45,0.500,1,0,1.10
2022-04-18 17:25:46,0.500,1,0,1.14
2022-04-18 17:25:47,0,0,0,1.10
2022-04-18 17:25:48,0.500,1,0,1.10
2022-04-18 17:25:49,1,1,1,1.14
2022-04-18 17:25:50,0,0,0,1.10
2022-04-18 17:25:51,0.500,0,1,1.07
2022-04-18 17:25:52,1.50,1,2,1.07
2022-04-18 17:25:53,1,0,2,1.14
2022-04-18 17:25:54,0,0,0,1.14
2022-04-18 17:25:55,0.500,0,1,1.14
2022-04-18 17:25:56,0.500,0,1,1.14
2022-04-18 17:25:57,0,0,0,1.10
2022-04-18 17:25:58,0.499,0.997,0,1.10
2022-04-18 17:25:59,0,0,0,1.03
2022-04-18 17:26:00,1.50,0,3,1.14
2022-04-18 17:26:01,0.500,1,0,1.10
2022-04-18 17:26:02,0,0,0,1.03
2022-04-18 17:26:03,0,0,0,1.03
2022-04-18 17:26:04,0.500,1,0,1.03
2022-04-18 17:26:05,0.500,0,1,0.966
2022-04-18 17:26:06,1.50,2,1,1
2022-04-18 17:26:07,0.500,0,1,0.966
2022-04-18 17:26:08,0.500,0,1,0.966
2022-04-18 17:26:09,0.500,1,0,0.931
2022-04-18 17:26:10,0.500,0,1,0.966
2022-04-18 17:26:11,0.500,1,0,1
2022-04-18 17:26:12,0,0,0,1
2022-04-18 17:26:13,0.500,0,1,1
2022-04-18 17:26:14,0,0,0,0.966
2022-04-18 17:26:15,0,0,0,0.931
2022-04-18 17:26:16,0.500,0,1,0.966
2022-04-18 17:26:17,0.500,0,1,0.966
2022-04-18 17:26:18,1,1,1,0.966
2022-04-18 17:26:19,0.500,0,1,1.00
2022-04-18 17:26:20,1,0,2,1.03
2022-04-18 17:26:21,0,0,0,0.931
2022-04-18 17:26:22,0,0,0,0.862
2022-04-18 17:26:23,0.500,0,1,0.897
2022-04-18 17:26:24,1.50,3,0,0.966
2022-04-18 17:26:25,1,1,1,1
2022-04-18 17:26:26,0,0,0,1
2022-04-18 17:26:27,1,2,0,1.03
2022-04-18 17:26:28,0.499,0.997,0,1.07
2022-04-18 17:26:29,1.00,2.01,0,1.03
2022-04-18 17:26:30,1,1,1,1.07
2022-04-18 17:26:31,0,0,0,1.07
2022-04-18 17:26:32,0,0,0,1.07
2022-04-18 17:26:33,2,2,2,1.17
2022-04-18 17:26:34,0,0,0,1.14
2022-04-18 17:26:35,0,0,0,1.03
2022-04-18 17:26:36,1,1,1,1.07
2022-04-18 17:26:37,0.500,1,0,1.07
2022-04-18 17:26:38,0.500,0,1,1.07
2022-04-18 17:26:39,0,0,0,1.03
2022-04-18 17:26:40,0.500,1,0,1.03
2022-04-18 17:26:41,0,0,0,1.03
2022-04-18 17:26:42,0,0,0,1
2022-04-18 17:26:43,0,0,0,1.000
2022-04-18 17:26:44,0,0,0,1
2022-04-18 17:26:45,1,1,1,1.03
2022-04-18 17:26:46,0,0,0,1
2022-04-18 17:26:47,0,0,0,0.931
2022-04-18 17:26:48,0.500,1,0,0.931
2022-04-18 17:26:49,1,1,1,0.931
2022-04-18 17:26:50,0,0,0,0.931
2022-04-18 17:26:51,0,0,0,0.931
2022-04-18 17:26:52,1,2,0,0.966
2022-04-18 17:26:53,2.50,2,3,1.03
2022-04-18 17:26:54,1.50,0,3,1.07
2022-04-18 17:26:55,0,0,0,1.07
2022-04-18 17:26:56,1.50,2,1,1.10
2022-04-18 17:26:57,1,0,2,1.14
2022-04-18 17:26:58,1,1,1,1.14
2022-04-18 17:26:59,0.500,1,0,1.10
2022-04-18 17:27:00,0,0,0,1.10
2022-04-18 17:27:01,0,0,0,1.10
2022-04-18 17:27:02,0,0,0,0.966
2022-04-18 17:27:03,0,0,0,0.966
2022-04-18 17:27:04,0.500,0,1,1
2022-04-18 17:27:05,0.500,1,0,0.966
2022-04-18 17:27:06,0.500,1,0,0.966
2022-04-18 17:27:07,0.500,1,0,0.966
2022-04-18 17:27:08,0,0,0,0.966
2022-04-18 17:27:09,0,0,0,0.931
2022-04-18 17:27:10,0.500,0,1,0.966
2022-04-18 17:27:11,0,0,0,0.966
2022-04-18 17:27:12,1.50,2,1,1.07
2022-04-18 17:27:13,0,0,0,1.07
2022-04-18 17:27:14,0.500,1,0,1.03
2022-04-18 17:27:15,1,1,1,1.10
2022-04-18 17:27:16,0.500,0,1,1.14
2022-04-18 17:27:17,0,0,0,1.10
2022-04-18 17:27:18,0,0,0,1.03
2022-04-18 17:27:19,1.50,0,3,1.14
2022-04-18 17:27:20,0,0,0,1.14
2022-04-18 17:27:21,0,0,0,1.07
2022-04-18 17:27:22,0,0,0,0.897
2022-04-18 17:27:23,0.500,1,0,0.828
2022-04-18 17:27:24,0.500,1,0,0.862
2022-04-18 17:27:25,0,0,0,0.759
2022-04-18 17:27:26,0,0,0,0.690
2022-04-18 17:27:27,0.500,1,0,0.655
2022-04-18 17:27:28,0,0,0,0.621
2022-04-18 17:27:29,0.993,1.99,0,0.690
2022-04-18 17:27:30,1,0,2,0.759
2022-04-18 17:27:31,1,2,0,0.828
2022-04-18 17:27:32,0.500,0,1,0.862
2022-04-18 17:27:33,0.500,1,0,0.862
2022-04-18 17:27:34,1.50,2,1,0.931
2022-04-18 17:27:35,1.50,1,2,1
2022-04-18 17:27:36,1.50,1,2,1.07
2022-04-18 17:27:37,0,0,0,1.07
2022-04-18 17:27:38,1.50,2,1,1.17
2022-04-18 17:27:39,0,0,0,1.14
2022-04-18 17:27:40,1,1,1,1.21
2022-04-18 17:27:41,0.500,1,0,1.14
2022-04-18 17:27:42,1,1,1,1.21
2022-04-18 17:27:43,1,1,1,1.24
2022-04-18 17:27:44,0,0,0,1.17
2022-04-18 17:27:45,0,0,0,1.14
2022-04-18 17:27:46,0.500,1,0,1.17
2022-04-18 17:27:47,0,0,0,1.17
2022-04-18 17:27:48,0.500,1,0,1.10
2022-04-18 17:27:49,2,2,2,1.24
2022-04-18 17:27:50,0.500,1,0,1.28
2022-04-18 17:27:51,0.500,0,1,1.31
2022-04-18 17:27:52,0.500,0,1,1.31
2022-04-18 17:27:53,1,1,1,1.34
2022-04-18 17:27:54,0,0,0,1.34
2022-04-18 17:27:55,0.500,1,0,1.38
2022-04-18 17:27:56,0.500,0,1,1.38
2022-04-18 17:27:57,1.50,1,2,1.48
2022-04-18 17:27:58,1,1,1,1.48
2022-04-18 17:27:59,0.500,1,0,1.45
2022-04-18 17:28:00,0,0,0,1.38
2022-04-18 17:28:01,0,0,0,1.34
2022-04-18 17:28:02,1,2,0,1.38
2022-04-18 17:28:03,0.500,0,1,1.31
2022-04-18 17:28:04,0.500,1,0,1.24
2022-04-18 17:28:05,0.500,1,0,1.17
2022-04-18 17:28:06,1.50,1,2,1.28
2022-04-18 17:28:07,0,0,0,1.17
2022-04-18 17:28:08,0,0,0,1.17
2022-04-18 17:28:09,0,0,0,1.10
2022-04-18 17:28:10,0.500,0,1,1.10
2022-04-18 17:28:11,0.500,0,1,1.07
2022-04-18 17:28:12,0.500,1,0,1.03
2022-04-18 17:28:13,1.50,0,3,1.14
2022-04-18 17:28:14,0,0,0,1.14
2022-04-18 17:28:15,0.500,0,1,1.14
2022-04-18 17:28:16,0,0,0,1.14
2022-04-18 17:28:17,0,0,0,1.10
2022-04-18 17:28:18,1,1,1,1.03
2022-04-18 17:28:19,0.500,1,0,1.03
2022-04-18 17:28:20,1,0,2,1.07
2022-04-18 17:28:21,0,0,0,1.03
2022-04-18 17:28:22,0,0,0,0.966
2022-04-18 17:28:23,1,0,2,1.03
2022-04-18 17:28:24,1.00,1.00,1,1.07
2022-04-18 17:28:25,0,0,0,1.03
2022-04-18 17:28:26,1,2,0,1
2022-04-18 17:28:27,1,1,1,1
2022-04-18 17:28:28,0,0,0,0.966
2022-04-18 17:28:29,0,0,0,0.966
2022-04-18 17:28:30,0.500,0,1,1
2022-04-18 17:28:31,1,1,1,1
2022-04-18 17:28:32,1,0,2,1.03
2022-04-18 17:28:33,1.50,0,3,1.10
2022-04-18 17:28:34,0.500,0,1,1.10
2022-04-18 17:28:35,1,1,1,1.07
2022-04-18 17:28:36,0,0,0,1.07
2022-04-18 17:28:37,1,2,0,1.14
2022-04-18 17:28:38,0,0,0,1.14
2022-04-18 17:28:39,0.499,0,0.997,1.14
2022-04-18 17:28:40,2.51,3.01,2.01,1.28
2022-04-18 17:28:41,0.500,0,1,1.28
2022-04-18 17:28:42,0.500,1,0,1.21
2022-04-18 17:28:43,1,1,1,1.28
2022-04-18 17:28:44,1,1,1,1.31
2022-04-18 17:28:45,0.500,1,0,1.34
2022-04-18 17:28:46,0.500,1,0,1.38
2022-04-18 17:28:47,0.500,0,1,1.34
2022-04-18 17:28:48,0,0,0,1.31
2022-04-18 17:28:49,1,1,1,1.31
2022-04-18 17:28:50,0.500,0,1,1.34
2022-04-18 17:28:51,0,0,0,1.34
2022-04-18 17:28:52,1.00,1,1.00,1.34
2022-04-18 17:28:53,0.500,0,1,1.31
2022-04-18 17:28:54,0.500,0,1,1.34
2022-04-18 17:28:55,0,0,0,1.28
2022-04-18 17:28:56,0,0,0,1.21
2022-04-18 17:28:57,1.50,1,2,1.31
2022-04-18 17:28:58,0,0,0,1.31
2022-04-18 17:28:59,0.500,0,1,1.31
2022-04-18 17:29:00,0,0,0,1.24
2022-04-18 17:29:01,1,1,1,1.24
2022-04-18 17:29:02,0,0,0,1.14
2022-04-18 17:29:03,1,1,1,1.17
2022-04-18 17:29:04,0,0,0,1.10
2022-04-18 17:29:05,0.500,0,1,1.14
2022-04-18 17:29:06,0,0,0,1.07
2022-04-18 17:29:07,0,0,0,1.07
2022-04-18 17:29:08,1.01,2.02,0,1.10
2022-04-18 17:29:09,0,0,0,0.931
2022-04-18 17:29:10,0,0,0,0.897
2022-04-18 17:29:11,1,2,0,0.931
2022-04-18 17:29:12,0.500,0,1,0.897
2022-04-18 17:29:13,0,0,0,0.828
2022-04-18 17:29:14,0.500,0,1,0.828
2022-04-18 17:29:15,0.500,1,0,0.828
2022-04-18 17:29:16,0,0,0,0.793
2022-04-18 17:29:17,0.500,0,1,0.828
2022-04-18 17:29:18,1,1,1,0.828
2022-04-18 17:29:19,0.500,0,1,0.828
2022-04-18 17:29:20,1,0,2,0.897
2022-04-18 17:29:21,0.500,1,0,0.862
2022-04-18 17:29:22,0.500,0,1,0.862
2022-04-18 17:29:23,0,0,0,0.828
2022-04-18 17:29:24,0.500,0,1,0.862
2022-04-18 17:29:25,0,0,0,0.862
2022-04-18 17:29:26,0.500,0,1,0.793
2022-04-18 17:29:27,0.500,0,1,0.828
2022-04-18 17:29:28,0.500,0,1,0.828
2022-04-18 17:29:29,0.500,1,0,0.862
2022-04-18 17:29:30,1,1,1,0.862
2022-04-18 17:29:31,0.996,0.996,0.996,0.931
2022-04-18 17:29:32,0.502,0,1.00,0.897
2022-04-18 17:29:33,0.500,1,0,0.931
2022-04-18 17:29:34,1,1,1,0.966
2022-04-18 17:29:35,0.500,1,0,1
2022-04-18 17:29:36,0,0,0,1.00
2022-04-18 17:29:37,0,0,0,0.931
2022-04-18 17:29:38,0,0,0,0.931
2022-04-18 17:29:39,0,0,0,0.931
2022-04-18 17:29:40,0.500,0,1,0.897
2022-04-18 17:29:41,0,0,0,0.862
2022-04-18 17:29:42,0,0,0,0.862
2022-04-18 17:29:43,0,0,0,0.828
2022-04-18 17:29:44,0.500,0,1,0.828
2022-04-18 17:29:45,0.500,0,1,0.862
2022-04-18 17:29:46,0,0,0,0.828
2022-04-18 17:29:47,0.500,0,1,0.793
2022-04-18 17:29:48,1,1,1,0.828
2022-04-18 17:29:49,0,0,0,0.759
2022-04-18 17:29:50,0,0,0,0.724
2022-04-18 17:29:51,0,0,0,0.690
2022-04-18 17:29:52,0.500,1,0,0.724
2022-04-18 17:29:53,1,2,0,0.759
2022-04-18 17:29:54,0.500,0,1,0.793
2022-04-18 17:29:55,0.500,0,1,0.793
2022-04-18 17:29:56,1.50,1,2,0.862
2022-04-18 17:29:57,0,0,0,0.828
2022-04-18 17:29:58,0,0,0,0.793
2022-04-18 17:29:59,0.500,0,1,0.759
2022-04-18 17:30:00,0,0,0,0.690
2022-04-18 17:30:01,0.500,0,1,0.690
2022-04-18 17:30:02,0.500,0,1,0.690
2022-04-18 17:30:03,0,0,0,0.621
2022-04-18 17:30:04,0.500,0,1,0.621
2022-04-18 17:30:05,1,0,2,0.690
2022-04-18 17:30:06,0,0,0,0.690
2022-04-18 17:30:07,0,0,0,0.690
2022-04-18 17:30:08,1,2,0,0.759
2022-04-18 17:30:09,0,0,0,0.724
2022-04-18 17:30:10,0.500,1,0,0.759
2022-04-18 17:30:11,0.500,0,1,0.793
2022-04-18 17:30:12,0,0,0,0.793
2022-04-18 17:30:13,0.500,1,0,0.793
2022-04-18 17:30:14,0.500,1,0,0.793
2022-04-18 17:30:15,1,1,1,0.862
2022-04-18 17:30:16,0.500,0,1,0.862
2022-04-18 17:30:17,0.500,0,1,0.828
2022-04-18 17:30:18,0.500,1,0,0.862
2022-04-18 17:30:19,0.500,0,1,0.897
2022-04-18 17:30:20,0,0,0,0.897
2022-04-18 17:30:21,0,0,0,0.862
2022-04-18 17:30:22,1.49,1.97,1,0.896
2022-04-18 17:30:23,1.51,1.02,2,0.966
2022-04-18 17:30:24,0,0,0,0.931
2022-04-18 17:30:25,1,1,1,0.897
2022-04-18 17:30:26,0,0,0,0.897
2022-04-18 17:30:27,0,0,0,0.897
2022-04-18 17:30:28,0,0,0,0.862
2022-04-18 17:30:29,0.500,0,1,0.897
2022-04-18 17:30:30,0.500,1,0,0.897
2022-04-18 17:30:31,0.500,1,0,0.897
2022-04-18 17:30:32,0.500,1,0,0.931
2022-04-18 17:30:33,0.500,1,0,0.931
2022-04-18 17:30:34,0.500,0,1,0.897
2022-04-18 17:30:35,0,0,0,0.897
2022-04-18 17:30:36,0.500,0,1,0.931
2022-04-18 17:30:37,0,0,0,0.862
2022-04-18 17:30:38,0,0,0,0.862
2022-04-18 17:30:39,0.500,0,1,0.862
2022-04-18 17:30:40,0.500,0,1,0.862
2022-04-18 17:30:41,1,1,1,0.931
2022-04-18 17:30:42,1,0,2,0.966
2022-04-18 17:30:43,0,0,0,0.931
2022-04-18 17:30:44,0.500,0,1,0.897
2022-04-18 17:30:45,0.500,1,0,0.897
2022-04-18 17:30:46,0.500,1,0,0.897
2022-04-18 17:30:47,1,1,1,0.931
2022-04-18 17:30:48,1,0,2,0.966
2022-04-18 17:30:49,1,1,1,1.03
2022-04-18 17:30:50,1,1,1,1.10
2022-04-18 17:30:51,2,3,1,1.14
2022-04-18 17:30:52,0.500,1,0,1.07
2022-04-18 17:30:53,0,0,0,1.07
2022-04-18 17:30:54,0.502,1.00,0,1.03
2022-04-18 17:30:55,0.500,0,1,1.07
2022-04-18 17:30:56,0.500,1,0,1.10
2022-04-18 17:30:57,1,1,1,1.17
2022-04-18 17:30:58,0.500,0,1,1.17
2022-04-18 17:30:59,0.500,0,1,1.17
2022-04-18 17:31:00,1.50,2,1,1.24
2022-04-18 17:31:01,0,0,0,1.21
2022-04-18 17:31:02,1,1,1,1.24
2022-04-18 17:31:03,0,0,0,1.21
2022-04-18 17:31:04,2,0,4,1.34
2022-04-18 17:31:05,1,1,1,1.38
2022-04-18 17:31:06,0.500,1,0,1.41
2022-04-18 17:31:07,0,0,0,1.41
2022-04-18 17:31:08,0,0,0,1.38
2022-04-18 17:31:09,0.503,1.01,0,1.38
2022-04-18 17:31:10,0.500,0,1,1.34
2022-04-18 17:31:11,0.500,0,1,1.31
2022-04-18 17:31:12,0.500,1,0,1.34
2022-04-18 17:31:13,0,0,0,1.31
2022-04-18 17:31:14,0.500,0,1,1.31
2022-04-18 17:31:15,0.500,0,1,1.31
2022-04-18 17:31:16,0.500,1,0,1.28
2022-04-18 17:31:17,0,0,0,1.21
2022-04-18 17:31:18,1,1,1,1.21
2022-04-18 17:31:19,1.50,1,2,1.24
2022-04-18 17:31:20,0,0,0,1.10
2022-04-18 17:31:21,0,0,0,1.07
2022-04-18 17:31:22,0,0,0,1.07
2022-04-18 17:31:23,1,0,2,1.10
2022-04-18 17:31:24,0,0,0,1.07
2022-04-18 17:31:25,0.500,0,1,1.07
2022-04-18 17:31:26,0.500,0,1,1.03
2022-04-18 17:31:27,0.500,0,1,1.03
2022-04-18 17:31:28,1,1,1,1.07
2022-04-18 17:31:29,0,0,0,0.966
2022-04-18 17:31:30,1.50,1,2,1.07
2022-04-18 17:31:31,0.500,1,0,1.03
2022-04-18 17:31:32,0,0,0,1.03
2022-04-18 17:31:33,0,0,0,0.897
2022-04-18 17:31:34,0.500,1,0,0.862
2022-04-18 17:31:35,1,0,2,0.897
2022-04-18 17:31:36,0.500,0,1,0.931
2022-04-18 17:31:37,0,0,0,0.931
2022-04-18 17:31:38,0,0,0,0.897
2022-04-18 17:31:39,0,0,0,0.862
2022-04-18 17:31:40,1,2,0,0.897
2022-04-18 17:31:41,0.500,1,0,0.897
2022-04-18 17:31:42,0,0,0,0.897
2022-04-18 17:31:43,0.500,0,1,0.897
2022-04-18 17:31:44,0.500,1,0,0.897
2022-04-18 17:31:45,0.500,0,1,0.897
2022-04-18 17:31:46,1,1,1,0.966
2022-04-18 17:31:47,0.500,1,0,0.931
2022-04-18 17:31:48,0.500,0,1,0.862
2022-04-18 17:31:49,0,0,0,0.862
2022-04-18 17:31:50,0,0,0,0.862
2022-04-18 17:31:51,1,0,2,0.931
2022-04-18 17:31:52,1.00,1.00,1,0.931
2022-04-18 17:31:53,0,0,0,0.931
2022-04-18 17:31:54,0,0,0,0.897
2022-04-18 17:31:55,0,0,0,0.862
2022-04-18 17:31:56,0.500,0,1,0.862
2022-04-18 17:31:57,0.500,1,0,0.828
2022-04-18 17:31:58,0.500,0,1,0.862
2022-04-18 17:31:59,0.500,0,1,0.793
2022-04-18 17:32:00,0.500,1,0,0.793
2022-04-18 17:32:01,0.500,0,1,0.828
2022-04-18 17:32:02,0,0,0,0.828
2022-04-18 17:32:03,0.500,1,0,0.828
2022-04-18 17:32:04,0.500,1,0,0.793
2022-04-18 17:32:05,1,2,0,0.828
2022-04-18 17:32:06,1,2,0,0.897
2022-04-18 17:32:07,0.500,0,1,0.931
2022-04-18 17:32:08,0.500,1,0,0.966
2022-04-18 17:32:09,0.499,0,0.997,0.931
2022-04-18 17:32:10,1.50,3.01,0,1
2022-04-18 17:32:11,0.500,1,0,1.03
2022-04-18 17:32:12,1,1,1,1.07
2022-04-18 17:32:13,0,0,0,1.03
2022-04-18 17:32:14,0,0,0,1
2022-04-18 17:32:15,0.500,1,0,0.966
2022-04-18 17:32:16,0,0,0,0.931
2022-04-18 17:32:17,1,1,1,0.966
2022-04-18 17:32:18,0,0,0,0.966
2022-04-18 17:32:19,0,0,0,0.966
2022-04-18 17:32:20,0.500,1,0,0.931
2022-04-18 17:32:21,1,1,1,0.931
2022-04-18 17:32:22,1,1,1,1
2022-04-18 17:32:23,1,1,1,1.07
2022-04-18 17:32:24,1,1,1,1.14
2022-04-18 17:32:25,0,0,0,1.10
2022-04-18 17:32:26,0.500,0,1,1.10
2022-04-18 17:32:27,1,0,2,1.14
2022-04-18 17:32:28,1.50,3,0,1.21
2022-04-18 17:32:29,0.500,1,0,1.21
2022-04-18 17:32:30,0,0,0,1.17
2022-04-18 17:32:31,0.500,1,0,1.21
2022-04-18 17:32:32,0.500,1,0,1.21
2022-04-18 17:32:33,0,0,0,1.17
2022-04-18 17:32:34,1.50,1,2,1.21
2022-04-18 17:32:35,1,0,2,1.21
2022-04-18 17:32:36,0.500,0,1,1.21
2022-04-18 17:32:37,1,1,1,1.24
2022-04-18 17:32:38,0,0,0,1.21
2022-04-18 17:32:39,0.500,0,1,1.14
2022-04-18 17:32:40,0,0,0,1.10
2022-04-18 17:32:41,1.50,2,1,1.14
2022-04-18 17:32:42,0.500,0,1,1.17
2022-04-18 17:32:43,0,0,0,1.17
2022-04-18 17:32:44,0.500,1,0,1.17
2022-04-18 17:32:45,0,0,0,1.17
2022-04-18 17:32:46,1,2,0,1.17
2022-04-18 17:32:47,0.500,1,0,1.21
2022-04-18 17:32:48,0,0,0,1.21
2022-04-18 17:32:49,0.500,0,1,1.21
2022-04-18 17:32:50,0,0,0,1.14
2022-04-18 17:32:51,1,2,0,1.14
2022-04-18 17:32:52,1,1,1,1.14
2022-04-18 17:32:53,1,2,0,1.14
2022-04-18 17:32:54,0.500,1,0,1.17
2022-04-18 17:32:55,0.500,1,0,1.17
2022-04-18 17:32:56,1,1,1,1.17
2022-04-18 17:32:57,0,0,0,1.07
2022-04-18 17:32:58,0,0,0,1.03
2022-04-18 17:32:59,1,1,1,1.10
2022-04-18 17:33:00,0.500,0,1,1.10
2022-04-18 17:33:01,1,0,2,1.14
2022-04-18 17:33:02,0.500,1,0,1.17
2022-04-18 17:33:03,0.500,1,0,1.10
2022-04-18 17:33:04,0.500,1,0,1.07
2022-04-18 17:33:05,0,0,0,1.03
2022-04-18 17:33:06,0,0,0,0.966
2022-04-18 17:33:07,1,1,1,1.03
2022-04-18 17:33:08,0,0,0,1
2022-04-18 17:33:09,0.500,0,1,1.03
2022-04-18 17:33:10,0.500,0,1,0.966
2022-04-18 17:33:11,0.500,0,1,0.966
2022-04-18 17:33:12,0.500,0,1,1
2022-04-18 17:33:13,0,0,0,0.966
2022-04-18 17:33:14,0,0,0,0.966
2022-04-18 17:33:15,0,0,0,0.897
2022-04-18 17:33:16,0.500,0,1,0.897
2022-04-18 17:33:17,1,1,1,0.966
2022-04-18 17:33:18,0,0,0,0.931
2022-04-18 17:33:19,0,0,0,0.931
2022-04-18 17:33:20,0,0,0,0.862
2022-04-18 17:33:21,0,0,0,0.793
2022-04-18 17:33:22,0.500,0,1,0.759
2022-04-18 17:33:23,0,0,0,0.724
2022-04-18 17:33:24,0,0,0,0.690
2022-04-18 17:33:25,0,0,0,0.621
2022-04-18 17:33:26,0.500,0,1,0.655
2022-04-18 17:33:27,0,0,0,0.655
2022-04-18 17:33:28,0.500,0,1,0.621
2022-04-18 17:33:29,1,0,2,0.655
2022-04-18 17:33:30,0,0,0,0.586
2022-04-18 17:33:31,0.500,1,0,0.586
2022-04-18 17:33:32,1,0,2,0.621
2022-04-18 17:33:33,0.500,1,0,0.621
2022-04-18 17:33:34,0.500,0,1,0.655
2022-04-18 17:33:35,0,0,0,0.655
2022-04-18 17:33:36,0,0,0,0.586
2022-04-18 17:33:37,0,0,0,0.586
2022-04-18 17:33:38,0.500,0,1,0.586
2022-04-18 17:33:39,1,2,0,0.621
2022-04-18 17:33:40,0.500,0,1,0.621
2022-04-18 17:33:41,0.493,0.985,0,0.621
2022-04-18 17:33:42,0.500,0,1,0.655
2022-04-18 17:33:43,1,1,1,0.724
2022-04-18 17:33:44,0,0,0,0.724
2022-04-18 17:33:45,0.500,0,1,0.724
2022-04-18 17:33:46,0.500,1,0,0.690
2022-04-18 17:33:47,0,0,0,0.690
2022-04-18 17:33:48,0.500,0,1,0.724
2022-04-18 17:33:49,0.500,1,0,0.759
2022-04-18 17:33:50,0,0,0,0.759
2022-04-18 17:33:51,0,0,0,0.724
2022-04-18 17:33:52,0.500,0,1,0.759
2022-04-18 17:33:53,0,0,0,0.759
2022-04-18 17:33:54,0,0,0,0.759
2022-04-18 17:33:55,0,0,0,0.724
2022-04-18 17:33:56,0,0,0,0.724
2022-04-18 17:33:57,0.500,1,0,0.724
2022-04-18 17:33:58,0.500,0,1,0.690
2022-04-18 17:33:59,0.500,1,0,0.724
2022-04-18 17:34:00,1.50,1,2,0.793
2022-04-18 17:34:01,0.500,1,0,0.759
2022-04-18 17:34:02,1.50,1,2,0.828
2022-04-18 17:34:03,0,0,0,0.793
2022-04-18 17:34:04,0.500,0,1,0.828
2022-04-18 17:34:05,1.50,2,1,0.931
2022-04-18 17:34:06,0.500,1,0,0.966
2022-04-18 17:34:07,0.500,1,0,0.966
2022-04-18 17:34:08,0,0,0,0.897
2022-04-18 17:34:09,1,1,1,0.931
2022-04-18 17:34:10,1,1,1,0.966
2022-04-18 17:34:11,1,1,1,1
2022-04-18 17:34:12,0,0,0,0.931
2022-04-18 17:34:13,1,1,1,1
2022-04-18 17:34:14,0.500,1,0,1
2022-04-18 17:34:15,0.500,1,0,1
2022-04-18 17:34:16,0,0,0,1
2022-04-18 17:34:17,1,2,0,1.03
2022-04-18 17:34:18,0.500,0,1,1.03
2022-04-18 17:34:19,0,0,0,1.03
2022-04-18 17:34:20,0,0,0,1.03
2022-04-18 17:34:21,0.500,0,1,1.03
2022-04-18 17:34:22,0,0,0,1.03
2022-04-18 17:34:23,0.500,1,0,1.07
2022-04-18 17:34:24,0.500,1,0,1.10
2022-04-18 17:34:25,0,0,0,1.10
2022-04-18 17:34:26,0,0,0,1.07
2022-04-18 17:34:27,0,0,0,1.03
