"Time","edge-server-cv-74d975f7cd-ssg2f Requests/2s","requests/30"
2022-04-15 18:25:24,0,0.483
2022-04-15 18:25:26,0,0.483
2022-04-15 18:25:28,0,0.483
2022-04-15 18:25:30,0,0.379
2022-04-15 18:25:32,0,0.345
2022-04-15 18:25:34,1,0.310
2022-04-15 18:25:36,1,0.345
2022-04-15 18:25:38,0,0.310
2022-04-15 18:25:40,0,0.241
2022-04-15 18:25:42,1,0.310
2022-04-15 18:25:44,1,0.276
2022-04-15 18:25:46,0,0.207
2022-04-15 18:25:48,1,0.207
2022-04-15 18:25:50,1,0.276
2022-04-15 18:25:52,1,0.310
2022-04-15 18:25:54,0,0.310
2022-04-15 18:25:56,0,0.379
2022-04-15 18:25:58,0,0.448
2022-04-15 18:26:00,0,0.448
2022-04-15 18:26:02,0,0.483
2022-04-15 18:26:04,0,0.448
2022-04-15 18:26:06,0,0.414
2022-04-15 18:26:08,0,0.414
2022-04-15 18:26:10,0,0.379
2022-04-15 18:26:12,1,0.379
2022-04-15 18:26:14,0,0.379
2022-04-15 18:26:16,0,0.379
2022-04-15 18:26:18,0,0.345
2022-04-15 18:26:20,0,0.310
2022-04-15 18:26:22,1,0.310
2022-04-15 18:26:24,0,0.241
2022-04-15 18:26:26,0,0.172
2022-04-15 18:26:28,3,0.276
2022-04-15 18:26:30,0,0.241
2022-04-15 18:26:32,0,0.241
2022-04-15 18:26:34,0,0.241
2022-04-15 18:26:36,0,0.310
2022-04-15 18:26:38,0,0.310
2022-04-15 18:26:40,0,0.345
2022-04-15 18:26:42,0,0.276
2022-04-15 18:26:44,1,0.310
2022-04-15 18:26:46,0,0.276
2022-04-15 18:26:48,1,0.345
2022-04-15 18:26:50,0,0.379
2022-04-15 18:26:52,0,0.379
2022-04-15 18:26:54,2,0.483
2022-04-15 18:26:56,0,0.483
2022-04-15 18:26:58,1,0.414
2022-04-15 18:27:00,0,0.414
2022-04-15 18:27:02,1,0.448
2022-04-15 18:27:04,0,0.379
2022-04-15 18:27:06,0,0.379
2022-04-15 18:27:08,3,0.483
2022-04-15 18:27:10,0,0.483
2022-04-15 18:27:12,0,0.517
2022-04-15 18:27:14,1,0.552
2022-04-15 18:27:16,1,0.586
2022-04-15 18:27:18,0,0.517
2022-04-15 18:27:20,0,0.517
2022-04-15 18:27:22,0,0.517
2022-04-15 18:27:24,0,0.448
2022-04-15 18:27:26,0,0.483
2022-04-15 18:27:28,2,0.552
2022-04-15 18:27:30,1,0.586
2022-04-15 18:27:32,0,0.586
2022-04-15 18:27:34,0,0.621
2022-04-15 18:27:36,0,0.655
2022-04-15 18:27:38,1,0.586
2022-04-15 18:27:40,0,0.552
2022-04-15 18:27:42,1,0.586
2022-04-15 18:27:44,0,0.517
2022-04-15 18:27:46,0,0.483
2022-04-15 18:27:48,2,0.552
2022-04-15 18:27:50,0,0.517
2022-04-15 18:27:52,0,0.552
2022-04-15 18:27:54,1,0.586
2022-04-15 18:27:56,1,0.586
2022-04-15 18:27:58,1,0.552
2022-04-15 18:28:00,0,0.483
2022-04-15 18:28:02,0,0.483
2022-04-15 18:28:04,0,0.414
2022-04-15 18:28:06,1,0.448
2022-04-15 18:28:08,0,0.414
2022-04-15 18:28:10,0,0.379
2022-04-15 18:28:12,1,0.379
2022-04-15 18:28:14,1,0.448
2022-04-15 18:28:16,0,0.414
2022-04-15 18:28:18,0,0.345
2022-04-15 18:28:20,0,0.310
2022-04-15 18:28:22,0,0.310
2022-04-15 18:28:24,0,0.276
2022-04-15 18:28:26,0,0.241
2022-04-15 18:28:28,0,0.207
2022-04-15 18:28:30,1,0.207
2022-04-15 18:28:32,0,0.241
2022-04-15 18:28:34,0,0.310
2022-04-15 18:28:36,2,0.345
2022-04-15 18:28:38,0,0.345
2022-04-15 18:28:40,0,0.345
2022-04-15 18:28:42,0,0.276
2022-04-15 18:28:44,1,0.276
2022-04-15 18:28:46,1,0.345
2022-04-15 18:28:48,2,0.414
2022-04-15 18:28:50,0,0.379
2022-04-15 18:28:52,1,0.414
2022-04-15 18:28:54,1,0.448
2022-04-15 18:28:56,1,0.483
2022-04-15 18:28:58,0,0.517
2022-04-15 18:29:00,0,0.448
2022-04-15 18:29:02,0,0.414
2022-04-15 18:29:04,1,0.448
2022-04-15 18:29:06,3,0.517
2022-04-15 18:29:08,0,0.517
2022-04-15 18:29:10,0,0.517
2022-04-15 18:29:12,1,0.552
2022-04-15 18:29:14,0,0.483
2022-04-15 18:29:16,0,0.552
2022-04-15 18:29:18,1,0.517
2022-04-15 18:29:20,0,0.517
2022-04-15 18:29:22,0,0.483
2022-04-15 18:29:24,0,0.448
2022-04-15 18:29:26,1,0.414
2022-04-15 18:29:28,0,0.448
2022-04-15 18:29:30,0,0.448
2022-04-15 18:29:32,1,0.517
2022-04-15 18:29:34,1,0.517
2022-04-15 18:29:36,0,0.414
2022-04-15 18:29:38,0,0.448
2022-04-15 18:29:40,0,0.483
2022-04-15 18:29:42,1,0.517
2022-04-15 18:29:44,0,0.414
2022-04-15 18:29:46,1,0.448
2022-04-15 18:29:48,0,0.448
2022-04-15 18:29:50,1,0.517
2022-04-15 18:29:52,0,0.517
2022-04-15 18:29:54,0,0.517
2022-04-15 18:29:56,0,0.448
2022-04-15 18:29:58,0,0.414
2022-04-15 18:30:00,0,0.379

