"Time","Average Request Rate","edge-server-cv-74d975f7cd-bbbwx Requests/2s","edge-server-cv-74d975f7cd-gw56j Requests/2s","edge-server-cv-74d975f7cd-z798l Requests/2s","avg_requests/30"
2022-04-19 16:18:44,0.333,0,0,1,1.79
2022-04-19 16:18:46,1,0,1,2,1.72
2022-04-19 16:18:48,0.667,1,0,1,1.59
2022-04-19 16:18:50,0.333,1,0,0,1.55
2022-04-19 16:18:52,0.667,0,2,0,1.69
2022-04-19 16:18:54,0.333,1,0,0,1.66
2022-04-19 16:18:56,0.667,1,0,1,1.62
2022-04-19 16:18:58,0,0,0,0,1.62
2022-04-19 16:19:00,0.333,1,0,0,1.52
2022-04-19 16:19:02,0,0,0,0,1.41
2022-04-19 16:19:04,0.336,0,1.01,0,1.34
2022-04-19 16:19:06,1,2,0,1,1.38
2022-04-19 16:19:08,0.667,1,1,0,1.38
2022-04-19 16:19:10,0.667,0,2,0,1.41
2022-04-19 16:19:12,0,0,0,0,1.31
2022-04-19 16:19:14,0.333,0,0,1,1.31
2022-04-19 16:19:16,0.667,2,0,0,1.38
2022-04-19 16:19:18,0.333,1,0,0,1.45
2022-04-19 16:19:20,0.667,0,1,1,1.41
2022-04-19 16:19:22,0.667,0,1,1,1.41
2022-04-19 16:19:24,1,1,1,1,1.48
2022-04-19 16:19:26,0.333,0,0,1,1.38
2022-04-19 16:19:28,0.667,1,0,1,1.52
2022-04-19 16:19:30,0.333,0,0,1,1.48
2022-04-19 16:19:32,1.33,2,2,0,1.52
2022-04-19 16:19:34,1,1,0,2,1.69
2022-04-19 16:19:36,0.667,0,2,0,1.69
2022-04-19 16:19:38,0.333,0,1,0,1.66
2022-04-19 16:19:40,0,0,0,0,1.66
2022-04-19 16:19:42,0.667,0,0,2,1.72
2022-04-19 16:19:44,0.333,0,1,0,1.72
2022-04-19 16:19:46,0.667,0,1,1,1.66
2022-04-19 16:19:48,1.33,0,3,1,1.72
2022-04-19 16:19:50,0.667,1,1,0,1.76
2022-04-19 16:19:52,0.667,0,2,0,1.79
2022-04-19 16:19:54,0.333,0,0,1,1.83
2022-04-19 16:19:56,0.333,0,1,0,1.79
2022-04-19 16:19:58,0,0,0,0,1.72
2022-04-19 16:20:00,1.33,2,1,1,1.86
2022-04-19 16:20:02,0.333,0,1,0,1.66
2022-04-19 16:20:04,1,0,1,2,1.66
2022-04-19 16:20:06,0.667,2,0,0,1.69
2022-04-19 16:20:08,0,0,0,0,1.62
2022-04-19 16:20:10,0,0,0,0,1.66
2022-04-19 16:20:12,0.333,0,1,0,1.62
2022-04-19 16:20:14,0.667,1,0,1,1.69
2022-04-19 16:20:16,0.333,0,1,0,1.66
2022-04-19 16:20:18,0,0,0,0,1.48
2022-04-19 16:20:20,0.333,1,0,0,1.38
2022-04-19 16:20:22,1,1,2,0,1.38
2022-04-19 16:20:24,0.333,1,0,0,1.38
2022-04-19 16:20:26,0.333,0,1,0,1.45
2022-04-19 16:20:28,0.333,0,0,1,1.45
2022-04-19 16:20:30,0.667,1,0,1,1.31
2022-04-19 16:20:32,0.333,0,1,0,1.34
2022-04-19 16:20:34,0.333,0,1,0,1.21
2022-04-19 16:20:36,0,0,0,0,1.10
2022-04-19 16:20:38,0.333,0,0,1,1.10
2022-04-19 16:20:40,0,0,0,0,1
2022-04-19 16:20:42,1.33,0,2,2,1.03
2022-04-19 16:20:44,0.333,0,0,1,0.966
2022-04-19 16:20:46,0.333,0,0,1,1.03
2022-04-19 16:20:48,0.333,1,0,0,1.07
2022-04-19 16:20:50,0,0,0,0,1
2022-04-19 16:20:52,1,1,2,0,1.00
2022-04-19 16:20:54,0,0,0,0,0.931
2022-04-19 16:20:56,0,0,0,0,0.931
2022-04-19 16:20:58,1,3,0,0,1.03
2022-04-19 16:21:00,0.333,1,0,0,0.931
2022-04-19 16:21:02,0,0,0,0,0.931
2022-04-19 16:21:04,0,0,0,0,0.897
2022-04-19 16:21:06,1.33,2,1,1,1.03
2022-04-19 16:21:08,0,0,0,0,1
2022-04-19 16:21:10,0.333,0,1,0,1.03
2022-04-19 16:21:12,0.667,0,0,2,0.966
2022-04-19 16:21:14,0.333,0,1,0,0.862
2022-04-19 16:21:16,0.333,1,0,0,0.931
2022-04-19 16:21:18,0.667,1,0,1,0.966
2022-04-19 16:21:20,0.667,1,1,0,1
2022-04-19 16:21:22,0.667,0,1,1,0.931
2022-04-19 16:21:24,0,0,0,0,0.897
2022-04-19 16:21:26,0.333,0,0,1,0.931
2022-04-19 16:21:28,0,0,0,0,0.897
2022-04-19 16:21:30,0.333,0,1,0,0.897
2022-04-19 16:21:32,0.667,1,0,1,1.03
2022-04-19 16:21:34,0.333,0,0,1,1.07
2022-04-19 16:21:36,0.333,1,0,0,1
2022-04-19 16:21:38,0.667,0,1,1,1.10
2022-04-19 16:21:40,1,0,2,1,1.28
2022-04-19 16:21:42,0.667,1,1,0,1.31
2022-04-19 16:21:44,0,0,0,0,1.28
2022-04-19 16:21:46,0.667,2,0,0,1.38
2022-04-19 16:21:48,0.333,0,1,0,1.38
2022-04-19 16:21:50,0.667,1,1,0,1.45
2022-04-19 16:21:52,0,0,0,0,1.41
2022-04-19 16:21:54,0.333,0,1,0,1.59
2022-04-19 16:21:56,0.333,0,0,1,1.55
2022-04-19 16:21:58,1.33,0,1,3,1.69
2022-04-19 16:22:00,0.667,2,0,0,1.66
2022-04-19 16:22:02,0,0,0,0,1.62
2022-04-19 16:22:04,0.333,1,0,0,1.59
2022-04-19 16:22:06,0.333,0,1,0,1.66
2022-04-19 16:22:08,0.667,0,1,1,1.62
2022-04-19 16:22:10,0,0,0,0,1.48
2022-04-19 16:22:12,0.667,1,1,0,1.45
2022-04-19 16:22:14,0.333,1,0,0,1.38
2022-04-19 16:22:16,0.667,1,0,1,1.38
2022-04-19 16:22:18,0,0,0,0,1.31
2022-04-19 16:22:20,1.33,2,0,2,1.41
2022-04-19 16:22:22,0.333,0,0,1,1.31
2022-04-19 16:22:24,0.667,1,1,0,1.34
2022-04-19 16:22:26,0.667,0,1,1,1.41
2022-04-19 16:22:28,0.667,0,1,1,1.45
2022-04-19 16:22:30,0.333,0,1,0,1.45
2022-04-19 16:22:32,0.333,0,0,1,1.55
2022-04-19 16:22:34,1,1,0,2,1.69
2022-04-19 16:22:36,0,0,0,0,1.62
2022-04-19 16:22:38,0.667,2,0,0,1.72
2022-04-19 16:22:40,0,0,0,0,1.69
2022-04-19 16:22:42,0.333,0,0,1,1.69
2022-04-19 16:22:44,0.333,0,0,1,1.66
2022-04-19 16:22:46,0,0,0,0,1.59
2022-04-19 16:22:48,0.667,2,0,0,1.62
2022-04-19 16:22:50,0,0,0,0,1.52
2022-04-19 16:22:52,0.333,1,0,0,1.55
2022-04-19 16:22:54,0.667,0,0,2,1.59
2022-04-19 16:22:56,0.667,0,0,2,1.55
2022-04-19 16:22:58,0.333,1,0,0,1.48
2022-04-19 16:23:00,1,2,1,0,1.48
2022-04-19 16:23:02,0.667,0,0,2,1.45
2022-04-19 16:23:04,0.333,1,0,0,1.38
2022-04-19 16:23:06,0.667,0,2,0,1.34
2022-04-19 16:23:08,0.333,0,0,1,1.38
2022-04-19 16:23:10,0.333,0,0,1,1.38
2022-04-19 16:23:12,0.667,1,0,1,1.45
2022-04-19 16:23:14,0,0,0,0,1.41
2022-04-19 16:23:16,1.33,1,2,1,1.55
2022-04-19 16:23:18,0,0,0,0,1.45
2022-04-19 16:23:20,0,0,0,0,1.38
2022-04-19 16:23:22,0.667,1,0,1,1.34
2022-04-19 16:23:24,0,0,0,0,1.21
2022-04-19 16:23:26,1,0,3,0,1.21
2022-04-19 16:23:28,0.667,2,0,0,1.24
2022-04-19 16:23:30,0.667,1,1,0,1.14
2022-04-19 16:23:32,0,0,0,0,1.07
2022-04-19 16:23:34,1,1,2,0,1.14
2022-04-19 16:23:36,1,1,2,0,1.10
2022-04-19 16:23:38,1,0,3,0,1.17
2022-04-19 16:23:40,0.667,1,1,0,1.21
2022-04-19 16:23:42,1,1,2,0,1.21
2022-04-19 16:23:44,1,2,1,0,1.31
2022-04-19 16:23:46,0,0,0,0,1.21
2022-04-19 16:23:48,0,0,0,0,1.31
2022-04-19 16:23:50,0.667,1,1,0,1.38
2022-04-19 16:23:52,0,0,0,0,1.34
2022-04-19 16:23:54,0,0,0,0,1.31
2022-04-19 16:23:56,0,0,0,0,1.21
2022-04-19 16:23:58,0,0,0,0,1.10
2022-04-19 16:24:00,0,0,0,0,1
2022-04-19 16:24:02,1,1,1,1,1.14
2022-04-19 16:24:04,0,0,0,0,1.03
2022-04-19 16:24:06,0,0,0,0,0.966
2022-04-19 16:24:08,0.667,1,1,0,0.931
2022-04-19 16:24:10,1,0,1,2,1.03
2022-04-19 16:24:12,0.667,0,1,1,1
2022-04-19 16:24:14,1,0,3,0,1.14
2022-04-19 16:24:16,0.333,0,1,0,1.10
2022-04-19 16:24:18,1,1,1,1,1.28
2022-04-19 16:24:20,0,0,0,0,1.24
2022-04-19 16:24:22,1.33,2,0,2,1.45
2022-04-19 16:24:24,0.667,2,0,0,1.55
2022-04-19 16:24:26,0.667,1,1,0,1.62
2022-04-19 16:24:28,0,0,0,0,1.62
2022-04-19 16:24:30,0,0,0,0,1.62
2022-04-19 16:24:32,0.333,0,0,1,1.62
2022-04-19 16:24:34,0.333,0,0,1,1.62
2022-04-19 16:24:36,0.333,1,0,0,1.66
2022-04-19 16:24:38,0,0,0,0,1.52
2022-04-19 16:24:40,0.333,0,1,0,1.45
2022-04-19 16:24:42,0,0,0,0,1.24
2022-04-19 16:24:44,0.667,0,1,1,1.24
2022-04-19 16:24:46,0,0,0,0,1.21
2022-04-19 16:24:48,0,0,0,0,1.03
2022-04-19 16:24:50,0.667,1,1,0,1.07
2022-04-19 16:24:52,0,0,0,0,0.931
2022-04-19 16:24:54,0,0,0,0,0.966
2022-04-19 16:24:56,0,0,0,0,0.931
2022-04-19 16:24:58,1.33,1,2,1,1.03
2022-04-19 16:25:00,0,0,0,0,1.10
2022-04-19 16:25:02,0,0,0,0,1.17
2022-04-19 16:25:04,0.667,2,0,0,1.31
2022-04-19 16:25:06,0.333,0,1,0,1.34
2022-04-19 16:25:08,0,0,0,0,1.34
2022-04-19 16:25:10,0.333,1,0,0,1.31
2022-04-19 16:25:12,0.667,1,1,0,1.34
2022-04-19 16:25:14,1.33,2,2,0,1.34
2022-04-19 16:25:16,0.333,0,1,0,1.38
2022-04-19 16:25:18,0.333,0,0.998,0,1.41
2022-04-19 16:25:20,0.333,1,0,0,1.41
2022-04-19 16:25:22,0.333,0,0,1,1.34
2022-04-19 16:25:24,1,0,1,2,1.45
2022-04-19 16:25:26,0.667,1,0,1,1.55
2022-04-19 16:25:28,1.33,2,2,0,1.55
2022-04-19 16:25:30,0,0,0,0,1.45
2022-04-19 16:25:32,0.333,0,1,0,1.38
2022-04-19 16:25:34,0.333,0,1,0,1.38
2022-04-19 16:25:36,0.333,0,0,1,1.38
2022-04-19 16:25:38,0.667,1,1,0,1.52
2022-04-19 16:25:40,0.667,1,0,1,1.52
2022-04-19 16:25:42,0.333,0,0,1,1.52
2022-04-19 16:25:44,0.333,0,0,1,1.45
2022-04-19 16:25:46,0.333,1,0,0,1.52
2022-04-19 16:25:48,0,0,0,0,1.48
2022-04-19 16:25:50,0.667,1,1,0,1.52
2022-04-19 16:25:52,0.333,0,0,1,1.52
2022-04-19 16:25:54,1,0,2,1,1.52
2022-04-19 16:25:56,0.667,0,0,2,1.38
2022-04-19 16:25:58,0.333,0,0,1,1.34
2022-04-19 16:26:00,1,0,2,1,1.45
2022-04-19 16:26:02,0.667,2,0,0,1.41
2022-04-19 16:26:04,0.333,0,1,0,1.34
2022-04-19 16:26:06,0.333,1,0,0,1.24
2022-04-19 16:26:08,0.333,0,0,1,1.31
2022-04-19 16:26:10,0,0,0,0,1.28
2022-04-19 16:26:12,0.333,1,0,0,1.28
2022-04-19 16:26:14,0,0,0,0,1.28
2022-04-19 16:26:16,0.333,1,0,0,1.31
2022-04-19 16:26:18,0,0,0,0,1.34
2022-04-19 16:26:20,0,0,0,0,1.31
2022-04-19 16:26:22,0,0,0,0,1.24
2022-04-19 16:26:24,0.333,0,0,1,1.24
2022-04-19 16:26:26,0.667,1,0,1,1.24
2022-04-19 16:26:28,0.667,0,0,2,1.24
2022-04-19 16:26:30,0.333,1,0,0,1.24
2022-04-19 16:26:32,0.333,1,0,0,1.24
2022-04-19 16:26:34,0.333,0,0,1,1.34
2022-04-19 16:26:36,1,1,1,1,1.31
2022-04-19 16:26:38,0.333,0,0,1,1.28
2022-04-19 16:26:40,0.667,1,1,0,1.31
2022-04-19 16:26:42,0,0,0,0,1.14
2022-04-19 16:26:44,0.333,0,0,1,1.07
2022-04-19 16:26:46,1,1,2,0,1.21
2022-04-19 16:26:48,0.667,1,0,1,1.21
2022-04-19 16:26:50,0.667,1,1,0,1.38
2022-04-19 16:26:52,0.333,1,0,0,1.38
2022-04-19 16:26:54,1,0,2,1,1.45
2022-04-19 16:26:56,0,0,0,0,1.41
2022-04-19 16:26:58,0.667,1,0,1,1.38
2022-04-19 16:27:00,0.333,0,0,1,1.41
2022-04-19 16:27:02,0.333,1,0,0,1.34
2022-04-19 16:27:04,0.333,0,1,0,1.34
2022-04-19 16:27:06,1,1,2,0,1.34
2022-04-19 16:27:08,0.333,0,1,0,1.34
2022-04-19 16:27:10,0.333,0,1,0,1.34
2022-04-19 16:27:12,0.667,1,1,0,1.48
2022-04-19 16:27:14,0,0,0,0,1.38
2022-04-19 16:27:16,0.667,0,1,1,1.45
2022-04-19 16:27:18,0.667,1,1,0,1.38
2022-04-19 16:27:20,1,1,2,0,1.41
2022-04-19 16:27:22,0,0,0,0,1.34
2022-04-19 16:27:24,1,1,1,1,1.41
2022-04-19 16:27:26,0,0,0,0,1.45
2022-04-19 16:27:28,0.333,1,0,0,1.38
2022-04-19 16:27:30,0.333,1,0,0,1.38
2022-04-19 16:27:32,0,0,0,0,1.48
2022-04-19 16:27:34,0.333,0,1,0,1.45
2022-04-19 16:27:36,0,0,0,0,1.38
2022-04-19 16:27:38,1.33,2,2,0,1.52
2022-04-19 16:27:40,0.333,0,0,1,1.48
2022-04-19 16:27:42,0.667,0,2,0,1.48
2022-04-19 16:27:44,0.333,0,0,1,1.45
2022-04-19 16:27:46,0.333,0,1,0,1.48
2022-04-19 16:27:48,0.333,0,1,0,1.48
2022-04-19 16:27:50,0,0,0,0,1.38
2022-04-19 16:27:52,0,0,0,0,1.31
2022-04-19 16:27:54,0,0,0,0,1.17
2022-04-19 16:27:56,0.333,0,0,1,1.24
2022-04-19 16:27:58,0.665,0.996,0,1,1.28
2022-04-19 16:28:00,1,0,2,1,1.24
2022-04-19 16:28:02,0.667,0,1,1,1.31
2022-04-19 16:28:04,0.333,1,0,0,1.28
2022-04-19 16:28:06,1,1,0,2,1.31
2022-04-19 16:28:08,0,0,0,0,1.14
2022-04-19 16:28:10,0.667,1,0,1,1.21
2022-04-19 16:28:12,0.997,1.99,0,1,1.24
2022-04-19 16:28:14,0.667,0,0,2,1.24
2022-04-19 16:28:16,0.333,0,1,0,1.21
2022-04-19 16:28:18,0.333,0,0,1,1.21
2022-04-19 16:28:20,1,2,1,0,1.34
2022-04-19 16:28:22,0,0,0,0,1.34
2022-04-19 16:28:24,1,1,0,2,1.41
2022-04-19 16:28:26,0.667,2,0,0,1.48
2022-04-19 16:28:28,0.333,1,0,0,1.45
2022-04-19 16:28:30,0.667,2,0,0,1.48
2022-04-19 16:28:32,0.333,0,1,0,1.48
2022-04-19 16:28:34,1.33,0,3,1,1.62
2022-04-19 16:28:36,0.667,0,1,1,1.69
2022-04-19 16:28:38,0.333,0,0,1,1.72
2022-04-19 16:28:40,0.333,0,0,1,1.69
2022-04-19 16:28:42,0,0,0,0,1.62
2022-04-19 16:28:44,0.333,0,0,1,1.55
2022-04-19 16:28:46,0.333,1,0,0,1.59
2022-04-19 16:28:48,0.333,1,0,0,1.59
2022-04-19 16:28:50,0,0,0,0,1.52
2022-04-19 16:28:52,0.333,0,0,1,1.55
2022-04-19 16:28:54,1.33,2,1,1,1.59
2022-04-19 16:28:56,0.333,1,0,0,1.59
2022-04-19 16:28:58,1,1,1,1,1.62
2022-04-19 16:29:00,0.667,0,2,0,1.69
2022-04-19 16:29:02,0.667,1,0,1,1.69
2022-04-19 16:29:04,0.667,2,0,0,1.55
2022-04-19 16:29:06,0.333,0,1,0,1.55
2022-04-19 16:29:08,0.667,0,0,2,1.59
2022-04-19 16:29:10,0.333,1,0,0,1.52
2022-04-19 16:29:12,0.333,1,0,0,1.59
2022-04-19 16:29:14,1,1,1,1,1.66
2022-04-19 16:29:16,1,2,0,1,1.69
2022-04-19 16:29:18,0,0,0,0,1.69
2022-04-19 16:29:20,0.667,1,0,1,1.76
2022-04-19 16:29:22,0,0,0,0,1.76
2022-04-19 16:29:24,0.333,1,0,0,1.66
2022-04-19 16:29:26,0.667,0,1,1,1.62
2022-04-19 16:29:28,0.667,0,0,2,1.52
2022-04-19 16:29:30,0.333,0,1,0,1.62
2022-04-19 16:29:32,0.667,1,1,0,1.62
2022-04-19 16:29:34,0.333,0,0,1,1.55
2022-04-19 16:29:36,0,0,0,0,1.52
2022-04-19 16:29:38,0.667,1,1,0,1.48
2022-04-19 16:29:40,0,0,0,0,1.41
2022-04-19 16:29:42,0.667,1,1,0,1.45
2022-04-19 16:29:44,0.667,1,0,1,1.45
2022-04-19 16:29:46,0.333,0,1,0,1.34
2022-04-19 16:29:48,0.333,0,0,1,1.41
2022-04-19 16:29:50,0,0,0,0,1.28
2022-04-19 16:29:52,0,0,0,0,1.28
2022-04-19 16:29:54,0,0,0,0,1.34
2022-04-19 16:29:56,0.667,0,1,1,1.34
2022-04-19 16:29:58,1,2,0,1,1.34
2022-04-19 16:30:00,0.333,1,0,0,1.31
2022-04-19 16:30:02,0.333,0,0,1,1.31
2022-04-19 16:30:04,0,0,0,0,1.24
2022-04-19 16:30:06,0.667,0,1,1,1.34
2022-04-19 16:30:08,0.667,0,1,1,1.38
2022-04-19 16:30:10,0,0,0,0,1.31
2022-04-19 16:30:12,0,0,0,0,1.24

