"Time","Average Request Rate","edge-server-cv-78d887c496-kcrxl Requests/2s","edge-server-cv-78d887c496-pr2rl Requests/2s","edge-server-cv-78d887c496-r2wgp Requests/2s","avg_requests/30"
2022-04-19 18:07:42,2,1,2,3,3.69
2022-04-19 18:07:44,1.67,0,3,2,3.66
2022-04-19 18:07:46,1,2,0,1,3.55
2022-04-19 18:07:48,0.667,0,2,0,3.45
2022-04-19 18:07:50,1.33,0,4,0,3.52
2022-04-19 18:07:52,1.33,1,2,1,3.48
2022-04-19 18:07:54,2.67,3,2,3,3.72
2022-04-19 18:07:56,1.33,2,1,1,3.69
2022-04-19 18:07:58,1.67,1,1,3,3.59
2022-04-19 18:08:00,1.33,1,2,1,3.66
2022-04-19 18:08:02,1.67,2,0,3,3.76
2022-04-19 18:08:04,1.33,0,2,2,3.86
2022-04-19 18:08:06,0.667,1,1,0,3.86
2022-04-19 18:08:08,2.33,3,2,2,4.14
2022-04-19 18:08:10,1.34,1,1,2.01,4.21
2022-04-19 18:08:12,1.67,2,2,1,4.07
2022-04-19 18:08:14,3,3,4,2,4.34
2022-04-19 18:08:16,1.67,2,2,0.997,4.48
2022-04-19 18:08:18,1.33,1,0,3,4.52
2022-04-19 18:08:20,0.999,1,0.997,1,4.52
2022-04-19 18:08:22,1,3,0,0,4.48
2022-04-19 18:08:24,1,1,1,1,4.28
2022-04-19 18:08:26,1,0,3,0,4.28
2022-04-19 18:08:28,2,1,3,2,4.31
2022-04-19 18:08:30,2.33,1,5,1,4.45
2022-04-19 18:08:32,0.667,1,1,0,4.34
2022-04-19 18:08:34,1.66,0.991,4,0,4.48
2022-04-19 18:08:36,1.33,0,2,2,4.41
2022-04-19 18:08:38,2,1,4,1,4.45
2022-04-19 18:08:40,2,1,2,3,4.48
2022-04-19 18:08:42,2.67,5,2,1,4.59
2022-04-19 18:08:44,2,3,2,1,4.48
2022-04-19 18:08:46,0.667,0,1,1,4.31
2022-04-19 18:08:48,1,0,2,1,4.21
2022-04-19 18:08:50,0,0,0,0,4.07
2022-04-19 18:08:52,1.67,3,1,1,4.14
2022-04-19 18:08:54,2.33,1,3,3,4.41
2022-04-19 18:08:56,1,0,2,1,4.41
2022-04-19 18:08:58,1.67,3,1,1,4.21
2022-04-19 18:09:00,2,2,2,2,4.10
2022-04-19 18:09:02,2.33,2,2,3,4.21
2022-04-19 18:09:04,0.667,1,1,0,4.34
2022-04-19 18:09:06,1,1,0,2,4.28
2022-04-19 18:09:08,1.67,2,1,2,4.38
2022-04-19 18:09:10,1.67,3,2,0,4.28
2022-04-19 18:09:12,2.01,3,2.04,1,4.17
2022-04-19 18:09:14,1.67,2,3,0,4.24
2022-04-19 18:09:16,2,1,3,2,4.45
2022-04-19 18:09:18,1.67,1,1,3,4.52
2022-04-19 18:09:20,1.33,1,1,2,4.66
2022-04-19 18:09:22,1.67,2,1,2,4.55
2022-04-19 18:09:24,1,2,0,1,4.45
2022-04-19 18:09:26,2,1,2,3,4.55
2022-04-19 18:09:28,0.333,0,1,0,4.41
2022-04-19 18:09:30,0.333,1,0,0,4.34
2022-04-19 18:09:32,0.333,1,0,0,3.97
2022-04-19 18:09:34,0.667,0,1,1,3.86
2022-04-19 18:09:36,0.667,0,1,1,3.66
2022-04-19 18:09:38,1.67,1,2,2,3.59
2022-04-19 18:09:40,1.33,0.995,2,1,3.55
2022-04-19 18:09:42,1,2,0,1,3.41
2022-04-19 18:09:44,1.67,1,3,1,3.41
2022-04-19 18:09:46,2,4,1,1,3.34
2022-04-19 18:09:48,2.33,4,1,2,3.59
2022-04-19 18:09:50,0.667,0,2,0,3.55
2022-04-19 18:09:52,1,1,0,2,3.38
2022-04-19 18:09:54,1,2,0,1,3.55
2022-04-19 18:09:56,1,1,2,0,3.55
2022-04-19 18:09:58,1.67,3,0,2,3.52
2022-04-19 18:10:00,2.33,2,5,0,3.83
2022-04-19 18:10:02,1.33,2,1,1,4
2022-04-19 18:10:04,2,4,0,2,4.14
2022-04-19 18:10:06,2.66,3,1.99,3,4.38
2022-04-19 18:10:08,0.667,1,0,1,4.38
2022-04-19 18:10:10,1.33,1,3,0,4.48
2022-04-19 18:10:12,2.00,1,3.01,2,4.59
2022-04-19 18:10:14,0.667,1,1,0,4.59
2022-04-19 18:10:16,1,0,1,2,4.31
2022-04-19 18:10:18,0.333,1,0,0,4
2022-04-19 18:10:20,1,1,1,1,4.03
2022-04-19 18:10:22,2.33,5,1,1,4.24
2022-04-19 18:10:24,1,2,1,0,4.14
2022-04-19 18:10:26,1.33,2,0,2,4.34
2022-04-19 18:10:28,1.34,1,2.01,1,4.28
2022-04-19 18:10:30,3.33,4,1,5,4.48
2022-04-19 18:10:32,2.33,2,3,2,4.72
2022-04-19 18:10:34,1.33,0,3,1,4.72
2022-04-19 18:10:36,1.33,1,3,0,4.41
2022-04-19 18:10:38,1.67,1,2,2,4.52
2022-04-19 18:10:40,0.670,1,1.01,0,4.62
2022-04-19 18:10:42,2.99,2,3,3.96,4.76
2022-04-19 18:10:44,0.667,1,0,1,4.90
2022-04-19 18:10:46,1.67,0,2,3,5.10
2022-04-19 18:10:48,2,1,3,2,5.21
2022-04-19 18:10:50,0.667,1,0,1,5.07
2022-04-19 18:10:52,2.67,2,4,2,5.21
2022-04-19 18:10:54,0.667,0,1,1,5.17
2022-04-19 18:10:56,1.33,0,4,0,5.17
2022-04-19 18:10:58,0.334,0,0,1.00,5.14
2022-04-19 18:11:00,1,1,1,1,4.86
2022-04-19 18:11:02,0,0,0,0,4.62
2022-04-19 18:11:04,1.33,3,1,0,4.76
2022-04-19 18:11:06,1.33,1,1,2,4.66
2022-04-19 18:11:08,1,1,0,2,4.48
2022-04-19 18:11:10,3.33,3,3,4,4.69
2022-04-19 18:11:12,2.33,5,0,2,4.52
2022-04-19 18:11:14,2.00,1,1.99,3,4.52
2022-04-19 18:11:16,2.00,0.996,1,4,4.65
2022-04-19 18:11:18,0.667,1,0,1,4.52
2022-04-19 18:11:20,0.667,1,1,0,4.34
2022-04-19 18:11:22,1.00,2,1.01,0,4.07
2022-04-19 18:11:24,0.667,1,1,0,4.24
2022-04-19 18:11:26,0.667,0,2,0,3.90
2022-04-19 18:11:28,1.67,1,1,3,3.97
2022-04-19 18:11:30,1,3,0,0,3.93
2022-04-19 18:11:32,2.33,1,4,2,4.10
2022-04-19 18:11:34,2,4,1,1,4.14
2022-04-19 18:11:36,1,2,1,0,4.14
2022-04-19 18:11:38,1.67,1,3,1,4.24
2022-04-19 18:11:40,1.67,2,2.01,1,4.24
2022-04-19 18:11:42,2.33,5,1,1,4.38
2022-04-19 18:11:44,0.333,1,0,0,4.10
2022-04-19 18:11:46,2.00,1,3.99,1,4.14
2022-04-19 18:11:48,1,1,0,2,4.21
2022-04-19 18:11:50,2,0,3,3,4.48
2022-04-19 18:11:52,1,1,2,0,4.28
2022-04-19 18:11:54,0.667,0,0,2,4.38
2022-04-19 18:11:56,1.33,1,3,0,4.38
2022-04-19 18:11:58,1.01,1,1.03,1,4.34
2022-04-19 18:12:00,1.00,0,1.00,2,4.52
2022-04-19 18:12:02,1.67,2,2,1,4.55
2022-04-19 18:12:04,0.333,1,0,0,4.14
2022-04-19 18:12:06,0.667,0,1,1,4.10
2022-04-19 18:12:08,0.667,2,0,0,3.86
2022-04-19 18:12:10,0.667,0,1,1,3.69
2022-04-19 18:12:12,0.667,0,2,0,3.52
2022-04-19 18:12:14,1.33,3,0,1,3.48
2022-04-19 18:12:16,1,0,2,1,3.38
2022-04-19 18:12:18,2.33,2,0,5,3.41
2022-04-19 18:12:20,0.667,2,0,0,3.21
2022-04-19 18:12:22,1,1,2,0,3.14
2022-04-19 18:12:24,0.667,0,1,1,3.21
2022-04-19 18:12:26,1.33,1,3,0,3.17
2022-04-19 18:12:28,1,0,1,2,3.00
2022-04-19 18:12:30,1.67,2,1,2,3.03
2022-04-19 18:12:32,2.33,3,3,1,3.21
2022-04-19 18:12:34,1,1,1,1,3.21
2022-04-19 18:12:36,1,2,1,0,3.21
2022-04-19 18:12:38,2.00,1,3.99,1,3.21
2022-04-19 18:12:40,0.333,1,0,0,3.24
2022-04-19 18:12:42,1.33,1,1,2,3.41
2022-04-19 18:12:44,2,2,1,3,3.52
2022-04-19 18:12:46,1,1,2,0,3.52
2022-04-19 18:12:48,0.667,1,1,0,3.31
2022-04-19 18:12:50,0.333,0,1,0,3.31
2022-04-19 18:12:52,2,3,1,2,3.59
2022-04-19 18:12:54,2,1,4,1,3.72
2022-04-19 18:12:56,0.661,0,0.984,1,3.69
2022-04-19 18:12:58,1.33,0.998,1,2,3.66
2022-04-19 18:13:00,1.67,1,1,3,3.66
2022-04-19 18:13:02,0.667,1,1,0,3.48
2022-04-19 18:13:04,0.667,1,0,1,3.38
2022-04-19 18:13:06,1.33,2,2,0,3.59
2022-04-19 18:13:08,0.667,1,1,0,3.52
2022-04-19 18:13:10,0.667,0,0,2,3.55
2022-04-19 18:13:12,1.00,1,1.01,1,3.52
2022-04-19 18:13:14,1.67,1,0,4,3.41
2022-04-19 18:13:16,2.67,3,2,3,3.83
2022-04-19 18:13:18,1.67,2,2,1,3.97
2022-04-19 18:13:20,2.67,5,1,2,4.14
2022-04-19 18:13:22,2,2,2,2,4.14
2022-04-19 18:13:24,1.33,1,2,1,4.07
2022-04-19 18:13:26,1,2,0,1,4.14
2022-04-19 18:13:28,2.33,3,3,1,4.21
2022-04-19 18:13:30,1,2,0,1,4.03
2022-04-19 18:13:32,1.67,2,1.01,2,4.17
2022-04-19 18:13:34,1,2,1,0,4.24
2022-04-19 18:13:36,1.99,1,2.98,2,4.28
2022-04-19 18:13:38,1.33,2,1,1,4.48
2022-04-19 18:13:40,2,1,1,4,4.59
2022-04-19 18:13:42,1.33,2,1,1,4.59
2022-04-19 18:13:44,0.333,1,0,0,4.34
2022-04-19 18:13:46,0.333,0,0,1,4.14
2022-04-19 18:13:48,1.33,1,2,1,4.07
2022-04-19 18:13:50,1,1,1,1,3.83
2022-04-19 18:13:52,1,1,2,0,3.69
2022-04-19 18:13:54,1.67,2,1,2,3.76
2022-04-19 18:13:56,1.67,2,1,2,3.90
2022-04-19 18:13:58,2.33,2,3,2,3.97
2022-04-19 18:14:00,2.33,3,2,2,4.24
2022-04-19 18:14:02,2,2,1,3,4.28
2022-04-19 18:14:04,1,1,2,0,4.24
2022-04-19 18:14:06,2.33,2,2,3,4.10
2022-04-19 18:14:08,0.333,1,0,0,4.07
2022-04-19 18:14:10,1,1,0,2,4.03
2022-04-19 18:14:12,1.33,3,0,1,3.93
2022-04-19 18:14:14,1.33,1,2,1,3.97
2022-04-19 18:14:16,1,2,1,0,3.93
2022-04-19 18:14:18,2,2,1,3,4.10
2022-04-19 18:14:20,1.67,1,1,3,4.31
2022-04-19 18:14:22,1.67,3,1,1,4.38
2022-04-19 18:14:24,1.67,2,2,1,4.45
2022-04-19 18:14:26,2.01,3.02,0,3,4.48
2022-04-19 18:14:28,0.667,1,0,1,4.21
2022-04-19 18:14:30,1,2,0,1,4.07
2022-04-19 18:14:32,1,2,1,0,3.86
2022-04-19 18:14:34,2.67,1,3,4,4.10
2022-04-19 18:14:36,2,2,1,3,3.97
2022-04-19 18:14:38,2.33,1,3,3,4.10
2022-04-19 18:14:40,3,5,1,3,4.52
2022-04-19 18:14:42,1,2,1,0,4.48
2022-04-19 18:14:44,1,2,1,0,4.62
2022-04-19 18:14:46,0.667,1,1,0,4.55
2022-04-19 18:14:48,0.667,0,1,1,4.24
2022-04-19 18:14:50,1.33,0,2,2,4.24
2022-04-19 18:14:52,0.333,1,0,0,4.10
2022-04-19 18:14:54,0.667,1,0,1,4.07
2022-04-19 18:14:56,1.67,1,0,4,4
2022-04-19 18:14:58,2,1,1,4,4.10
2022-04-19 18:15:00,0.667,1,0,1,4.17
2022-04-19 18:15:02,0.667,1,0,1,4.14
2022-04-19 18:15:04,1.67,2,2,1,4.10
2022-04-19 18:15:06,1,1,2,0,3.97
2022-04-19 18:15:08,1.33,1,3,0,3.66
2022-04-19 18:15:10,0.333,1,0,0,3.34
2022-04-19 18:15:12,2.33,1,3,3,3.38
2022-04-19 18:15:14,0,0,0,0,3.24
2022-04-19 18:15:16,2,1,2,3,3.38
2022-04-19 18:15:18,1.33,1,0,3,3.41
2022-04-19 18:15:20,2.33,1,3,3,3.41
2022-04-19 18:15:22,2.67,5,1,2,3.62
2022-04-19 18:15:24,0.667,0,0,2,3.69
2022-04-19 18:15:26,0.667,0,1,1,3.55
2022-04-19 18:15:28,1.33,0,2,2,3.52
2022-04-19 18:15:30,1.67,1,2,2,3.72
2022-04-19 18:15:32,1.33,0,1,3,3.83
2022-04-19 18:15:34,2.33,3,2,2,4
2022-04-19 18:15:36,2.33,2,2,3,4.17
2022-04-19 18:15:38,1.33,1,2,1,4.17
2022-04-19 18:15:40,1,1,1,1,4.24
2022-04-19 18:15:42,2.33,0,3,4,4.28
2022-04-19 18:15:44,1.67,1,2.01,2,4.62
2022-04-19 18:15:46,1.67,4,1,0,4.66
2022-04-19 18:15:48,1.33,2,1,1,4.69
2022-04-19 18:15:50,2.33,4,0,3,4.79
2022-04-19 18:15:52,1.33,0,2,2,4.55
2022-04-19 18:15:54,1.33,1,2,1,4.79
2022-04-19 18:15:56,1.33,0,2,2,4.79
2022-04-19 18:15:58,0.667,0,1,1,4.66
2022-04-19 18:16:00,2.33,3,2,2,4.72
2022-04-19 18:16:02,2,1,3,2,4.76
2022-04-19 18:16:04,1.67,2,2,0.997,4.62
2022-04-19 18:16:06,1.66,2,2.98,0,4.59
2022-04-19 18:16:08,0.667,0,1,1,4.55
2022-04-19 18:16:10,1.33,2,2,0,4.59
2022-04-19 18:16:12,2.67,4,2,2,4.52
2022-04-19 18:16:14,1,0,2,1,4.31
2022-04-19 18:16:16,0.667,0,1,1,4.10
2022-04-19 18:16:18,2.67,1,2,5,4.14
2022-04-19 18:16:20,1,1,2,0,4.24
2022-04-19 18:16:22,2,4,0,2,4.07
2022-04-19 18:16:24,0,0,0,0,3.97
2022-04-19 18:16:26,1.67,2,1,2,3.90
2022-04-19 18:16:28,1.66,0.991,3,1,4.00
2022-04-19 18:16:30,1,2,1,0,3.93
2022-04-19 18:16:32,0.667,1,0,1,3.76
2022-04-19 18:16:34,2,1,4,1,3.93
2022-04-19 18:16:36,1.67,3,0,2,4.14
2022-04-19 18:16:38,3,4,3,2,4.38
2022-04-19 18:16:40,1,2,0,1,4.34
2022-04-19 18:16:42,1.33,2,0,2,4.28
2022-04-19 18:16:44,1.33,1,1,2,4.52
2022-04-19 18:16:46,1.33,0,2,2,4.62
2022-04-19 18:16:48,1.34,0,3.03,1,4.41
2022-04-19 18:16:50,0.333,0,0,1,4.55
2022-04-19 18:16:52,2.33,3,2,2,4.66
2022-04-19 18:16:54,2,2,0,4,4.86
2022-04-19 18:16:56,1.33,2,2,0,4.90
2022-04-19 18:16:58,0.667,1,0,1,4.66
2022-04-19 18:17:00,1,1,1,1,4.83
2022-04-19 18:17:02,0.667,1,1,0,4.62
2022-04-19 18:17:04,1.33,1,1,2,4.24
2022-04-19 18:17:06,1,2,0,1,4.24
2022-04-19 18:17:08,2,0,3,3,4.07
2022-04-19 18:17:10,1.33,1,1,2,4.17
2022-04-19 18:17:12,1.67,5,0,0,4.17
2022-04-19 18:17:14,0.667,1,0,1,4.10
2022-04-19 18:17:16,2.33,2,3,2,4.14
2022-04-19 18:17:18,1,1,1,1,3.90
2022-04-19 18:17:20,1.33,2,1,1,4
2022-04-19 18:17:22,2.00,1,2.01,3,4
2022-04-19 18:17:24,1,1,1,1,3.90
2022-04-19 18:17:26,1.33,1,2,1,4.07
2022-04-19 18:17:28,1,2,0,1,4.14
2022-04-19 18:17:30,3.33,6,2,2,4.62
2022-04-19 18:17:32,0.333,1,0,0,4.66
2022-04-19 18:17:34,0.667,0,2,0,4.55
2022-04-19 18:17:36,2,3,0,3,4.83
2022-04-19 18:17:38,1,1,1,1,4.59
2022-04-19 18:17:40,0.333,0,0,1,4.41
2022-04-19 18:17:42,1.33,2,0,2,4.31
2022-04-19 18:17:44,1.67,2,1,2,4.34
2022-04-19 18:17:46,2,0,4,2,4.41
2022-04-19 18:17:48,0.667,0,1,1,4.21
2022-04-19 18:17:50,1,1,1,1,4.07
2022-04-19 18:17:52,0.333,1,0,0,3.76
2022-04-19 18:17:54,2,3,0,3,3.69
2022-04-19 18:17:56,0.333,0,0,1,3.55
2022-04-19 18:17:58,1.67,3,1,1,3.66
2022-04-19 18:18:00,1.33,1,0.993,2,3.34
2022-04-19 18:18:02,1.33,2,2,0,3.41
2022-04-19 18:18:04,1.01,1,1.02,1,3.34
2022-04-19 18:18:06,1,2,1,0,3.21
2022-04-19 18:18:08,0.333,0,1,0,3.07
2022-04-19 18:18:10,2.67,3,1.01,4,3.41
2022-04-19 18:18:12,0.667,0,2,0,3.45
2022-04-19 18:18:14,2.33,0,4,3,3.55
2022-04-19 18:18:16,3.32,4,3.97,2,3.69
2022-04-19 18:18:18,1.33,1,2,1,3.86
2022-04-19 18:18:20,1,1,0,2,3.83
2022-04-19 18:18:22,1.67,0,2,3,4.03
2022-04-19 18:18:24,0.667,0,0,2,4.00
2022-04-19 18:18:26,1,1,2,0,3.90
2022-04-19 18:18:28,2.67,5,1,2,4.21
2022-04-19 18:18:30,1.33,2,2,0,4.24
2022-04-19 18:18:32,1,2,0,1,4.07
2022-04-19 18:18:34,2.33,1,3,3,4.17
2022-04-19 18:18:36,2.34,0,4,3.03,4.38
2022-04-19 18:18:38,1.67,2,3,0,4.48
2022-04-19 18:18:40,0.333,0,0,1,4.21
2022-04-19 18:18:42,0.668,1,1.00,0,4.21
2022-04-19 18:18:44,2.34,1,4.03,2,4.41
2022-04-19 18:18:46,1,2,1,0,4.21
2022-04-19 18:18:48,1.00,0,1.01,2,4.31
2022-04-19 18:18:50,0.995,0,1.99,1,4.38
2022-04-19 18:18:52,0.667,0,1,1,4
2022-04-19 18:18:54,0,0,0,0,3.93
2022-04-19 18:18:56,2.33,4,1,2,3.93
2022-04-19 18:18:58,2.33,3,2,2,3.86
2022-04-19 18:19:00,0.333,0,1,0,3.97
2022-04-19 18:19:02,1,0,1,2,4.14
2022-04-19 18:19:04,1.66,1,2.99,1,4.07
2022-04-19 18:19:06,1.67,1,2,2,3.93
2022-04-19 18:19:08,2,1,3,2,3.86
2022-04-19 18:19:10,1.67,3,0,2,3.90
2022-04-19 18:19:12,2,0,3,3,3.86
2022-04-19 18:19:14,1.67,1,3,1,3.76
2022-04-19 18:19:16,1.67,1,1,3,3.72
2022-04-19 18:19:18,0.667,1,1,0,3.72
2022-04-19 18:19:20,0.999,2,0,0.996,3.90
2022-04-19 18:19:22,2,2,3,1,3.97
2022-04-19 18:19:24,2,0,3,3,4.21
2022-04-19 18:19:26,0,0,0,0,3.90
2022-04-19 18:19:28,0,0,0,0,3.45
2022-04-19 18:19:30,0,0,0,0,3.24

