"Time","Average Request Rate","edge-server-cv-78d887c496-cqvkm Requests/2s","edge-server-cv-78d887c496-s6h4q Requests/2s","edge-server-cv-78d887c496-wf72b Requests/2s","avg_requests/30"
2022-04-19 17:31:38,2.00,1.00,3,2,6.86
2022-04-19 17:31:40,1.33,2.00,2,0,6.79
2022-04-19 17:31:42,1.33,0,3,1,6.41
2022-04-19 17:31:44,2,1.000,3,2,6.24
2022-04-19 17:31:46,1.33,0,0.997,3,6.24
2022-04-19 17:31:48,2,2.00,2,2,6.24
2022-04-19 17:31:50,3,3.00,3,3,6.45
2022-04-19 17:31:52,1.67,1.000,1,3,6.31
2022-04-19 17:31:54,0.667,2.00,0,0,6.14
2022-04-19 17:31:56,2.33,4.00,3,0,5.76
2022-04-19 17:31:58,2,0,2,4,5.66
2022-04-19 17:32:00,2.67,1.000,4,3,5.79
2022-04-19 17:32:02,1.67,3.00,1.01,1,5.83
2022-04-19 17:32:04,3.67,2.00,6,3,5.79
2022-04-19 17:32:06,2.67,1.000,5,2,5.90
2022-04-19 17:32:08,1.67,2.00,1,2,5.79
2022-04-19 17:32:10,2,2.00,2,2,6.00
2022-04-19 17:32:12,2.33,1.000,3,3,6.34
2022-04-19 17:32:14,2.67,2.00,2,4,6.31
2022-04-19 17:32:16,2.33,0,2,5,6.55
2022-04-19 17:32:18,3.00,3.00,4,1.99,6.59
2022-04-19 17:32:20,1.67,0,2,3,6.55
2022-04-19 17:32:22,0.667,1.000,1,0,6.52
2022-04-19 17:32:24,1.67,2.00,2,1,6.55
2022-04-19 17:32:26,1.67,3.00,1,1,6.69
2022-04-19 17:32:28,3.67,2.00,5,4,6.86
2022-04-19 17:32:30,2.00,3.00,1,2,6.90
2022-04-19 17:32:32,3.33,3.00,2,5,7.24
2022-04-19 17:32:34,2.33,4.00,2,1,7.07
2022-04-19 17:32:36,2.67,2.00,3,3,7.03
2022-04-19 17:32:38,2.33,1.000,3,3,7.10
2022-04-19 17:32:40,3.00,2.99,3,3,7.07
2022-04-19 17:32:42,2.67,6.00,0,2,7.17
2022-04-19 17:32:44,2.67,2.00,2,4,7.10
2022-04-19 17:32:46,3,1.000,3,5,7.28
2022-04-19 17:32:48,1.67,1.000,3,1,6.90
2022-04-19 17:32:50,3,2.00,3,4,6.90
2022-04-19 17:32:52,2.33,2.00,3,2,7.38
2022-04-19 17:32:54,1.000,2.00,0,1,7.17
2022-04-19 17:32:56,3,4.00,2,3,7.31
2022-04-19 17:32:58,2.34,3.01,2,2,6.79
2022-04-19 17:33:00,3.33,4.00,2,4,6.97
2022-04-19 17:33:02,2.33,2.00,2,3,6.72
2022-04-19 17:33:04,2.67,2.00,4,2,6.69
2022-04-19 17:33:06,3.33,4.00,4,2,6.86
2022-04-19 17:33:08,1.33,0,1,3,6.97
2022-04-19 17:33:10,2.33,0,1,6,6.86
2022-04-19 17:33:12,2.00,3.00,1,2,6.76
2022-04-19 17:33:14,2,3.00,2,1,6.52
2022-04-19 17:33:16,1.66,2.98,0,2,6.52
2022-04-19 17:33:18,1.67,2.00,1,2,6.69
2022-04-19 17:33:20,2.00,3.00,1,2,6.41
2022-04-19 17:33:22,1.68,2.00,2,1.04,6.38
2022-04-19 17:33:24,1.67,2.00,1,2,6.31
2022-04-19 17:33:26,2,2.00,4,0,6.38
2022-04-19 17:33:28,4,5.00,5,2,6.55
2022-04-19 17:33:30,1.000,2.00,0,1,6.45
2022-04-19 17:33:32,3.00,5.00,3,1,6.69
2022-04-19 17:33:34,2.67,2.00,1.99,4.01,6.69
2022-04-19 17:33:36,3.33,3.00,4,3,6.52
2022-04-19 17:33:38,2.33,3.00,3,0.993,6.76
2022-04-19 17:33:40,3.33,2.00,3,5,6.76
2022-04-19 17:33:42,2.33,4.00,1,2,6.76
2022-04-19 17:33:44,2.33,2.00,3,2,7
2022-04-19 17:33:46,1.67,1.000,0,4,7.03
2022-04-19 17:33:48,2,1.000,2,3,7.07
2022-04-19 17:33:50,2,2.00,1,3,7.04
2022-04-19 17:33:52,1.67,0,3,2,7.21
2022-04-19 17:33:54,2.66,0.990,3,4,7.34
2022-04-19 17:33:56,2.66,3.00,2.99,2,7.41
2022-04-19 17:33:58,1.33,2.00,2,0,7.03
2022-04-19 17:34:00,2.67,4.00,2,2,7.14
2022-04-19 17:34:02,1.67,1.000,2,2,6.86
2022-04-19 17:34:04,2.33,3.00,3,1,6.72
2022-04-19 17:34:06,1.33,1.000,1,2,6.31
2022-04-19 17:34:08,3.67,4.00,6,1,6.52
2022-04-19 17:34:10,1.67,3.00,2,0,6.48
2022-04-19 17:34:12,1.33,3.00,1,0,6.28
2022-04-19 17:34:14,1,2.00,1,0,6.10
2022-04-19 17:34:16,2.67,1.000,4,3,6.07
2022-04-19 17:34:18,4,7.00,3,2,6.24
2022-04-19 17:34:20,0.999,1.000,1,0.997,6.21
2022-04-19 17:34:22,2.33,2.00,4,1,6.21
2022-04-19 17:34:24,2.32,2.96,2,2,6.03
2022-04-19 17:34:26,3.00,5.00,1,3,6.03
2022-04-19 17:34:28,4.33,5.00,5,3,6.41
2022-04-19 17:34:30,1.33,1.000,2,1,6.41
2022-04-19 17:34:32,1,0,1,2,6.66
2022-04-19 17:34:34,1.67,1.000,1,3,6.55
2022-04-19 17:34:36,4,2.00,5,5,7
2022-04-19 17:34:38,2,1.000,2,3,6.83
2022-04-19 17:34:40,3,0,4,5,6.97
2022-04-19 17:34:42,3.00,5.00,1,3,7.10
2022-04-19 17:34:44,2.33,2.00,3,2,7.45
2022-04-19 17:34:46,2.67,3.00,3,2,7.48
2022-04-19 17:34:48,3.33,3.00,2,5,7.34
2022-04-19 17:34:50,2.67,2.00,1,5,7.52
2022-04-19 17:34:52,1.00,1.000,1.00,1,7.45
2022-04-19 17:34:54,0.667,1.000,1,0,7.45
2022-04-19 17:34:56,0.999,0.997,2,0,7.31
2022-04-19 17:34:58,1.67,2.00,1,2.01,7.10
2022-04-19 17:35:00,2,3.00,2,1,7
2022-04-19 17:35:02,1.33,2.00,1,1,7.10
2022-04-19 17:35:04,1.33,1.000,2,1,6.83
2022-04-19 17:35:06,2.67,1.000,1,6,6.69
2022-04-19 17:35:08,1.000,2.00,0,1,6.55
2022-04-19 17:35:10,2.67,4.00,3,1,6.52
2022-04-19 17:35:12,3,3.00,3,3,6.62
2022-04-19 17:35:14,3,3.00,4,2,6.69
2022-04-19 17:35:16,2.67,4.00,2,2,6.69
2022-04-19 17:35:18,2.33,0,4,2.98,6.62
2022-04-19 17:35:20,1,1.000,1,1,6.55
2022-04-19 17:35:22,2,2.00,3,1,6.45
2022-04-19 17:35:24,3.33,1.000,4,5,6.52
2022-04-19 17:35:26,2,2.00,1,3,6.41
2022-04-19 17:35:28,1.67,2.00,1,2,6.31
2022-04-19 17:35:30,3,2.00,6,1,6.41
2022-04-19 17:35:32,1.33,1.000,0,3,6.52
2022-04-19 17:35:34,2.67,3.00,3,2,6.69
2022-04-19 17:35:36,2.33,1.000,4,2,6.62
2022-04-19 17:35:38,2.00,3.00,1,2,6.72
2022-04-19 17:35:40,0.667,1.000,0,1,6.55
2022-04-19 17:35:42,1.99,0,3,2.98,6.52
2022-04-19 17:35:44,2,2.00,4,0,6.38
2022-04-19 17:35:46,3.00,6.00,1,2,6.38
2022-04-19 17:35:48,2.33,2.00,1,4,6.21
2022-04-19 17:35:50,2.33,2.00,3,2,6.41
2022-04-19 17:35:52,3.33,3.00,3,4,6.62
2022-04-19 17:35:54,3.33,3.00,3,4,6.62
2022-04-19 17:35:56,4,3.00,6,3,6.83
2022-04-19 17:35:58,2.33,2.00,1,4,6.93
2022-04-19 17:36:00,2.33,3.00,2,2,6.79
2022-04-19 17:36:02,1.33,1.000,2,1,6.90
2022-04-19 17:36:04,1.67,3.00,2,0,6.76
2022-04-19 17:36:06,3.00,3.00,3,3.01,6.79
2022-04-19 17:36:08,0.667,2.00,0,0,6.45
2022-04-19 17:36:10,2,2.00,3,1,6.79
2022-04-19 17:36:12,1.33,1.000,1,2,6.66
2022-04-19 17:36:14,1,0,1,2,6.69
2022-04-19 17:36:16,2,4.00,1,1,6.69
2022-04-19 17:36:18,1.33,1.000,2,1,6.55
2022-04-19 17:36:20,2.33,3.00,0,4,6.45
2022-04-19 17:36:22,2.67,4.00,1,3,6.48
2022-04-19 17:36:24,3,4.00,4,1,6.41
2022-04-19 17:36:26,2,2.00,1,3,6.10
2022-04-19 17:36:28,3.33,3.00,4,3,6.31
2022-04-19 17:36:30,2.67,0,4,4,6.14
2022-04-19 17:36:32,2.67,3.00,4,1.00,6.38
2022-04-19 17:36:34,2.33,3.00,2,2,6.48
2022-04-19 17:36:36,2.33,2.00,3,2,6.34
2022-04-19 17:36:38,2.33,2.00,3,2.00,6.24
2022-04-19 17:36:40,3.33,3.00,3,4,6.55
2022-04-19 17:36:42,2.67,3.00,2,3,6.62
2022-04-19 17:36:44,1.33,2.00,1,1,6.59
2022-04-19 17:36:46,2.33,1.000,1,5,6.66
2022-04-19 17:36:48,2.33,2.00,2,3,6.93
2022-04-19 17:36:50,2,0,3,3,6.79
2022-04-19 17:36:52,1,1.000,0,2,6.69
2022-04-19 17:36:54,1.67,2.00,1,2,6.55
2022-04-19 17:36:56,2.67,2.00,4,2,6.66
2022-04-19 17:36:58,3.33,6.00,3,1,6.66
2022-04-19 17:37:00,1.67,2.00,3,0,6.48
2022-04-19 17:37:02,3,1.000,2,6,6.48
2022-04-19 17:37:04,2.33,2.00,4,1,6.48
2022-04-19 17:37:06,2.33,4.00,2,1,6.55
2022-04-19 17:37:08,1.33,3.00,1,0,6.45
2022-04-19 17:37:10,3.33,3.00,6,1,6.41
2022-04-19 17:37:12,2,0,2,4,6.41
2022-04-19 17:37:14,3.33,4.00,4,2,6.66
2022-04-19 17:37:16,1.33,1.000,2,1,6.41
2022-04-19 17:37:18,4.33,4.00,6,3,6.66
2022-04-19 17:37:20,1.67,2.00,1,2,6.72
2022-04-19 17:37:22,1.67,2.00,0,3,6.93
2022-04-19 17:37:24,1.67,0,2,3,6.97
2022-04-19 17:37:26,1.67,3.00,2,0,6.86
2022-04-19 17:37:28,3.33,7.00,0,3,6.79
2022-04-19 17:37:30,2.67,4.00,3,1,6.72
2022-04-19 17:37:32,1.67,2.00,0,3,6.76
2022-04-19 17:37:34,2,2.00,3,1,6.86
2022-04-19 17:37:36,3.00,5.00,2,2,6.83
2022-04-19 17:37:38,1.67,0,2,3,6.69
2022-04-19 17:37:40,1.67,1.000,4,0,6.69
2022-04-19 17:37:42,1,1.000,2,0,6.62
2022-04-19 17:37:44,3.67,2.00,5,4,6.72
2022-04-19 17:37:46,2.33,0,4,3,6.83
2022-04-19 17:37:48,1,1.000,0,2,6.45
2022-04-19 17:37:50,1.67,3.00,0,2,6.38
2022-04-19 17:37:52,2,2.00,1,3,6.55
2022-04-19 17:37:54,1.33,2.00,1,1,6.41
2022-04-19 17:37:56,2.33,1.000,2,4,6.59
2022-04-19 17:37:58,2.33,2.00,1,4,6.79
2022-04-19 17:38:00,2.00,4.00,0,2,6.55
2022-04-19 17:38:02,2,1.000,2,3,6.34
2022-04-19 17:38:04,3.33,3.00,4,3,6.41
2022-04-19 17:38:06,1.33,2.00,2,0,6.41
2022-04-19 17:38:08,1.33,0,3,1,6.24
2022-04-19 17:38:10,1.34,1.000,2.01,1,6.21
2022-04-19 17:38:12,1.000,3.00,0,0,6.14
2022-04-19 17:38:14,1.33,1.000,2,1.00,5.76
2022-04-19 17:38:16,3.33,3.00,1,6,5.79
2022-04-19 17:38:18,2.67,4.00,1,3,5.83
2022-04-19 17:38:20,3.33,6.00,2,2,5.76
2022-04-19 17:38:22,3,1.000,4,4,5.93
2022-04-19 17:38:24,3.00,5.00,2,2,6.03
2022-04-19 17:38:26,3,2.00,5,2,6.10
2022-04-19 17:38:28,1.33,1.000,2,1,6.07
2022-04-19 17:38:30,3.01,4.00,2,3.02,6.28
2022-04-19 17:38:32,3.33,6.00,1,3,6.55
2022-04-19 17:38:34,2.33,3.00,1,3,6.62
2022-04-19 17:38:36,2,1.000,3,2,6.79
2022-04-19 17:38:38,2,2.00,2,2,6.79
2022-04-19 17:38:40,1,1.000,2,0,6.86
2022-04-19 17:38:42,2.33,2.00,2,3,7.28
2022-04-19 17:38:44,2.33,0,3,4,7.24
2022-04-19 17:38:46,3,6.00,3,0,7.38
2022-04-19 17:38:48,3,1.000,4,4,7.55
2022-04-19 17:38:50,3.33,3.00,1,6,7.76
2022-04-19 17:38:52,2.33,4.00,2,1,7.86
2022-04-19 17:38:54,0,0,0,0,7.59
2022-04-19 17:38:56,2.33,2.00,5,0,7.62
2022-04-19 17:38:58,1.67,1.000,2,2,7.55
2022-04-19 17:39:00,1.33,2.00,1,1,7.28
2022-04-19 17:39:02,1.67,1.00,3,1,7.07
2022-04-19 17:39:04,2.33,3.00,2,2,6.90
2022-04-19 17:39:06,2.34,2.01,5,0,6.86
2022-04-19 17:39:08,3,4.00,3,2,6.90
2022-04-19 17:39:10,1.66,0.994,2,2,6.69
2022-04-19 17:39:12,1.66,3.00,0,1.99,6.83
2022-04-19 17:39:14,2,2.00,0,4,6.79
2022-04-19 17:39:16,2.67,3.00,2,3,6.55
2022-04-19 17:39:18,1.33,1.000,2,1,6.07
2022-04-19 17:39:20,1.67,1.000,2,2,5.83
2022-04-19 17:39:22,3.67,1.000,4,6,5.76
2022-04-19 17:39:24,2.00,5.00,0,1,5.90
2022-04-19 17:39:26,2.66,3.00,1,3.97,6.21
2022-04-19 17:39:28,3.33,4.00,2,4,6.48
2022-04-19 17:39:30,1,1.000,0,2,6.41
2022-04-19 17:39:32,1.67,1.000,1,3,6.55
2022-04-19 17:39:34,2.33,4.00,0.996,2,6.66
2022-04-19 17:39:36,1.33,0,4,0,6.72
2022-04-19 17:39:38,2.66,2.99,4,1,6.76
2022-04-19 17:39:40,2,1.000,3,2,6.83
2022-04-19 17:39:42,1.67,3.00,1,0.997,6.83
2022-04-19 17:39:44,3,0,7,2,7.03
2022-04-19 17:39:46,3,4.00,2,3,7.21
2022-04-19 17:39:48,1.67,2.00,1,2,7.28
2022-04-19 17:39:50,2.33,4.00,2,1,7.41
2022-04-19 17:39:52,3.33,2.00,5,3,7.31
2022-04-19 17:39:54,1.67,1.01,2,2,7.10
2022-04-19 17:39:56,2,0,5,1,6.86
2022-04-19 17:39:58,2.67,4.00,1,3,6.72
2022-04-19 17:40:00,3,2.00,4,3,6.83
2022-04-19 17:40:02,1.67,2.00,3,0,7
2022-04-19 17:40:04,2,3.00,2,1,6.83
2022-04-19 17:40:06,1.67,1.000,3,1,7.03
2022-04-19 17:40:08,4.67,7.00,5,2,7.31
2022-04-19 17:40:10,2.67,3.00,3,2,7.24
2022-04-19 17:40:12,4,4.00,4,4,7.52
2022-04-19 17:40:14,3,0,6,3,7.55
2022-04-19 17:40:16,0.667,0,1,1,7.14
2022-04-19 17:40:18,2.00,2.00,2,2,7.17
2022-04-19 17:40:20,1,1.000,0,2,7.07
2022-04-19 17:40:22,3.00,3.00,1.99,4,7.21
2022-04-19 17:40:24,3.33,2.00,2,6,7.41
2022-04-19 17:40:26,2.67,3.00,2,3,7.52
2022-04-19 17:40:28,2.68,7.03,0,1,7.59
2022-04-19 17:40:30,2.33,0,4,3,7.34
2022-04-19 17:40:32,3.33,5.00,4,1,7.59
2022-04-19 17:40:34,1.33,1.000,2,1,7.41
2022-04-19 17:40:36,2.67,3.00,4,1,7.52
2022-04-19 17:40:38,2.66,3.00,2.98,2,7.48
2022-04-19 17:40:40,1.67,1.000,4,0,7.34
2022-04-19 17:40:42,3.33,4.00,3,3,7.28
2022-04-19 17:40:44,3.00,5.00,2,2,7.31
2022-04-19 17:40:46,2.00,1.000,2,2.99,7.45
2022-04-19 17:40:48,1.67,2.00,2,1,7.52
2022-04-19 17:40:50,3.34,2.02,6,2,7.55
2022-04-19 17:40:52,2,3.00,2,1,7.66
2022-04-19 17:40:54,1.33,1.000,1,2,7.38
2022-04-19 17:40:56,1.67,2.00,1,2,7.10
2022-04-19 17:40:58,0.664,1.00,0.989,0,6.83
2022-04-19 17:41:00,1.33,1.000,0,3,6.66
2022-04-19 17:41:02,3.33,5.00,4,1,6.72
2022-04-19 17:41:04,0.333,0,0,1,6.55
2022-04-19 17:41:06,3.67,5.00,3,3,6.45
2022-04-19 17:41:08,3,3.00,2,4,6.52
2022-04-19 17:41:10,4,5.00,4,3,6.86
2022-04-19 17:41:12,2,2.00,3,1,6.79
2022-04-19 17:41:14,3,0,5,4,6.66
2022-04-19 17:41:16,4,4.00,4,4,6.83
2022-04-19 17:41:18,2.00,4.00,0,2,6.90
2022-04-19 17:41:20,1.67,3.00,1,0.996,6.59
2022-04-19 17:41:22,2.67,2.00,3,3,6.76
2022-04-19 17:41:24,2.67,2.00,2,4,6.90
2022-04-19 17:41:26,1.67,1.000,4,0,7.07
2022-04-19 17:41:28,0.667,1.000,1,0,7.10
2022-04-19 17:41:30,2.67,1.000,3,4,7.28
2022-04-19 17:41:32,1.67,2.00,2,1,6.90
2022-04-19 17:41:34,3.33,4.00,4,2,7.17
2022-04-19 17:41:36,3.33,4.00,3,3,7.14
2022-04-19 17:41:38,2.67,2.00,4,2,6.93
2022-04-19 17:41:40,2.67,4.00,3,1,6.93
2022-04-19 17:41:42,2,2.00,3,1,7.07
2022-04-19 17:41:44,3,4.00,4,1,7.03
2022-04-19 17:41:46,3.99,5.98,0,6,7.07
2022-04-19 17:41:48,1.33,1.000,3,0,6.97
2022-04-19 17:41:50,3,1.000,5,3,7.24
2022-04-19 17:41:52,3,0,5,4,7.45
2022-04-19 17:41:54,0.333,0,1,0,7.00
2022-04-19 17:41:56,1.33,2.00,1,1,7.03
2022-04-19 17:41:58,1.67,2.00,1,2,7.03
2022-04-19 17:42:00,1.000,2.00,0,1,7.03
2022-04-19 17:42:02,2.67,1.000,4,3,7.34
2022-04-19 17:42:04,2.00,1.000,1,4.01,7
2022-04-19 17:42:06,1.33,2.00,1,1,7.03
2022-04-19 17:42:08,1.33,2.00,0,2,6.90
2022-04-19 17:42:10,1.33,0,2,2,6.79
2022-04-19 17:42:12,2.33,1.000,2,4,6.86
2022-04-19 17:42:14,1.33,0,2,2,6.59
2022-04-19 17:42:16,2.33,3.00,2,2,6.41
2022-04-19 17:42:18,2.33,3.00,2,2,6.45
2022-04-19 17:42:20,2,2.00,0,4,6.38
2022-04-19 17:42:22,2,2.00,3,1,6.34
2022-04-19 17:42:24,2.67,2.00,3,3,6.45
2022-04-19 17:42:26,2.67,3.00,2,3,6.38
2022-04-19 17:42:28,2.00,1.00,3,2,6.41
2022-04-19 17:42:30,2.33,1.000,4,2,6.55
2022-04-19 17:42:32,2.33,1.000,3,3,6.66
2022-04-19 17:42:34,2.34,3.01,3,1,6.62
2022-04-19 17:42:36,2.33,2.00,3,2,6.48
2022-04-19 17:42:38,2.00,5.00,0,1,6.41
2022-04-19 17:42:40,2.33,2.00,3,2,6.76
2022-04-19 17:42:42,2,3.00,3,0,6.86
2022-04-19 17:42:44,2,2.00,3,1,6.97
2022-04-19 17:42:46,3,2.00,3,4,6.79
2022-04-19 17:42:48,2.33,2.00,3,2,6.72
2022-04-19 17:42:50,4.33,4.00,3,6,6.79
2022-04-19 17:42:52,3,2.00,5,2,7
2022-04-19 17:42:54,3.67,2.00,5,4,7.24
2022-04-19 17:42:56,2.98,5.95,0,3,7.14
2022-04-19 17:42:58,0.667,1.000,0,1,7.03
2022-04-19 17:43:00,1,1.000,0,2,6.83
2022-04-19 17:43:02,0.667,1.000,0,1,6.55
2022-04-19 17:43:04,0.667,0,1,1,6.59
2022-04-19 17:43:06,1.33,3.00,1,0,6.62
2022-04-19 17:43:08,2.67,5.00,1,2.00,6.38
2022-04-19 17:43:10,1.67,3.00,1,1,6.24
2022-04-19 17:43:12,1.33,0,3,1,6.07
2022-04-19 17:43:14,3.33,2.00,3,5,6.34
2022-04-19 17:43:16,1.33,1.000,1,2,6.03
2022-04-19 17:43:18,2.33,4.00,1,2,6.24
2022-04-19 17:43:20,2.33,2.00,3,2,5.93
2022-04-19 17:43:22,0.996,0,2.99,0,5.79
2022-04-19 17:43:24,1.67,1.000,1,3,5.76
2022-04-19 17:43:26,1.67,3.00,1,1,5.66
2022-04-19 17:43:28,3.67,2.00,5,4,6.07
2022-04-19 17:43:30,0.667,1.000,0,1,5.93
2022-04-19 17:43:32,1.33,2.00,2,0,5.83
2022-04-19 17:43:34,1.33,1.000,1,2,5.86
2022-04-19 17:43:36,3.67,1.000,3,7,6.14
2022-04-19 17:43:38,3.33,4.00,2,4,6.10
2022-04-19 17:43:40,3.67,4.00,5,2,6.31
2022-04-19 17:43:42,1,1.000,2,0,6.31
2022-04-19 17:43:44,2.33,1.000,5,1,6.38
2022-04-19 17:43:46,2.67,4.00,0,4,6.34
2022-04-19 17:43:48,2.33,1.000,1,5,6.38
2022-04-19 17:43:50,1.33,2.00,2,0,6.21
2022-04-19 17:43:52,3.66,5.98,4,1,6.31
2022-04-19 17:43:54,1.67,3.00,2,0,6.21
2022-04-19 17:43:56,3,4.00,1,4,6.28
2022-04-19 17:43:58,2.33,3.00,2,2,6.34
2022-04-19 17:44:00,2,1.000,3,2,6.55
2022-04-19 17:44:02,1.67,3.00,2,0,6.59
2022-04-19 17:44:04,4,3.00,4,5,7.00
2022-04-19 17:44:06,1.67,1.000,2,2,6.93
2022-04-19 17:44:08,2.67,1.000,3,4,6.93
2022-04-19 17:44:10,3,1.000,4,4,6.76
2022-04-19 17:44:12,1.33,2.00,0,1.99,6.69
2022-04-19 17:44:14,2.33,2.00,2,3,6.93
2022-04-19 17:44:16,1,0,1,2,6.79
2022-04-19 17:44:18,1,1.000,1,1,6.76
2022-04-19 17:44:20,3,1.000,5,3,6.93
2022-04-19 17:44:22,3,2.00,4,3,6.76
2022-04-19 17:44:24,2.01,4.00,1.02,1,7
2022-04-19 17:44:26,2.67,3.00,2,3,7
2022-04-19 17:44:28,2,1.000,2,3,6.97
2022-04-19 17:44:30,0,0,0,0,6.83

