"Time","Average Request Rate","edge-server-cv-78d887c496-c9b5z Requests/2s","edge-server-cv-78d887c496-pgbtd Requests/2s","avg_requests/30"
2022-04-19 14:44:07,4,4,,7.89
2022-04-19 14:44:08,2,2,,8.28
2022-04-19 14:44:09,5.01,4,6.02,8.10
2022-04-19 14:44:10,3,3,,7.78
2022-04-19 14:44:11,2,2,,7.90
2022-04-19 14:44:12,1.50,0,3.01,7.72
2022-04-19 14:44:13,3,3,,7.41
2022-04-19 14:44:14,4.99,4.99,,7.79
2022-04-19 14:44:15,5.01,6.01,4.01,7.79
2022-04-19 14:44:16,4.50,4,5,7.72
2022-04-19 14:44:17,4.50,5,4,7.83
2022-04-19 14:44:18,4,4,4,7.76
2022-04-19 14:44:19,3.50,3,4,7.90
2022-04-19 14:44:20,3.50,3,4,7.93
2022-04-19 14:44:21,5.50,4,7,8.03
2022-04-19 14:44:22,3.50,6,1,8
2022-04-19 14:44:23,4.50,4,5,7.90
2022-04-19 14:44:24,5,3,7,7.83
2022-04-19 14:44:25,2.99,1,4.98,7.83
2022-04-19 14:44:26,4.52,3,6.03,7.86
2022-04-19 14:44:27,3,4,2,7.93
2022-04-19 14:44:28,3.50,3,4,8.03
2022-04-19 14:44:29,4.50,4,5,8.14
2022-04-19 14:44:30,5.50,8,3,8.24
2022-04-19 14:44:31,2.49,1.98,3,8.21
2022-04-19 14:44:32,4.53,5.06,4,8.14
2022-04-19 14:44:33,5.50,4,7,8.21
2022-04-19 14:44:34,2.50,3,2,7.97
2022-04-19 14:44:35,2.50,4,1,7.72
2022-04-19 14:44:36,1.50,1,2,7.77
2022-04-19 14:44:37,3.50,2,5,7.79
2022-04-19 14:44:38,2.50,3,2,7.62
2022-04-19 14:44:39,2.00,2,1.99,7.47
2022-04-19 14:44:40,4.01,3,5.03,7.62
2022-04-19 14:44:41,4.50,5,4,7.83
2022-04-19 14:44:42,2,0,4,7.47
2022-04-19 14:44:43,2.50,4,1,7.41
2022-04-19 14:44:44,4.00,6,1.99,7.34
2022-04-19 14:44:45,3.00,3,3.01,7.24
2022-04-19 14:44:46,3.00,4,1.99,7.14
2022-04-19 14:44:47,7.01,9,5.03,7.34
2022-04-19 14:44:48,2.50,2,3,7.28
2022-04-19 14:44:49,4.50,2,7,7.34
2022-04-19 14:44:50,5.48,6,4.96,7.34
2022-04-19 14:44:51,4.02,3,5.04,7.38
2022-04-19 14:44:52,3.50,3,4,7.31
2022-04-19 14:44:53,5,8,2,7.31
2022-04-19 14:44:54,3,4,2,7.31
2022-04-19 14:44:55,2,2,2,7.14
2022-04-19 14:44:56,2.50,4,1,7.10
2022-04-19 14:44:57,5.50,7,4,7.24
2022-04-19 14:44:58,4,5,3,7.21
2022-04-19 14:44:59,5,5,5,7.17
2022-04-19 14:45:00,3,1,5,7.21
2022-04-19 14:45:01,4,,4,7.05
2022-04-19 14:45:02,3,,3,6.78
2022-04-19 14:45:03,3,,3,7.14
2022-04-19 14:45:04,3.01,4.01,2,7.17
2022-04-19 14:45:05,5.50,6,5,7.45
2022-04-19 14:45:06,5,8,2,7.55
2022-04-19 14:45:07,3.50,4,3,7.62
2022-04-19 14:45:08,6.50,6,7,7.93
2022-04-19 14:45:09,5,5,,7.79
2022-04-19 14:45:10,6,6,,7.93
2022-04-19 14:45:11,5.51,2,9.03,8.17
2022-04-19 14:45:12,5.51,8,3.02,8.38
2022-04-19 14:45:13,3.50,5,2,8.35
2022-04-19 14:45:14,2,4,0,8.27
2022-04-19 14:45:15,4.02,4,4.03,8.35
2022-04-19 14:45:16,3.50,1,6,8.10
2022-04-19 14:45:17,5,7,3,8.28
2022-04-19 14:45:18,5,4,6,8.31
2022-04-19 14:45:19,3,2,4,8.14
2022-04-19 14:45:20,3.50,4,3,8.10
2022-04-19 14:45:21,5,3,7,8.21
2022-04-19 14:45:22,2.50,2,3,8.03
2022-04-19 14:45:23,1.50,2,0.991,7.93
2022-04-19 14:45:24,4.02,4,4.04,8.07
2022-04-19 14:45:25,4,3,5,8.17
2022-04-19 14:45:26,2.50,3,2,7.97
2022-04-19 14:45:27,6,7,5,8.10
2022-04-19 14:45:28,5,6,4,8.10
2022-04-19 14:45:29,2.50,3,2,8.07
2022-04-19 14:45:30,2.50,3,2,7.65
2022-04-19 14:45:31,6.50,8,5,7.99
2022-04-19 14:45:32,6,5,7,8.31
2022-04-19 14:45:33,3.50,3,4,8.34
2022-04-19 14:45:34,3.50,4,3,8.21
2022-04-19 14:45:35,4,4,4,8.14
2022-04-19 14:45:36,2.50,3,2,8.07
2022-04-19 14:45:37,5.50,5,6,8
2022-04-19 14:45:38,5,4,6,8.02
2022-04-19 14:45:39,4,,4,7.92
2022-04-19 14:45:40,5,,5,7.71
2022-04-19 14:45:41,2,,2,7.83
2022-04-19 14:45:42,2.00,3.01,1,7.72
2022-04-19 14:45:43,5,6,4,7.93
2022-04-19 14:45:44,4.50,4,5,7.97
2022-04-19 14:45:45,3,2,4,7.93
2022-04-19 14:45:46,4.50,2,7,7.90
2022-04-19 14:45:47,2.50,2,3,7.72
2022-04-19 14:45:48,3.50,4,3,7.76
2022-04-19 14:45:49,1.50,2,1,7.62
2022-04-19 14:45:50,3,5,1,7.48
2022-04-19 14:45:51,4,2,6,7.59
2022-04-19 14:45:52,4.50,4,5,7.79
2022-04-19 14:45:53,1.50,3,0,7.62
2022-04-19 14:45:54,3,2,4,7.55
2022-04-19 14:45:55,5,7,3,7.72
2022-04-19 14:45:56,3.50,4,3,7.55
2022-04-19 14:45:57,3,3,3,7.41
2022-04-19 14:45:58,3.50,2,5,7.48
2022-04-19 14:45:59,4.50,4,5,7.62
2022-04-19 14:46:00,4,4,4,7.45
2022-04-19 14:46:01,4.50,2,7,7.34
2022-04-19 14:46:02,2.50,5,0,7.28
2022-04-19 14:46:03,4,3,5,7.31
2022-04-19 14:46:04,2.50,2,3,7.21
2022-04-19 14:46:05,3,4,2,7.24
2022-04-19 14:46:06,3.50,4,3,7.10
2022-04-19 14:46:07,4,5,3,7.03
2022-04-19 14:46:08,3.50,2,5,6.69
2022-04-19 14:46:09,2.50,3,2,6.68
2022-04-19 14:46:10,4.50,3,6,6.93
2022-04-19 14:46:11,3,1,5,7
2022-04-19 14:46:12,3,4,2,6.86
2022-04-19 14:46:13,2.50,2,3,6.72
2022-04-19 14:46:14,4.50,3,6,6.83
2022-04-19 14:46:15,5,5,5,6.86
2022-04-19 14:46:16,1.50,3,0,6.79
2022-04-19 14:46:17,2.50,4,1,6.72
2022-04-19 14:46:18,2,4,0,6.76
2022-04-19 14:46:19,3.50,4,3,6.79
2022-04-19 14:46:20,5,6,4,6.86
2022-04-19 14:46:21,3.50,3,4,6.79
2022-04-19 14:46:22,4,5,3,6.97
2022-04-19 14:46:23,2.50,1,4,6.93
2022-04-19 14:46:24,2.50,3,2,6.76
2022-04-19 14:46:25,3.50,6,1,6.76
2022-04-19 14:46:26,2.50,3,2,6.72
2022-04-19 14:46:27,2.50,3,2,6.66
2022-04-19 14:46:28,2,4,0,6.48
2022-04-19 14:46:29,6,8,4,6.62
2022-04-19 14:46:30,4,3,5,6.59
2022-04-19 14:46:31,4,3,5,6.69
2022-04-19 14:46:32,5,4,6,6.76
2022-04-19 14:46:33,3.50,3,4,6.83
2022-04-19 14:46:34,3,3,3,6.83
2022-04-19 14:46:35,4,2,6,6.86
2022-04-19 14:46:36,5,6,4,6.93
2022-04-19 14:46:37,3.50,4,3,6.93
2022-04-19 14:46:38,4.50,4,5,7.07
2022-04-19 14:46:39,4.50,5,4,7.07
2022-04-19 14:46:40,1,1,1,6.93
2022-04-19 14:46:41,5.99,6,5.98,7.14
2022-04-19 14:46:42,4.51,4,5.02,7.28
2022-04-19 14:46:43,6,7,5,7.38
2022-04-19 14:46:44,6.50,8,5,7.48
2022-04-19 14:46:45,5,4,6,7.72
2022-04-19 14:46:46,6,6,,7.72
2022-04-19 14:46:47,4,4,,8
2022-04-19 14:46:48,7,3,11,8.24
2022-04-19 14:46:49,2.50,2,3,8.07
2022-04-19 14:46:50,3,5,1,8.03
2022-04-19 14:46:51,3,3,3,7.97
2022-04-19 14:46:52,2.50,3,2,7.97
2022-04-19 14:46:53,3.49,3,3.98,8.03
2022-04-19 14:46:54,4.51,5,4.02,8.10
2022-04-19 14:46:55,5,4,6,8.28
2022-04-19 14:46:56,5,5,5,8.45
2022-04-19 14:46:57,2.50,0,5,8.48
2022-04-19 14:46:58,3,4,2,8.28
2022-04-19 14:46:59,5,5,5,8.34
2022-04-19 14:47:00,2.50,3,2,8.24
2022-04-19 14:47:01,4,5,3,8.17
2022-04-19 14:47:02,5,5,5,8.28
2022-04-19 14:47:03,4,4,4,8.34
2022-04-19 14:47:04,4,6,2,8.34
2022-04-19 14:47:05,2,0,4,8.14
2022-04-19 14:47:06,3,1,5,8.10
2022-04-19 14:47:07,5,5,5,8.14
2022-04-19 14:47:08,5,8,2,8.17
2022-04-19 14:47:09,6,7,5,8.52
2022-04-19 14:47:10,2,3,1,8.24
2022-04-19 14:47:11,1.50,2,1,8.03
2022-04-19 14:47:12,2,3,1,7.76
2022-04-19 14:47:13,3,3,3,7.52
2022-04-19 14:47:14,2.50,2,3,7.34
2022-04-19 14:47:15,2.50,3,2,7.11
2022-04-19 14:47:16,3.49,4,2.98,7.17
2022-04-19 14:47:17,6.01,9,3.02,7.10
2022-04-19 14:47:18,4,4,4,7.21
2022-04-19 14:47:19,4,5,3,7.28
2022-04-19 14:47:20,1.50,1,2,7.17
2022-04-19 14:47:21,4,6,2,7.28
2022-04-19 14:47:22,3,6,0,7.24
2022-04-19 14:47:23,2,,2,7.02
2022-04-19 14:47:24,2,,2,6.75
2022-04-19 14:47:25,5,,5,6.58
2022-04-19 14:47:26,3,,3,6.52
2022-04-19 14:47:27,3,,3,7.17
2022-04-19 14:47:28,4.02,6.03,2,7.10
2022-04-19 14:47:29,5.50,7,4,7.31
2022-04-19 14:47:30,5.50,5,6,7.41
2022-04-19 14:47:31,4,4,4,7.34
2022-04-19 14:47:32,2.50,1,4,7.24
2022-04-19 14:47:33,6,5,7,7.38
2022-04-19 14:47:34,3,3,3,7.45
2022-04-19 14:47:35,5.50,4,7,7.62
2022-04-19 14:47:36,5,7,3,7.62
2022-04-19 14:47:37,2.50,1,4,7.45
2022-04-19 14:47:38,4,2,6,7.31
2022-04-19 14:47:39,2.50,3,2,7.34
2022-04-19 14:47:40,3.50,1,6,7.48
2022-04-19 14:47:41,1.50,2,1,7.45
2022-04-19 14:47:42,4,3,5,7.52
2022-04-19 14:47:43,1.50,1,2,7.45
2022-04-19 14:47:44,5,7,3,7.62
2022-04-19 14:47:45,2,1,3,7.52
2022-04-19 14:47:46,4.50,4,5,7.41
2022-04-19 14:47:47,3.50,4,3,7.38
2022-04-19 14:47:48,2,2,2,7.24
2022-04-19 14:47:49,4.50,4,5,7.45
2022-04-19 14:47:50,6,6,6,7.59
2022-04-19 14:47:51,4,5,3,7.66
2022-04-19 14:47:52,2,1,3,6.94
2022-04-19 14:47:53,4,2,6,7.14
2022-04-19 14:47:54,5,6,4,7.31
2022-04-19 14:47:55,4.50,6,3,7.51
2022-04-19 14:47:56,5,5,5,7.76
2022-04-19 14:47:57,4.50,5,4,7.79
2022-04-19 14:47:58,4.50,6,3,7.72
2022-04-19 14:47:59,3,2,4,7.55
2022-04-19 14:48:00,6,7,5,7.69
2022-04-19 14:48:01,5.50,5,6,7.90
2022-04-19 14:48:02,4,4,4,7.76
2022-04-19 14:48:03,3,4,2,7.76
2022-04-19 14:48:04,5,7,3,7.72
2022-04-19 14:48:05,2.50,1,4,7.55
2022-04-19 14:48:06,5.50,5,6,7.76
2022-04-19 14:48:07,2.50,1,4,7.66
2022-04-19 14:48:08,3,2,4,7.69
2022-04-19 14:48:09,4,3,5,7.72
2022-04-19 14:48:10,4,4,4,7.90
2022-04-19 14:48:11,3.50,2,5,7.86
2022-04-19 14:48:12,6,3,9,8.17
2022-04-19 14:48:13,3,4,2,8.03
2022-04-19 14:48:14,4,3,5,8.17
2022-04-19 14:48:15,3.50,4,3,8.10
2022-04-19 14:48:16,3.50,4,3,8.10
2022-04-19 14:48:17,4,3,5,8.24
2022-04-19 14:48:18,3.50,5,2,8.17
2022-04-19 14:48:19,6,8,4,8.17
2022-04-19 14:48:20,5.50,6,5,8.28
2022-04-19 14:48:21,4.50,4,5,8.45
2022-04-19 14:48:22,4.50,4,5,8.48
2022-04-19 14:48:23,6.50,7,6,8.59
2022-04-19 14:48:24,7,,7,8.54
2022-04-19 14:48:25,4,,4,8.52
2022-04-19 14:48:26,4.50,6,3,8.52
2022-04-19 14:48:27,4.49,5,3.98,8.52
2022-04-19 14:48:28,3.01,4,2.01,8.52
2022-04-19 14:48:29,3.50,2,5,8.34
2022-04-19 14:48:30,2.50,3,2,8.14
2022-04-19 14:48:31,4,3,5,8.14
2022-04-19 14:48:32,5.50,4,7,8.31
2022-04-19 14:48:33,3,2,4,8.17
2022-04-19 14:48:34,4,5,3,8.28
2022-04-19 14:48:35,4.50,5,4,8.21
2022-04-19 14:48:36,3,4,2,8.24
2022-04-19 14:48:37,3.50,4,3,8.28
2022-04-19 14:48:38,4,,4,8.16
2022-04-19 14:48:39,1,,1,8.14
2022-04-19 14:48:40,6,7,5,8.31
2022-04-19 14:48:41,4.50,4,5,8.21
2022-04-19 14:48:42,2,3,1,8.14
2022-04-19 14:48:43,6,4,8,8.28
2022-04-19 14:48:44,2.50,2,3,8.21
2022-04-19 14:48:45,5.50,6,5,8.34
2022-04-19 14:48:46,5,4,6,8.41
2022-04-19 14:48:47,4,3,5,8.45
2022-04-19 14:48:48,3.50,1,6,8.28
2022-04-19 14:48:49,5,6,4,8.24
2022-04-19 14:48:50,2.50,2,3,8.10
2022-04-19 14:48:51,3.50,2,5,8.03
2022-04-19 14:48:52,2.50,1,4,7.76
2022-04-19 14:48:53,1.50,2,1,7.41
2022-04-19 14:48:54,3.98,2.96,5,7.55
2022-04-19 14:48:55,6.54,6.07,7,7.69
2022-04-19 14:48:56,3.50,3,4,7.62
2022-04-19 14:48:57,4,1,7,7.69
2022-04-19 14:48:58,3.50,3,4,7.69
2022-04-19 14:48:59,5,5,5,7.86
2022-04-19 14:49:00,4.50,8,1,7.90
2022-04-19 14:49:01,3.48,3,3.97,7.76
2022-04-19 14:49:02,4.03,,4.03,7.71
2022-04-19 14:49:03,3,,3,7.54
2022-04-19 14:49:04,2,,2,7.30
2022-04-19 14:49:05,2,,2,7.76
2022-04-19 14:49:06,3.50,2.01,5,7.76
2022-04-19 14:49:07,6.50,7,6,7.83
2022-04-19 14:49:08,4.50,6,3,8.10
2022-04-19 14:49:09,4,5,3,7.97
2022-04-19 14:49:10,1,2,0,7.72
2022-04-19 14:49:11,5,4,6,7.93
2022-04-19 14:49:12,2.50,1,4,7.69
2022-04-19 14:49:13,2,2,2,7.66
2022-04-19 14:49:14,2.50,3,2,7.45
2022-04-19 14:49:15,2.50,3,2,7.28
2022-04-19 14:49:16,3,,3,7.13
2022-04-19 14:49:17,3,,3,7.38
2022-04-19 14:49:18,1,,1,7.10
2022-04-19 14:49:19,3,,3,7.34
2022-04-19 14:49:20,6,6,6,7.52
2022-04-19 14:49:21,4,,4,7.52
2022-04-19 14:49:22,5,,5,7.72
2022-04-19 14:49:23,2.50,4,1,7.62
2022-04-19 14:49:24,4,5,3,7.45
2022-04-19 14:49:25,3,3,3,7.41
2022-04-19 14:49:26,5,6,4,7.48
2022-04-19 14:49:27,4.49,5,3.98,7.55
2022-04-19 14:49:28,3,3,,7.28
2022-04-19 14:49:29,3,3,,7.41
2022-04-19 14:49:30,4.50,6,3.01,7.48
2022-04-19 14:49:31,3.50,4,3,6.98
2022-04-19 14:49:32,3,2,4,7.07
2022-04-19 14:49:33,3,3,3,7.21
2022-04-19 14:49:34,2.50,2,3,7.31
2022-04-19 14:49:35,4.49,5,3.98,7.38
2022-04-19 14:49:36,3.51,4,3.02,7.17
2022-04-19 14:49:37,4,4,4,7.14
2022-04-19 14:49:38,2.50,3,2,7.03
2022-04-19 14:49:39,3.50,4,3,7.21
2022-04-19 14:49:40,4.50,6,3,7.17
2022-04-19 14:49:41,4.50,4,5,7.31
2022-04-19 14:49:42,4,4,,7.28
2022-04-19 14:49:43,6,6,,7.31
2022-04-19 14:49:44,6,6,,7.79
2022-04-19 14:49:45,5.01,4,6.02,7.62
2022-04-19 14:49:46,4,4,4,7.79
2022-04-19 14:49:47,5,5,,7.55
2022-04-19 14:49:48,5,5,,7.93
2022-04-19 14:49:49,2.50,2,3.01,7.69
2022-04-19 14:49:50,4,4,4,7.65
2022-04-19 14:49:51,3,1,5,7.69
2022-04-19 14:49:52,3.50,3,4,7.76
2022-04-19 14:49:53,6.48,5,7.96,7.93
2022-04-19 14:49:54,3.00,5,1.01,7.93
2022-04-19 14:49:55,2,2,2,7.72
2022-04-19 14:49:56,1.50,0,3,7.52
2022-04-19 14:49:57,4.49,4.97,4,7.54
2022-04-19 14:49:58,2.51,3.02,2,7.48
2022-04-19 14:49:59,2.50,3,2,7.34
2022-04-19 14:50:00,3,0,6,7.31
2022-04-19 14:50:01,2.00,2,1.99,7.24
2022-04-19 14:50:02,3.51,2,5.03,7.28
2022-04-19 14:50:03,4.50,6,3,7.41
2022-04-19 14:50:04,3.50,2,5,7.35
2022-04-19 14:50:05,3,4,2,7.31
2022-04-19 14:50:06,3,2,4,7.24
2022-04-19 14:50:07,4.50,4,5,7.38
2022-04-19 14:50:08,3.50,1,6,7.38
2022-04-19 14:50:09,4.50,3,6,7.38
2022-04-19 14:50:10,2,1,3,7.21
2022-04-19 14:50:11,5.50,6,5,7.09
2022-04-19 14:50:12,2.50,5,0,7.05
2022-04-19 14:50:13,3.50,6,1,7.04
2022-04-19 14:50:14,4,2,6,6.97
2022-04-19 14:50:15,3.50,4,3,6.93
2022-04-19 14:50:16,5.50,7,4,6.91
2022-04-19 14:50:17,4,5,3,6.97
2022-04-19 14:50:18,3.50,5,2,7.03
2022-04-19 14:50:19,5,3,7,7.10
2022-04-19 14:50:20,2,3,1,7.03
2022-04-19 14:50:21,3.50,3,4,7.03
2022-04-19 14:50:22,3.99,4.97,3,6.86
2022-04-19 14:50:23,5.52,5.03,6,7.03
2022-04-19 14:50:24,3.50,6,1,7.14
2022-04-19 14:50:25,5,7,3,7.38
2022-04-19 14:50:26,3.50,4,3,7.31
2022-04-19 14:50:27,3.50,2,5,7.38
2022-04-19 14:50:28,4.50,6,3,7.52
2022-04-19 14:50:29,4.50,5,4,7.62
2022-04-19 14:50:30,2,1,3,7.62
2022-04-19 14:50:31,2,3,1,7.52
2022-04-19 14:50:32,3.50,3,4,7.45
2022-04-19 14:50:33,5,4,6,7.55
2022-04-19 14:50:34,3,2,4,7.55
2022-04-19 14:50:35,4.50,4,5,7.66
2022-04-19 14:50:36,1,0,2,7.41
2022-04-19 14:50:37,2,3,1,7.31
2022-04-19 14:50:38,5,6,4,7.34
2022-04-19 14:50:39,2.50,3,1.99,7.38
2022-04-19 14:50:40,3.51,4,3.02,7.24
2022-04-19 14:50:41,2,1,3,7.21
2022-04-19 14:50:42,3.50,5,2,7.21
2022-04-19 14:50:43,3.49,3,3.98,7.17
2022-04-19 14:50:44,3.01,4,2.01,7.14
2022-04-19 14:50:45,4,5,3,7.03
2022-04-19 14:50:46,4,5,3,7.03
2022-04-19 14:50:47,2,2,2,6.93
2022-04-19 14:50:48,3,4,2,6.79
2022-04-19 14:50:49,5,4,6,7
2022-04-19 14:50:50,3.49,4,2.99,7.00
2022-04-19 14:50:51,2.00,3,1.00,6.86
2022-04-19 14:50:52,3.50,4,3,6.72
2022-04-19 14:50:53,5,5,5,6.83
2022-04-19 14:50:54,4.50,4,5,6.79
2022-04-19 14:50:55,3.49,3,3.98,6.79
2022-04-19 14:50:56,2.51,3,2.01,6.72
2022-04-19 14:50:57,2.50,3,2,6.59
2022-04-19 14:50:58,3.50,4,3,6.52
2022-04-19 14:50:59,4,5,3,6.66
2022-04-19 14:51:00,5.98,5,6.97,6.93
2022-04-19 14:51:01,1.50,3,0,6.79
2022-04-19 14:51:02,4.50,4,5,6.76
2022-04-19 14:51:03,4,5,3,6.83
2022-04-19 14:51:04,5,6,4,6.86
2022-04-19 14:51:05,3.50,3,4,7.03
2022-04-19 14:51:06,4,2,6,7.17
2022-04-19 14:51:07,5,7,3,7.17
2022-04-19 14:51:08,2.50,2,3,7.17
2022-04-19 14:51:09,2,2,2,7.07
2022-04-19 14:51:10,4,3,5,7.21
2022-04-19 14:51:11,2.49,2.99,2,7.14
2022-04-19 14:51:12,4.01,6.02,2,7.17
2022-04-19 14:51:13,3,2,4,7.17
2022-04-19 14:51:14,5,4,6,7.24
2022-04-19 14:51:15,2,3,1,7.10
2022-04-19 14:51:16,2,1,3,7.10
2022-04-19 14:51:17,2.50,3,2,7.07
2022-04-19 14:51:18,5.49,7,3.98,7.10
2022-04-19 14:51:19,3.51,4,3.02,7.10
2022-04-19 14:51:20,5.50,8,3,7.34
2022-04-19 14:51:21,2,,2,7.19
2022-04-19 14:51:22,5,,5,7.21
2022-04-19 14:51:23,5,,5,7.09
2022-04-19 14:51:24,4,,4,6.99
2022-04-19 14:51:25,3,,3,6.93
2022-04-19 14:51:26,2,,2,6.83
2022-04-19 14:51:27,2,,2,7.41
2022-04-19 14:51:28,6.52,7.04,6,7.59
2022-04-19 14:51:29,4.50,5,4,7.48
2022-04-19 14:51:30,5,6,4,7.72
2022-04-19 14:51:31,6,6,6,7.83
2022-04-19 14:51:32,4,3,5,7.83
2022-04-19 14:51:33,4,5,3,7.76
2022-04-19 14:51:34,3,2,4,7.72
2022-04-19 14:51:35,2.50,3,2,7.62
2022-04-19 14:51:36,4,5,3,7.55
2022-04-19 14:51:37,3,5,1,7.59
2022-04-19 14:51:38,5.50,3,8,7.83
2022-04-19 14:51:39,3,3,3,7.76
2022-04-19 14:51:40,3.50,3,4,7.83
2022-04-19 14:51:41,2.50,3,2,7.72
2022-04-19 14:51:42,4,4,4,7.79
2022-04-19 14:51:43,1.50,1,2,7.55
2022-04-19 14:51:44,2.50,3,2,7.59
2022-04-19 14:51:45,3.50,3,4,7.69
2022-04-19 14:51:46,5,4,6,7.86
2022-04-19 14:51:47,6,6,,7.65
2022-04-19 14:51:48,4,4,,7.83
2022-04-19 14:51:49,6.01,7,5.02,7.86
2022-04-19 14:51:50,4.50,4,5,7.90
2022-04-19 14:51:51,3.50,3,4,7.97
2022-04-19 14:51:52,6,4,8,7.42
2022-04-19 14:51:53,5,6,4,7.62
2022-04-19 14:51:54,4,5,3,7.79
2022-04-19 14:51:55,4,4,4,7.99
2022-04-19 14:51:56,1,2,0,8.00
2022-04-19 14:51:57,4.00,7,1.01,7.83
2022-04-19 14:51:58,2,2,2,7.66
2022-04-19 14:51:59,2,3,1,7.45
2022-04-19 14:52:00,1.50,3,0,7.14
2022-04-19 14:52:01,2.00,3,1.01,7
2022-04-19 14:52:02,3,2,4,6.93
2022-04-19 14:52:03,1.50,3,0,6.83
2022-04-19 14:52:04,5,4,6,7
2022-04-19 14:52:05,5,5,5,7.07
2022-04-19 14:52:06,4,4,,6.97
2022-04-19 14:52:07,4,4,,7.03
2022-04-19 14:52:08,5.51,6,5.02,7.21
2022-04-19 14:52:09,6.50,5,8,7.41
2022-04-19 14:52:10,3,4,2,7.45
2022-04-19 14:52:11,5.50,5,6,7.55
2022-04-19 14:52:12,3,5,1,7.66
2022-04-19 14:52:13,4,5,3,7.76
2022-04-19 14:52:14,5,5,5,7.86
2022-04-19 14:52:15,2,3,1,7.66
2022-04-19 14:52:16,4.50,3,6,7.56
2022-04-19 14:52:17,3.50,2,5,7.62
2022-04-19 14:52:18,3,2,4,7.41
2022-04-19 14:52:19,5,4,6,7.45
2022-04-19 14:52:20,3.99,4.98,3,7.48
2022-04-19 14:52:21,4.01,4.02,4,7.34
2022-04-19 14:52:22,4,3,5,7.28
2022-04-19 14:52:23,3,3,3,7.21
2022-04-19 14:52:24,4,4,4,7.21
2022-04-19 14:52:25,4.50,6,3,7.45
2022-04-19 14:52:26,5,5,5,7.52
2022-04-19 14:52:27,2.50,2,3,7.55
2022-04-19 14:52:28,2,1,3,7.55
2022-04-19 14:52:29,5,6,4,7.79
2022-04-19 14:52:30,2.50,4,1,7.83
2022-04-19 14:52:31,4.50,0,9,7.93
2022-04-19 14:52:32,5,6,4,8.17
2022-04-19 14:52:33,2,4,0,7.97
2022-04-19 14:52:34,4.01,2,6.02,7.90
2022-04-19 14:52:35,3.50,3,4,7.78
2022-04-19 14:52:36,3,3,3,7.79
2022-04-19 14:52:37,3,1,5,7.62
2022-04-19 14:52:38,2,4,0,7.31
2022-04-19 14:52:39,3.50,3,4,7.34
2022-04-19 14:52:40,6,5,7,7.38
2022-04-19 14:52:41,2.50,2,3,7.34
2022-04-19 14:52:42,2,2,2,7.21
2022-04-19 14:52:43,6,5,7,7.28
2022-04-19 14:52:44,4.50,4,5,7.45
2022-04-19 14:52:45,4,3,5,7.41
2022-04-19 14:52:46,3.50,3,4,7.41
2022-04-19 14:52:47,4.99,6,3.98,7.55
2022-04-19 14:52:48,4,5,3,7.48
2022-04-19 14:52:49,4.02,1,7.04,7.48
2022-04-19 14:52:50,4.50,6,3,7.52
2022-04-19 14:52:51,3,4,2,7.45
2022-04-19 14:52:52,2.50,0,5,7.41
2022-04-19 14:52:53,3.00,4,1.99,7.34
2022-04-19 14:52:54,3.50,4,3.01,7.28
2022-04-19 14:52:55,2.00,3,0.995,7.07
2022-04-19 14:52:56,4.51,4,5.03,7.21
2022-04-19 14:52:57,7,7,,7.27
2022-04-19 14:52:58,4,4,,7.41
2022-04-19 14:52:59,2.50,2,3,7.41
2022-04-19 14:53:00,1,1,,7.10
2022-04-19 14:53:01,4,4,,7.38
2022-04-19 14:53:02,3.00,5,1.00,7.45
2022-04-19 14:53:03,5,4,6,7.52
2022-04-19 14:53:04,5.50,3,8,7.66
2022-04-19 14:53:05,3,1,5,7.66
2022-04-19 14:53:06,2.50,3,2,7.62
2022-04-19 14:53:07,4,4,4,7.76
2022-04-19 14:53:08,2,2,2,7.66
2022-04-19 14:53:09,4,2,6,7.52
2022-04-19 14:53:10,4.50,5,4,7.66
2022-04-19 14:53:11,5,6,4,7.86
2022-04-19 14:53:12,4,3,5,7.72
2022-04-19 14:53:13,5,6,4,7.76
2022-04-19 14:53:14,6.50,7,6,7.93
2022-04-19 14:53:15,1,1,1,7.76
2022-04-19 14:53:16,3,3,3,7.62
2022-04-19 14:53:17,4.50,5,4,7.66
2022-04-19 14:53:18,2,,2,7.46
2022-04-19 14:53:19,6,,6,7.69
2022-04-19 14:53:20,3,,3,7.60
2022-04-19 14:53:21,2.98,,2.98,7.54
2022-04-19 14:53:22,3.02,,3.02,7.44
2022-04-19 14:53:23,2,,2,7.27
2022-04-19 14:53:24,3,,3,7.86
2022-04-19 14:53:25,4.01,4.01,4,7.83
2022-04-19 14:53:26,5,,5,7.53
2022-04-19 14:53:27,7,,7,7.59
2022-04-19 14:53:28,6,,6,8.03
2022-04-19 14:53:29,5,,5,7.91
2022-04-19 14:53:30,2,,2,7.97
2022-04-19 14:53:31,4,5,3,8.03
2022-04-19 14:53:32,3.50,2,5,7.93
2022-04-19 14:53:33,5.50,5,6,7.93
2022-04-19 14:53:34,3.50,4,3,7.97
2022-04-19 14:53:35,8,11,5,8.34
2022-04-19 14:53:36,2.50,1,4,8.24
2022-04-19 14:53:37,4.50,6,3,8.41
2022-04-19 14:53:38,3,2,4,8.34
2022-04-19 14:53:39,1,1,,8.03
2022-04-19 14:53:40,5,5,,7.86
2022-04-19 14:53:41,2,2,,8.10
2022-04-19 14:53:42,5.51,5,6.02,8.14
