"Time","Average Request Rate","edge-server-cv-74d975f7cd-dh5z7 Requests/2s","edge-server-cv-74d975f7cd-rtzfz Requests/2s","avg_requests/30"
2022-04-18 16:01:43,1,1,1,2.07
2022-04-18 16:01:44,2,1,3,2.14
2022-04-18 16:01:45,0.500,1,0,2.03
2022-04-18 16:01:46,1.50,1,2,2.03
2022-04-18 16:01:47,1.50,0,3,2.00
2022-04-18 16:01:48,0.500,0,1,1.83
2022-04-18 16:01:49,1.50,2,1,1.83
2022-04-18 16:01:50,0,0,0,1.83
2022-04-18 16:01:51,0.500,0,1,1.66
2022-04-18 16:01:52,0,0,0,1.59
2022-04-18 16:01:53,1.50,0,3,1.69
2022-04-18 16:01:54,2,2,2,1.66
2022-04-18 16:01:55,0,0,0,1.62
2022-04-18 16:01:56,1.50,3,0,1.66
2022-04-18 16:01:57,1,0,2,1.66
2022-04-18 16:01:58,2,3,1,1.79
2022-04-18 16:01:59,1.50,1,2,1.79
2022-04-18 16:02:00,0.500,0,1,1.83
2022-04-18 16:02:01,1.50,0,3,1.93
2022-04-18 16:02:02,0,0,0,1.83
2022-04-18 16:02:03,0.500,0,1,1.83
2022-04-18 16:02:04,0.500,0,1,1.83
2022-04-18 16:02:05,1.50,1,2,1.86
2022-04-18 16:02:06,1.50,1,2,1.97
2022-04-18 16:02:07,1.50,1,2,2.00
2022-04-18 16:02:08,0,0,0,2.00
2022-04-18 16:02:09,1.50,3,0,2.03
2022-04-18 16:02:10,0,0,0,2
2022-04-18 16:02:11,1,2,0,1.97
2022-04-18 16:02:12,0.500,0,1,1.93
2022-04-18 16:02:13,0.500,1,0,1.83
2022-04-18 16:02:14,1,1,1,1.86
2022-04-18 16:02:15,0,0,0,1.76
2022-04-18 16:02:16,0.500,0,1,1.69
2022-04-18 16:02:17,0.500,1,0,1.69
2022-04-18 16:02:18,0.500,1,0,1.62
2022-04-18 16:02:19,1.50,2,1,1.72
2022-04-18 16:02:20,1,1,1,1.76
2022-04-18 16:02:21,0.500,1,0,1.79
2022-04-18 16:02:22,0,0,0,1.69
2022-04-18 16:02:23,0,0,0,1.55
2022-04-18 16:02:24,2.01,1,3.01,1.69
2022-04-18 16:02:25,0.500,1,0,1.62
2022-04-18 16:02:26,0,0,0,1.55
2022-04-18 16:02:27,1,0,2,1.48
2022-04-18 16:02:28,1,0,2,1.45
2022-04-18 16:02:29,2,0,4,1.55
2022-04-18 16:02:30,1,1,1,1.52
2022-04-18 16:02:31,1,0,2,1.59
2022-04-18 16:02:32,1,1,1,1.62
2022-04-18 16:02:33,1.50,2,1,1.69
2022-04-18 16:02:34,3.50,4,3,1.83
2022-04-18 16:02:35,1,1,1,1.79
2022-04-18 16:02:36,1,2,0,1.76
2022-04-18 16:02:37,1,1,1,1.83
2022-04-18 16:02:38,0,0,0,1.72
2022-04-18 16:02:39,1,1,1,1.79
2022-04-18 16:02:40,0,0,0,1.72
2022-04-18 16:02:41,0,0,0,1.69
2022-04-18 16:02:42,2,2,2,1.79
2022-04-18 16:02:43,0.500,1,0,1.76
2022-04-18 16:02:44,1.50,0,3,1.86
2022-04-18 16:02:45,1,2,0,1.90
2022-04-18 16:02:46,0.500,0,1,1.90
2022-04-18 16:02:47,1,1,1,1.93
2022-04-18 16:02:48,1.50,2,1,1.93
2022-04-18 16:02:49,2.50,3,2,2.03
2022-04-18 16:02:50,1,0,2,2.07
2022-04-18 16:02:51,1,1,1,2.14
2022-04-18 16:02:52,0.500,0,1,2.17
2022-04-18 16:02:53,0,0,0,2.03
2022-04-18 16:02:54,0.500,1,0,2.03
2022-04-18 16:02:55,1.50,1,2,2.14
2022-04-18 16:02:56,0.500,0,1,2.10
2022-04-18 16:02:57,0.500,0,1,2.07
2022-04-18 16:02:58,0.500,0,1,1.97
2022-04-18 16:02:59,1,0,2,1.97
2022-04-18 16:03:00,2,1,3,2.03
2022-04-18 16:03:01,0.500,1,0,2
2022-04-18 16:03:02,1,2,0,1.97
2022-04-18 16:03:03,1,1,1,1.79
2022-04-18 16:03:04,0,0,0,1.72
2022-04-18 16:03:05,1.50,2,1,1.76
2022-04-18 16:03:06,0.500,0,1,1.72
2022-04-18 16:03:07,1,0,2,1.79
2022-04-18 16:03:08,0,0,0,1.72
2022-04-18 16:03:09,1,1,1,1.79
2022-04-18 16:03:10,2.50,4,1,1.97
2022-04-18 16:03:11,1,1,1,1.90
2022-04-18 16:03:12,1,1,1,1.93
2022-04-18 16:03:13,1.50,3,0,1.93
2022-04-18 16:03:14,1,1,1,1.93
2022-04-18 16:03:15,0.500,1,0,1.93
2022-04-18 16:03:16,0.500,0,1,1.90
2022-04-18 16:03:17,1,2,0,1.86
2022-04-18 16:03:18,0,0,0,1.69
2022-04-18 16:03:19,1,1,1,1.69
2022-04-18 16:03:20,1.50,1,2,1.72
2022-04-18 16:03:21,1,1,1,1.76
2022-04-18 16:03:22,1,1,1,1.83
2022-04-18 16:03:23,1.50,3,0,1.90
2022-04-18 16:03:24,1,1,1,1.86
2022-04-18 16:03:25,1,2,0,1.90
2022-04-18 16:03:26,0,0,0,1.86
2022-04-18 16:03:27,0,0,0,1.83
2022-04-18 16:03:28,0.500,1,0,1.79
2022-04-18 16:03:29,1.50,2,1,1.76
2022-04-18 16:03:30,1,0,2,1.79
2022-04-18 16:03:31,1,1,1,1.79
2022-04-18 16:03:32,1,1,1,1.79
2022-04-18 16:03:33,2.50,3,2,1.97
2022-04-18 16:03:34,1.50,3,0,1.97
2022-04-18 16:03:35,1.50,2,1,2.03
2022-04-18 16:03:36,0,0,0,1.97
2022-04-18 16:03:37,1.50,1,2,2.07
2022-04-18 16:03:38,1.50,3,0,2.10
2022-04-18 16:03:39,1,1,1,2.00
2022-04-18 16:03:40,0,0,0,1.93
2022-04-18 16:03:41,0.503,1.01,0,1.90
2022-04-18 16:03:42,1.50,2,1,1.90
2022-04-18 16:03:43,1,2,0,1.90
2022-04-18 16:03:44,1,1,1,1.93
2022-04-18 16:03:45,1,1,1,1.97
2022-04-18 16:03:46,0.500,0,1,1.93
2022-04-18 16:03:47,0.500,1,0,1.97
2022-04-18 16:03:48,1,0,2,1.97
2022-04-18 16:03:49,1,2,0,1.93
2022-04-18 16:03:50,1,1,1,1.93
2022-04-18 16:03:51,1.50,1,2,1.97
2022-04-18 16:03:52,0,0,0,1.86
2022-04-18 16:03:53,2.00,3,1.00,1.93
2022-04-18 16:03:54,1,1,1,1.93
2022-04-18 16:03:55,2,2,2,2.07
2022-04-18 16:03:56,2.50,2,3,2.24
2022-04-18 16:03:57,0.500,1,0,2.24
2022-04-18 16:03:58,1,0,2,2.21
2022-04-18 16:03:59,0.500,0,1,2.17
2022-04-18 16:04:00,2.50,2,3,2.28
2022-04-18 16:04:01,1,1,1,2.28
2022-04-18 16:04:02,3,3,3,2.31
2022-04-18 16:04:03,2,3,1,2.34
2022-04-18 16:04:04,1.50,3,0,2.34
2022-04-18 16:04:05,1,0,2,2.41
2022-04-18 16:04:06,1,1,1,2.38
2022-04-18 16:04:07,0.500,0,1,2.31
2022-04-18 16:04:08,1,1,1,2.31
2022-04-18 16:04:09,0.500,0,1,2.35
2022-04-18 16:04:10,2,2,2,2.45
2022-04-18 16:04:11,1,1,1,2.41
2022-04-18 16:04:12,0.500,1,0,2.38
2022-04-18 16:04:13,1.50,3,0,2.41
2022-04-18 16:04:14,0.500,0,1,2.38
2022-04-18 16:04:15,1,1,1,2.41
2022-04-18 16:04:16,1.50,3,0,2.48
2022-04-18 16:04:17,1,0,2,2.48
2022-04-18 16:04:18,1,0,2,2.48
2022-04-18 16:04:19,0,0,0,2.41
2022-04-18 16:04:20,0,0,0,2.31
2022-04-18 16:04:21,1,1,1,2.38
2022-04-18 16:04:22,1.50,3,0,2.34
2022-04-18 16:04:23,1,1,1,2.34
2022-04-18 16:04:24,3,2,4,2.41
2022-04-18 16:04:25,1.50,1,2,2.34
2022-04-18 16:04:26,1,1,1,2.38
2022-04-18 16:04:27,0,0,0,2.31
2022-04-18 16:04:28,1.50,1,2,2.38
2022-04-18 16:04:29,0.500,1,0,2.24
2022-04-18 16:04:30,2,1,3,2.31
2022-04-18 16:04:31,1,1,1,2.17
2022-04-18 16:04:32,1,2,0,2.10
2022-04-18 16:04:33,0.500,1,0,2.03
2022-04-18 16:04:34,1.50,2,1,2.07
2022-04-18 16:04:35,1.50,3,0,2.10
2022-04-18 16:04:36,0.500,1,0,2.10
2022-04-18 16:04:37,1.50,1,2,2.14
2022-04-18 16:04:38,3,3,3,2.31
2022-04-18 16:04:39,1.50,3,0,2.28
2022-04-18 16:04:40,1.50,1,2,2.31
2022-04-18 16:04:41,1,1,1,2.34
2022-04-18 16:04:42,0.500,0,1,2.28
2022-04-18 16:04:43,1,1,1,2.31
2022-04-18 16:04:44,0.500,0,1,2.28
2022-04-18 16:04:45,0,0,0,2.17
2022-04-18 16:04:46,0.500,0,1,2.14
2022-04-18 16:04:47,2,2,2,2.21
2022-04-18 16:04:48,0.500,1,0,2.24
2022-04-18 16:04:49,0.500,1,0,2.28
2022-04-18 16:04:50,0.500,0,1,2.24
2022-04-18 16:04:51,1,2,0,2.21
2022-04-18 16:04:52,1,0,2,2.21
2022-04-18 16:04:53,1,1,1,2.07
2022-04-18 16:04:54,0.500,1,0,2
2022-04-18 16:04:55,1.50,2,1,2.03
2022-04-18 16:04:56,2,1,3,2.17
2022-04-18 16:04:57,1,1,1,2.14
2022-04-18 16:04:58,1,1,1,2.17
2022-04-18 16:04:59,1,0,2,2.10
2022-04-18 16:05:00,0.500,1,0,2.07
2022-04-18 16:05:01,1.50,2,1,2.10
2022-04-18 16:05:02,0,0,0,2.07
2022-04-18 16:05:03,0,0,0,1.97
2022-04-18 16:05:04,1,0,2,1.93
2022-04-18 16:05:05,1.50,2,1,2
2022-04-18 16:05:06,3,3,3,2.10
2022-04-18 16:05:07,1,1,1,1.97
2022-04-18 16:05:08,0.500,1,0,1.90
2022-04-18 16:05:09,0.500,1,0,1.83
2022-04-18 16:05:10,1.50,3,0,1.86
2022-04-18 16:05:11,1,1,1,1.90
2022-04-18 16:05:12,0.500,1,0,1.86
2022-04-18 16:05:13,0.500,0,1,1.86
2022-04-18 16:05:14,1.50,0,3,1.97
2022-04-18 16:05:15,1,2,0,2
2022-04-18 16:05:16,1.50,0,3,1.97
2022-04-18 16:05:17,0,0,0,1.93
2022-04-18 16:05:18,1,2,0,1.97
2022-04-18 16:05:19,0.500,0,1,1.97
2022-04-18 16:05:20,1,1,1,1.97
2022-04-18 16:05:21,0.500,0,1,1.93
2022-04-18 16:05:22,1,0,2,1.93
2022-04-18 16:05:23,1,1,1,1.97
2022-04-18 16:05:24,1,2,0,1.93
2022-04-18 16:05:25,0.500,1,0,1.83
2022-04-18 16:05:26,2.50,3,2,1.93
2022-04-18 16:05:27,2,1,3,2
2022-04-18 16:05:28,1,1,1,2
2022-04-18 16:05:29,0.500,1,0,2
2022-04-18 16:05:30,0,0,0,1.90
2022-04-18 16:05:31,0.500,0,1,1.93
2022-04-18 16:05:32,2,2,2,2.07
2022-04-18 16:05:33,0.500,0,1,2.03
2022-04-18 16:05:34,1,1,1,2
2022-04-18 16:05:35,1.50,1,2,1.90
2022-04-18 16:05:36,0.500,1,0,1.86
2022-04-18 16:05:37,0,0,0,1.83
2022-04-18 16:05:38,1.50,3,0,1.90
2022-04-18 16:05:39,0.500,1,0,1.83
2022-04-18 16:05:40,0.500,1,0,1.79
2022-04-18 16:05:41,1,1,1,1.83
2022-04-18 16:05:42,0.500,1,0,1.83
2022-04-18 16:05:43,0.506,0,1.01,1.76
2022-04-18 16:05:44,1.50,2,1,1.79
2022-04-18 16:05:45,1.50,2,1,1.79
2022-04-18 16:05:46,1,1,1,1.86
2022-04-18 16:05:47,0.500,0,1,1.83
2022-04-18 16:05:48,1,1,1,1.86
2022-04-18 16:05:49,0,0,0,1.79
2022-04-18 16:05:50,1.01,0,2.02,1.83
2022-04-18 16:05:51,0.500,1,0,1.79
2022-04-18 16:05:52,1.50,2,1,1.83
2022-04-18 16:05:53,1,1,1,1.83
2022-04-18 16:05:54,1,2,0,1.86
2022-04-18 16:05:55,2.01,1,3.02,1.83
2022-04-18 16:05:56,1.50,3,0,1.79
2022-04-18 16:05:57,0,0,0,1.72
2022-04-18 16:05:58,0.500,0,1,1.72
2022-04-18 16:05:59,1,1,1,1.79
2022-04-18 16:06:00,0,0,0,1.76
2022-04-18 16:06:01,1.50,1,2,1.72
2022-04-18 16:06:02,2.50,3,2,1.86
2022-04-18 16:06:03,1,1,1,1.86
2022-04-18 16:06:04,0.500,0,1,1.79
2022-04-18 16:06:05,1,1,1,1.83
2022-04-18 16:06:06,1,1,1,1.90
2022-04-18 16:06:07,1,0,2,1.86
2022-04-18 16:06:08,0.500,1,0,1.86
2022-04-18 16:06:09,0.500,1,0,1.86
2022-04-18 16:06:10,2,3,1,1.93
2022-04-18 16:06:11,0,0,0,1.90
2022-04-18 16:06:12,0.500,0,1,1.90
2022-04-18 16:06:13,1,1,1,1.86
2022-04-18 16:06:14,1.50,0,3,1.86
2022-04-18 16:06:15,1,1,1,1.86
2022-04-18 16:06:16,2,3,1,1.97
2022-04-18 16:06:17,0.500,0,1,1.93
2022-04-18 16:06:18,0.500,0,1,1.97
2022-04-18 16:06:19,1,0,2,1.97
2022-04-18 16:06:20,1,2,0,2
2022-04-18 16:06:21,0.500,0,1,1.93
2022-04-18 16:06:22,0.500,0,1,1.90
2022-04-18 16:06:23,0.500,1,0,1.86
2022-04-18 16:06:24,0,0,0,1.72
2022-04-18 16:06:25,0,0,0,1.62
2022-04-18 16:06:26,1,1,1,1.69
2022-04-18 16:06:27,1.50,1,2,1.76
2022-04-18 16:06:28,2,1,3,1.83
2022-04-18 16:06:29,1.50,2,1,1.93
2022-04-18 16:06:30,1.50,3,0,1.93
2022-04-18 16:06:31,0.500,1,0,1.79
2022-04-18 16:06:32,0,0,0,1.72
2022-04-18 16:06:33,0,0,0,1.69
2022-04-18 16:06:34,1,1,1,1.69
2022-04-18 16:06:35,1,2,0,1.69
2022-04-18 16:06:36,0,0,0,1.62
2022-04-18 16:06:37,2,2,2,1.72
2022-04-18 16:06:38,0.500,1,0,1.72
2022-04-18 16:06:39,1.50,2,1,1.69
2022-04-18 16:06:40,0.500,0,1,1.72
2022-04-18 16:06:41,1.50,3,0,1.79
2022-04-18 16:06:42,0.500,0,1,1.76
2022-04-18 16:06:43,1.50,1,2,1.76
2022-04-18 16:06:44,0.500,0,1,1.72
2022-04-18 16:06:45,1.50,1,2,1.69
2022-04-18 16:06:46,1.50,3,0,1.76
2022-04-18 16:06:47,1,2,0,1.79
2022-04-18 16:06:48,1,2,0,1.79
2022-04-18 16:06:49,0.500,0,1,1.76
2022-04-18 16:06:50,0.500,1,0,1.76
2022-04-18 16:06:51,1,0,2,1.79
2022-04-18 16:06:52,1,2,0,1.83
2022-04-18 16:06:53,1.50,2,1,1.93
2022-04-18 16:06:54,0.500,0,1,1.97
2022-04-18 16:06:55,1,0,2,1.97
2022-04-18 16:06:56,2.49,2,2.99,2.03
2022-04-18 16:06:57,1.50,2,1.00,2
2022-04-18 16:06:58,1,1,1,1.97
2022-04-18 16:06:59,1,0,2,1.93
2022-04-18 16:07:00,1,1,1,1.97
2022-04-18 16:07:01,1,1,1,2.03
2022-04-18 16:07:02,0.500,0,1,2.07
2022-04-18 16:07:03,1,0,2,2.07
2022-04-18 16:07:04,0.500,0,1,2.03
2022-04-18 16:07:05,0,0,0,2.03
2022-04-18 16:07:06,1.50,2,1,2
2022-04-18 16:07:07,0,0,0,1.97
2022-04-18 16:07:08,1.50,1,2,1.97
2022-04-18 16:07:09,0.500,0,1,1.97
2022-04-18 16:07:10,1.50,2,1,1.97
2022-04-18 16:07:11,1.50,2,1,2.03
2022-04-18 16:07:12,0.500,0,1,1.97
2022-04-18 16:07:13,2,3,1,2.07
2022-04-18 16:07:14,0.500,1,0,2
2022-04-18 16:07:15,0.500,0,1,1.93
2022-04-18 16:07:16,0.500,1,0,1.90
2022-04-18 16:07:17,1,1,1,1.90
2022-04-18 16:07:18,0,0,0,1.86
2022-04-18 16:07:19,1.50,2,1,1.93
2022-04-18 16:07:20,2.00,1,2.99,2.00
2022-04-18 16:07:21,2.00,1,3.01,2.07
2022-04-18 16:07:22,1.50,0,3,2.07
2022-04-18 16:07:23,0,0,0,2.03
2022-04-18 16:07:24,1.50,2,1,2.07
2022-04-18 16:07:25,2,4,0,2.03
2022-04-18 16:07:26,0,0,0,1.93
2022-04-18 16:07:27,2,2,2,2
2022-04-18 16:07:28,1.50,1,2,2.03
2022-04-18 16:07:29,1,0,2,2.03
2022-04-18 16:07:30,1.50,2,1,2.07
2022-04-18 16:07:31,0,0,0,2.03
2022-04-18 16:07:32,0,0,0,1.97
2022-04-18 16:07:33,0.503,1.01,0,1.97
2022-04-18 16:07:34,1,1,1,2.03
2022-04-18 16:07:35,2,3,1,2.07
2022-04-18 16:07:36,1.50,1,2,2.17
2022-04-18 16:07:37,2,3,1,2.21
2022-04-18 16:07:38,1,2,0,2.24
2022-04-18 16:07:39,1,1,1,2.21
2022-04-18 16:07:40,2,2,2,2.24
2022-04-18 16:07:41,1.50,1,2,2.31
2022-04-18 16:07:42,1,0,2,2.24
2022-04-18 16:07:43,2,3,1,2.34
2022-04-18 16:07:44,0.500,1,0,2.34
2022-04-18 16:07:45,1.50,2,1,2.41
2022-04-18 16:07:46,1.50,2,1,2.45
2022-04-18 16:07:47,1.50,2,1,2.55
2022-04-18 16:07:48,0.500,1,0,2.48
2022-04-18 16:07:49,1,1,1,2.41
2022-04-18 16:07:50,1.50,3,0,2.38
2022-04-18 16:07:51,2.50,3,2,2.45
2022-04-18 16:07:52,1.50,1,2,2.55
2022-04-18 16:07:53,2.50,3,2,2.62
2022-04-18 16:07:54,2,3,1,2.62
2022-04-18 16:07:55,0.500,1,0,2.66
2022-04-18 16:07:56,0.500,1,0,2.55
2022-04-18 16:07:57,1,2,0,2.52
2022-04-18 16:07:58,2,0,4,2.59
2022-04-18 16:07:59,1,1,1,2.55
2022-04-18 16:08:00,2,1,3,2.69
2022-04-18 16:08:01,1.50,1,2,2.79
2022-04-18 16:08:02,1,2,0,2.83
2022-04-18 16:08:03,0,0,0,2.76
2022-04-18 16:08:04,0.500,0,1,2.66
2022-04-18 16:08:05,1.50,1,2,2.66
2022-04-18 16:08:06,0,0,0,2.52
2022-04-18 16:08:07,0,0,0,2.45
2022-04-18 16:08:08,1,2,0,2.45
2022-04-18 16:08:09,0.500,1,0,2.34
2022-04-18 16:08:10,0.500,0,1,2.28
2022-04-18 16:08:11,0.500,1,0,2.24
2022-04-18 16:08:12,0.500,0,1,2.14
2022-04-18 16:08:13,1,2,0,2.17
2022-04-18 16:08:14,1.50,1,2,2.17
2022-04-18 16:08:15,2,2,2,2.21
2022-04-18 16:08:16,1.50,2,1,2.21
2022-04-18 16:08:17,2,4,0,2.31
2022-04-18 16:08:18,3,3,3,2.45
2022-04-18 16:08:19,0.500,1,0,2.38
2022-04-18 16:08:20,0.500,1,0,2.24
2022-04-18 16:08:21,2,4,0,2.28
2022-04-18 16:08:22,1,2,0,2.17
2022-04-18 16:08:23,2,2,2,2.17
2022-04-18 16:08:24,1,0,2,2.21
2022-04-18 16:08:25,1.50,1,2,2.28
2022-04-18 16:08:26,0.500,1,0,2.24
2022-04-18 16:08:27,2,2,2,2.24
2022-04-18 16:08:28,2.50,3,2,2.34
2022-04-18 16:08:29,1.50,1,2,2.31
2022-04-18 16:08:30,1,2,0,2.28
2022-04-18 16:08:31,0.500,0,1,2.24
2022-04-18 16:08:32,1.50,0,3,2.34
2022-04-18 16:08:33,1.50,3,0,2.41
2022-04-18 16:08:34,0.500,1,0,2.34
2022-04-18 16:08:35,0,0,0,2.34
2022-04-18 16:08:36,0.500,0,1,2.38
2022-04-18 16:08:37,2.50,2,3,2.48
2022-04-18 16:08:38,0.500,1,0,2.48
2022-04-18 16:08:39,0.500,0,1,2.48
2022-04-18 16:08:40,0,0,0,2.45
2022-04-18 16:08:41,1,1,1,2.48
2022-04-18 16:08:42,0.500,1,0,2.45
2022-04-18 16:08:43,1,1,1,2.41
2022-04-18 16:08:44,1,1,1,2.34
2022-04-18 16:08:45,0.500,0,1,2.28
2022-04-18 16:08:46,1.50,1,2,2.24
2022-04-18 16:08:47,0.500,0,1,2.07
2022-04-18 16:08:48,0.500,0,1,2.07
2022-04-18 16:08:49,0.500,1,0,2.07
2022-04-18 16:08:50,0.997,1.99,0,2.00
2022-04-18 16:08:51,1.50,3.01,0,2.03
2022-04-18 16:08:52,1,1,1,1.97
2022-04-18 16:08:53,2.50,1,4,2.07
2022-04-18 16:08:54,0.500,1,0,2
2022-04-18 16:08:55,1,0,2,2.03
2022-04-18 16:08:56,1,2,0,1.97
2022-04-18 16:08:57,2.50,2,3,1.97
2022-04-18 16:08:58,1.50,1,2,1.97
2022-04-18 16:08:59,1,0,2,1.97
2022-04-18 16:09:00,1.50,1,2,2.03
2022-04-18 16:09:01,0.500,1,0,1.97
2022-04-18 16:09:02,0.500,1,0,1.90
2022-04-18 16:09:03,1.50,1,2,1.97
2022-04-18 16:09:04,0.500,1,0,2
2022-04-18 16:09:05,0.500,0,1,2
2022-04-18 16:09:06,1.50,2,1,1.93
2022-04-18 16:09:07,0.500,1,0,1.93
2022-04-18 16:09:08,1.50,0,3,2
2022-04-18 16:09:09,0.500,0,1,2.03
2022-04-18 16:09:10,1,2,0,2.03
2022-04-18 16:09:11,0,0,0,2
2022-04-18 16:09:12,1.50,3,0,2.03
2022-04-18 16:09:13,1,0,2,2.03
2022-04-18 16:09:14,2.50,3,2,2.17
2022-04-18 16:09:15,2,3,1,2.21
2022-04-18 16:09:16,2,3,1,2.31
2022-04-18 16:09:17,1,2,0,2.34
2022-04-18 16:09:18,0.500,0,1,2.34
2022-04-18 16:09:19,1,2,0,2.34
2022-04-18 16:09:20,0.500,0,1,2.28
2022-04-18 16:09:21,1.50,1,2,2.31
2022-04-18 16:09:22,1,1,1,2.21
2022-04-18 16:09:23,1,0,2,2.24
2022-04-18 16:09:24,2,4,0,2.31
2022-04-18 16:09:25,2,1,3,2.38
2022-04-18 16:09:26,1,2,0,2.28
2022-04-18 16:09:27,0,0,0,2.17
2022-04-18 16:09:28,2,2,2,2.24
2022-04-18 16:09:29,0.500,1,0,2.17
2022-04-18 16:09:30,0.500,1,0,2.17
2022-04-18 16:09:31,1,2,0,2.21
2022-04-18 16:09:32,0.500,0,1,2.14
2022-04-18 16:09:33,1,2,0,2.17
2022-04-18 16:09:34,0.500,1,0,2.17
2022-04-18 16:09:35,1,2,0,2.14
2022-04-18 16:09:36,2.50,3,2,2.28
2022-04-18 16:09:37,1.50,2,1,2.28
2022-04-18 16:09:38,0.500,0,1,2.28
2022-04-18 16:09:39,1,2,0,2.28
2022-04-18 16:09:40,1,2,0,2.34
2022-04-18 16:09:41,1,1,1,2.31
2022-04-18 16:09:42,0,0,0,2.24
2022-04-18 16:09:43,0,0,0,2.07
2022-04-18 16:09:44,0.500,0,1,1.97
2022-04-18 16:09:45,0.500,1,0,1.86
2022-04-18 16:09:46,1,1,1,1.86
2022-04-18 16:09:47,0,0,0,1.83
2022-04-18 16:09:48,0.500,0,1,1.79
2022-04-18 16:09:49,1.50,1,2,1.86
2022-04-18 16:09:50,1,1,1,1.83
2022-04-18 16:09:51,1,1,1,1.83
2022-04-18 16:09:52,1,2,0,1.83
2022-04-18 16:09:53,1.50,1,2,1.79
2022-04-18 16:09:54,1,1,1,1.72
2022-04-18 16:09:55,1,1,1,1.72
2022-04-18 16:09:56,0.500,0,1,1.76
2022-04-18 16:09:57,1,1,1,1.69
2022-04-18 16:09:58,1,1,1,1.72
2022-04-18 16:09:59,0,0,0,1.69
2022-04-18 16:10:00,1,0,2,1.69
2022-04-18 16:10:01,1,2,0,1.72
2022-04-18 16:10:02,0,0,0,1.66
2022-04-18 16:10:03,0,0,0,1.62
2022-04-18 16:10:04,1,1,1,1.62
2022-04-18 16:10:05,0,0,0,1.45
2022-04-18 16:10:06,0,0,0,1.34
2022-04-18 16:10:07,0.500,1,0,1.34
2022-04-18 16:10:08,0.500,0,1,1.31
2022-04-18 16:10:09,0.500,1,0,1.28
2022-04-18 16:10:10,1,2,0,1.28
2022-04-18 16:10:11,0,0,0,1.28
2022-04-18 16:10:12,0.500,0,1,1.31
2022-04-18 16:10:13,1,1,1,1.34
2022-04-18 16:10:14,0.500,1,0,1.34
2022-04-18 16:10:15,2,3,1,1.41
2022-04-18 16:10:16,1,1,1,1.48
2022-04-18 16:10:17,0.500,0,1,1.48
2022-04-18 16:10:18,1.50,2,1,1.48
2022-04-18 16:10:19,1,0,2,1.48
2022-04-18 16:10:20,1.50,1,2,1.52
2022-04-18 16:10:21,1.50,2,1,1.55
2022-04-18 16:10:22,1,1,1,1.52
2022-04-18 16:10:23,1,1,1,1.52
2022-04-18 16:10:24,1.50,1,2,1.55
2022-04-18 16:10:25,0.500,1,0,1.55
2022-04-18 16:10:26,0.500,1,0,1.52
2022-04-18 16:10:27,0.500,1,0,1.48
2022-04-18 16:10:28,0,0,0,1.48
2022-04-18 16:10:29,1.50,2,1,1.52
2022-04-18 16:10:30,0.500,1,0,1.48
2022-04-18 16:10:31,0,0,0,1.48
2022-04-18 16:10:32,1,2,0,1.55
2022-04-18 16:10:33,0.500,1,0,1.52
2022-04-18 16:10:34,0.500,0,1,1.55
2022-04-18 16:10:35,1,1,1,1.62
2022-04-18 16:10:36,1,1,1,1.66
2022-04-18 16:10:37,2,1,3,1.76
2022-04-18 16:10:38,1,1,1,1.79
2022-04-18 16:10:39,0.500,0,1,1.76
2022-04-18 16:10:40,0,0,0,1.76
2022-04-18 16:10:41,1,0,2,1.79
2022-04-18 16:10:42,2,2,2,1.86
2022-04-18 16:10:43,1,1,1,1.90
2022-04-18 16:10:44,0.500,1,0,1.79
2022-04-18 16:10:45,2.50,1,4,1.90
2022-04-18 16:10:46,1,0,2,1.93
2022-04-18 16:10:47,1.50,3,0,1.93
2022-04-18 16:10:48,1.50,1,2,1.97
2022-04-18 16:10:49,0.500,0,1,1.90
2022-04-18 16:10:50,0.500,1,0,1.83
2022-04-18 16:10:51,1,2,0,1.83
2022-04-18 16:10:52,0.500,0,1,1.79
2022-04-18 16:10:53,1,1,1,1.76
2022-04-18 16:10:54,2,1,3,1.86
2022-04-18 16:10:55,0,0,0,1.83
2022-04-18 16:10:56,0,0,0,1.79
2022-04-18 16:10:57,0,0,0,1.79
2022-04-18 16:10:58,1.50,1,2,1.79
2022-04-18 16:10:59,1.50,2,1,1.86
2022-04-18 16:11:00,0,0,0,1.86
2022-04-18 16:11:01,1.50,2,1,1.90
2022-04-18 16:11:02,1.50,1,2,1.97
2022-04-18 16:11:03,1.50,0,3,2.03
2022-04-18 16:11:04,0,0,0,1.97
2022-04-18 16:11:05,1.50,2,1,2
2022-04-18 16:11:06,1,1,1,1.93
2022-04-18 16:11:07,0,0,0,1.86
2022-04-18 16:11:08,0.500,0,1,1.86
2022-04-18 16:11:09,1.50,3,0,1.97
2022-04-18 16:11:10,0.500,0,1,1.93
2022-04-18 16:11:11,0,0,0,1.79
2022-04-18 16:11:12,1,1,1,1.79
2022-04-18 16:11:13,0.500,1,0,1.79
2022-04-18 16:11:14,2,2,2,1.76
2022-04-18 16:11:15,1.50,2,1,1.79
2022-04-18 16:11:16,1.50,0,3,1.79
2022-04-18 16:11:17,0.500,1,0,1.72
2022-04-18 16:11:18,0.500,0,1,1.72
2022-04-18 16:11:19,1,1,1,1.76
2022-04-18 16:11:20,2,2,2,1.83
2022-04-18 16:11:21,0,0,0,1.79
2022-04-18 16:11:22,0,0,0,1.72
