"Time","Average Request Rate","edge-server-cv-74d975f7cd-64tvg Requests/2s","edge-server-cv-74d975f7cd-xj7sb Requests/2s","avg_requests/30"
2022-04-18 16:46:13,2,3,1,2.48
2022-04-18 16:46:14,2,0,4,2.52
2022-04-18 16:46:15,2,2,2,2.62
2022-04-18 16:46:16,1.50,1,2,2.72
2022-04-18 16:46:17,1,1,1,2.76
2022-04-18 16:46:18,1,2,0,2.76
2022-04-18 16:46:19,0.500,1,0,2.79
2022-04-18 16:46:20,2,1,3,2.83
2022-04-18 16:46:21,1,1,1,2.83
2022-04-18 16:46:22,2.50,2,3,2.79
2022-04-18 16:46:23,2,3,1,2.79
2022-04-18 16:46:24,1,1,1,2.72
2022-04-18 16:46:25,1.50,1,2,2.79
2022-04-18 16:46:26,2,2,2,2.83
2022-04-18 16:46:27,3.50,3,4,3.07
2022-04-18 16:46:28,2.50,3,2,3.21
2022-04-18 16:46:29,1,0,2,3.28
2022-04-18 16:46:30,1.50,2,1,3.31
2022-04-18 16:46:31,1,1,1,3.28
2022-04-18 16:46:32,0,0,0,3.14
2022-04-18 16:46:33,2,0,4,3.14
2022-04-18 16:46:34,1.50,1,2,3.17
2022-04-18 16:46:35,0.500,0,1,3.07
2022-04-18 16:46:36,2,3,1,3
2022-04-18 16:46:37,2,2,2,3.07
2022-04-18 16:46:38,1,2,0,3
2022-04-18 16:46:39,1.50,3,0,3.10
2022-04-18 16:46:40,1,1,1,3.10
2022-04-18 16:46:41,1,0,2,3.03
2022-04-18 16:46:42,2.50,1,4,3.07
2022-04-18 16:46:43,1,1,1,3
2022-04-18 16:46:44,3,4,2,3.07
2022-04-18 16:46:45,1.50,2,1,3.07
2022-04-18 16:46:46,0,0,0,3
2022-04-18 16:46:47,1.50,1,2,3.03
2022-04-18 16:46:48,2,3,1,3.14
2022-04-18 16:46:49,1.50,2,1,3.10
2022-04-18 16:46:50,2,3,1,3.17
2022-04-18 16:46:51,1,1,1,3.07
2022-04-18 16:46:52,1.50,1,2,3.03
2022-04-18 16:46:53,3,2,4,3.17
2022-04-18 16:46:54,0.500,0,1,3.10
2022-04-18 16:46:55,0,0,0,2.97
2022-04-18 16:46:56,0.500,1,0,2.76
2022-04-18 16:46:57,1.50,1,2,2.69
2022-04-18 16:46:58,1.50,3,0,2.72
2022-04-18 16:46:59,3,4,2,2.83
2022-04-18 16:47:00,2,2,2,2.90
2022-04-18 16:47:01,2.50,2,3,3.07
2022-04-18 16:47:02,2,2,2,3.07
2022-04-18 16:47:03,1.50,3,0,3.07
2022-04-18 16:47:04,0.500,1,0,3.07
2022-04-18 16:47:05,1,0,2,3
2022-04-18 16:47:06,0,0,0,2.86
2022-04-18 16:47:07,0.500,0,1,2.83
2022-04-18 16:47:08,2,2,2,2.86
2022-04-18 16:47:09,1,2,0,2.86
2022-04-18 16:47:10,1.50,3,0,2.90
2022-04-18 16:47:11,1,1,1,2.79
2022-04-18 16:47:12,1,1,1,2.79
2022-04-18 16:47:13,2.50,4,1,2.76
2022-04-18 16:47:14,1.50,1,2,2.76
2022-04-18 16:47:15,0.500,1,0,2.79
2022-04-18 16:47:16,0,0,0,2.69
2022-04-18 16:47:17,1.50,3,0,2.66
2022-04-18 16:47:18,2,3,1,2.69
2022-04-18 16:47:19,1.50,2,1,2.66
2022-04-18 16:47:20,2,2,2,2.72
2022-04-18 16:47:21,0.500,0,1,2.66
2022-04-18 16:47:22,0.500,1,0,2.48
2022-04-18 16:47:23,1.50,2,1,2.55
2022-04-18 16:47:24,0.500,1,0,2.59
2022-04-18 16:47:25,1.50,1,2,2.66
2022-04-18 16:47:26,1,0,2,2.62
2022-04-18 16:47:27,2,2,2,2.66
2022-04-18 16:47:28,1.50,1,2,2.55
2022-04-18 16:47:29,1,2,0,2.48
2022-04-18 16:47:30,1,2,0,2.38
2022-04-18 16:47:31,1,0,2,2.31
2022-04-18 16:47:32,2,1,3,2.34
2022-04-18 16:47:33,1,1,1,2.38
2022-04-18 16:47:34,2,2,2,2.45
2022-04-18 16:47:35,1.50,2,1,2.55
2022-04-18 16:47:36,1,2,0,2.59
2022-04-18 16:47:37,1,2,0,2.52
2022-04-18 16:47:38,2.50,1,4,2.62
2022-04-18 16:47:39,2,,2,2.60
2022-04-18 16:47:40,1,,1,2.69
2022-04-18 16:47:41,1.00,2.01,0,2.69
2022-04-18 16:47:42,0.500,1,0,2.55
2022-04-18 16:47:43,1.50,0,3,2.55
2022-04-18 16:47:44,1.50,1,2,2.62
2022-04-18 16:47:45,2,2,2,2.76
2022-04-18 16:47:46,0.500,0,1,2.69
2022-04-18 16:47:47,0.500,1,0,2.59
2022-04-18 16:47:48,1.50,2,1,2.59
2022-04-18 16:47:49,1.50,1,2,2.55
2022-04-18 16:47:50,2.50,0,5,2.69
2022-04-18 16:47:51,0.500,0,1,2.69
2022-04-18 16:47:52,1.50,1,2,2.69
2022-04-18 16:47:53,2,4,0,2.79
2022-04-18 16:47:54,2.50,3,2,2.86
2022-04-18 16:47:55,1,1,1,2.86
2022-04-18 16:47:56,3,3,3,2.93
2022-04-18 16:47:57,0.500,0,1,2.86
2022-04-18 16:47:58,2,3,1,2.93
2022-04-18 16:47:59,0,0,0,2.86
2022-04-18 16:48:00,1,0,2,2.86
2022-04-18 16:48:01,0.500,0,1,2.76
2022-04-18 16:48:02,2,1,3,2.83
2022-04-18 16:48:03,0.500,0,1,2.72
2022-04-18 16:48:04,2.50,2,3,2.79
2022-04-18 16:48:05,1.50,1,2,2.83
2022-04-18 16:48:06,1.50,2,1,2.86
2022-04-18 16:48:07,1,2,0,2.76
2022-04-18 16:48:08,1.50,1,2,2.65
2022-04-18 16:48:09,2.50,2,3,2.79
2022-04-18 16:48:10,2,2,2,2.86
2022-04-18 16:48:11,2.50,2,3,3
2022-04-18 16:48:12,2,3,1,3.03
2022-04-18 16:48:13,1,0,2,3.00
2022-04-18 16:48:14,2,3,1,3
2022-04-18 16:48:15,1,1,1,3.03
2022-04-18 16:48:16,2,1,3,3.14
2022-04-18 16:48:17,0.500,0,1,3.07
2022-04-18 16:48:18,0.500,0,1,3.00
2022-04-18 16:48:19,0,0,0,2.83
2022-04-18 16:48:20,1,1,1,2.86
2022-04-18 16:48:21,1,2,0,2.83
2022-04-18 16:48:22,0.500,1,0,2.72
2022-04-18 16:48:23,1.50,1,2,2.66
2022-04-18 16:48:24,1.50,2,1,2.69
2022-04-18 16:48:25,1.50,1,2,2.59
2022-04-18 16:48:26,1.50,1,2,2.66
2022-04-18 16:48:27,0.500,0,1,2.55
2022-04-18 16:48:28,1.50,1,2,2.66
2022-04-18 16:48:29,1.50,2,1,2.69
2022-04-18 16:48:30,1.50,2,1,2.76
2022-04-18 16:48:31,2.50,3,2,2.79
2022-04-18 16:48:32,2.50,2,3,2.93
2022-04-18 16:48:33,1,1,1,2.83
2022-04-18 16:48:34,0.500,0,1,2.76
2022-04-18 16:48:35,1.50,2,1,2.76
2022-04-18 16:48:36,1.50,1,2,2.79
2022-04-18 16:48:37,1.50,0,3,2.79
2022-04-18 16:48:38,2.51,3.02,2,2.79
2022-04-18 16:48:39,2.50,1,4,2.83
2022-04-18 16:48:40,1,0,2,2.72
2022-04-18 16:48:41,1,1,1,2.66
2022-04-18 16:48:42,2,3,1,2.72
2022-04-18 16:48:43,1,2,0,2.66
2022-04-18 16:48:44,2,3,1,2.72
2022-04-18 16:48:45,1,1,1,2.66
2022-04-18 16:48:46,1.50,3,0,2.72
2022-04-18 16:48:47,2.50,3,2,2.86
2022-04-18 16:48:48,0.500,0,1,2.90
2022-04-18 16:48:49,2,1,3,2.97
2022-04-18 16:48:50,1,2,0,2.97
2022-04-18 16:48:51,1.50,2,1,3.03
2022-04-18 16:48:52,2.50,3,2,3.10
2022-04-18 16:48:53,0,0,0,3
2022-04-18 16:48:54,1,2,0,2.97
2022-04-18 16:48:55,1.50,1,2,2.97
2022-04-18 16:48:56,2,2,2,3.07
2022-04-18 16:48:57,1,2,0,3.03
2022-04-18 16:48:58,0.500,0,1,2.97
2022-04-18 16:48:59,1,1,1,2.93
2022-04-18 16:49:00,0,0,0,2.76
2022-04-18 16:49:01,2.50,2,3,2.76
2022-04-18 16:49:02,2,2,,2.74
2022-04-18 16:49:03,2,2,,2.93
2022-04-18 16:49:04,2.50,1,4.01,3
2022-04-18 16:49:05,3.50,4,3,3.14
2022-04-18 16:49:06,0.500,1,0,3.07
2022-04-18 16:49:07,0,0,0,2.90
2022-04-18 16:49:08,1.50,3,0,2.83
2022-04-18 16:49:09,0.503,0,1.01,2.79
2022-04-18 16:49:10,3,2,4,2.93
2022-04-18 16:49:11,1.50,2,1,2.90
2022-04-18 16:49:12,1,2,0,2.90
2022-04-18 16:49:13,1,2,0,2.83
2022-04-18 16:49:14,1.50,2,1,2.86
2022-04-18 16:49:15,3,1,5,2.97
2022-04-18 16:49:16,1,0,2,2.86
2022-04-18 16:49:17,3,4,2,3.03
2022-04-18 16:49:18,1.50,1,2,3
2022-04-18 16:49:19,1.50,0,3,3.03
2022-04-18 16:49:20,2.50,2,3,3.10
2022-04-18 16:49:21,1,1,1,3
2022-04-18 16:49:22,1,0,2,3.07
2022-04-18 16:49:23,2.50,2,3,3.17
2022-04-18 16:49:24,1.50,1,2,3.17
2022-04-18 16:49:25,1,1,1,3.10
2022-04-18 16:49:26,1,0,2,3.10
2022-04-18 16:49:27,1.50,1,2,3.17
2022-04-18 16:49:28,0.500,0,1,3.14
2022-04-18 16:49:29,1.50,2,1,3.24
2022-04-18 16:49:30,2,4,0,3.21
2022-04-18 16:49:31,1,1,1,3.09
2022-04-18 16:49:32,1.50,0,3,3.10
2022-04-18 16:49:33,0,0,0,2.93
2022-04-18 16:49:34,3,2,4,2.90
2022-04-18 16:49:35,1,0,2,2.93
2022-04-18 16:49:36,3.50,6,1,3.17
2022-04-18 16:49:37,1,0,2,3.14
2022-04-18 16:49:38,2,1,3,3.24
2022-04-18 16:49:39,1.50,2,1,3.14
2022-04-18 16:49:40,1,1,1,3.10
2022-04-18 16:49:41,1,2,0,3.10
2022-04-18 16:49:42,1.50,1,2,3.14
2022-04-18 16:49:43,1,2,0,3.10
2022-04-18 16:49:44,1.50,1,2,3.00
2022-04-18 16:49:45,1.50,2,1,3.03
2022-04-18 16:49:46,1.50,2,1,2.93
2022-04-18 16:49:47,1,1,1,2.90
2022-04-18 16:49:48,1.50,1,2,2.90
2022-04-18 16:49:49,1,0,2,2.79
2022-04-18 16:49:50,0,0,0,2.72
2022-04-18 16:49:51,1,2,0,2.72
2022-04-18 16:49:52,2,2,2,2.69
2022-04-18 16:49:53,1.50,2,1,2.69
2022-04-18 16:49:54,2.50,3,2,2.79
2022-04-18 16:49:55,0.500,1,0,2.76
2022-04-18 16:49:56,2,0,4,2.79
2022-04-18 16:49:57,2,4,0,2.90
2022-04-18 16:49:58,1.50,1,2,2.90
2022-04-18 16:49:59,1,2,0,2.83
2022-04-18 16:50:00,0.500,0,1,2.79
2022-04-18 16:50:01,1.50,2,1,2.79
2022-04-18 16:50:02,0.500,1,0,2.83
2022-04-18 16:50:03,0.502,0,1.00,2.66
2022-04-18 16:50:04,2.00,0.994,3,2.72
2022-04-18 16:50:05,2.51,2.01,3,2.66
2022-04-18 16:50:06,3,3,3,2.79
2022-04-18 16:50:07,1.50,3,0,2.76
2022-04-18 16:50:08,1,1,1,2.72
2022-04-18 16:50:09,2.50,3,2,2.83
2022-04-18 16:50:10,0.500,0,1,2.79
2022-04-18 16:50:11,1,1,1,2.76
2022-04-18 16:50:12,1.50,1,2,2.79
2022-04-18 16:50:13,0.500,1,0,2.72
2022-04-18 16:50:14,0.500,0,1,2.66
2022-04-18 16:50:15,2,2,2,2.69
2022-04-18 16:50:16,0.500,0,1,2.66
2022-04-18 16:50:17,0.500,1,0,2.59
2022-04-18 16:50:18,4,3,5,2.79
2022-04-18 16:50:19,2,2,2,2.93
2022-04-18 16:50:20,2.50,2,3,3.03
2022-04-18 16:50:21,2,2,2,3.03
2022-04-18 16:50:22,2,2,2,3.07
2022-04-18 16:50:23,1,0,2,2.97
2022-04-18 16:50:24,1.50,2,1,3.03
2022-04-18 16:50:25,0,0,0,2.90
2022-04-18 16:50:26,1.50,2,1,2.86
2022-04-18 16:50:27,1,1,1,2.83
2022-04-18 16:50:28,1.50,1,2,2.86
2022-04-18 16:50:29,1,2,0,2.90
2022-04-18 16:50:30,0.500,0,1,2.83
2022-04-18 16:50:31,2.50,4,1,2.97
2022-04-18 16:50:32,1,2,0,3
2022-04-18 16:50:33,1,1,1,2.93
2022-04-18 16:50:34,1.50,2,1,2.86
2022-04-18 16:50:35,2.50,2,3,2.83
2022-04-18 16:50:36,2,2,2,2.86
2022-04-18 16:50:37,1.50,1,2,2.90
2022-04-18 16:50:38,0.500,1,0,2.76
2022-04-18 16:50:39,1,2,0,2.79
2022-04-18 16:50:40,1,0,2,2.79
2022-04-18 16:50:41,1.50,0,3,2.79
2022-04-18 16:50:42,1.50,3,0,2.86
2022-04-18 16:50:43,2,1,3,2.97
2022-04-18 16:50:44,2,3,1,2.97
2022-04-18 16:50:45,1.50,2,1,3.03
2022-04-18 16:50:46,1,0,2,3.07
2022-04-18 16:50:47,2.00,2.00,2,2.93
2022-04-18 16:50:48,1,1,1,2.86
2022-04-18 16:50:49,0,,0,2.70
2022-04-18 16:50:50,0,,0,2.69
2022-04-18 16:50:51,1.50,2,1,2.66
2022-04-18 16:50:52,2,3,1,2.72
2022-04-18 16:50:53,1,1,1,2.69
2022-04-18 16:50:54,1,0,2,2.76
2022-04-18 16:50:55,0.500,0,1,2.69
2022-04-18 16:50:56,2,1,3,2.76
2022-04-18 16:50:57,2,2,2,2.79
2022-04-18 16:50:58,0.500,0,1,2.76
2022-04-18 16:50:59,1,0,2,2.79
2022-04-18 16:51:00,1,2,0,2.69
2022-04-18 16:51:01,1,1,1,2.69
2022-04-18 16:51:02,0,0,0,2.62
2022-04-18 16:51:03,1.50,1,2,2.62
2022-04-18 16:51:04,0,0,0,2.45
2022-04-18 16:51:05,1,0,2,2.38
2022-04-18 16:51:06,1,2,0,2.34
2022-04-18 16:51:07,0.500,0,1,2.34
2022-04-18 16:51:08,2,1,3,2.41
2022-04-18 16:51:09,1,1,1,2.41
2022-04-18 16:51:10,0,0,0,2.31
2022-04-18 16:51:11,1.50,0,3,2.31
2022-04-18 16:51:12,1.50,2,1,2.28
2022-04-18 16:51:13,1,1,,2.16
2022-04-18 16:51:14,2,2,,2.28
2022-04-18 16:51:15,0.500,1,0,2.24
2022-04-18 16:51:16,2,1,3,2.24
2022-04-18 16:51:17,2.50,0,5,2.34
2022-04-18 16:51:18,0.500,1,0,2.23
2022-04-18 16:51:19,2,3,1,2.38
2022-04-18 16:51:20,2,2,2,2.41
2022-04-18 16:51:21,2,3,1,2.41
2022-04-18 16:51:22,0.500,0,1,2.38
2022-04-18 16:51:23,0.500,1,0,2.34
2022-04-18 16:51:24,1,2,0,2.38
2022-04-18 16:51:25,1.50,3,0,2.34
2022-04-18 16:51:26,1,2,0,2.28
2022-04-18 16:51:27,2.50,3,2,2.41
2022-04-18 16:51:28,1,1,1,2.41
2022-04-18 16:51:29,0.500,0,1,2.38
2022-04-18 16:51:30,0,0,0,2.31
2022-04-18 16:51:31,2,4,0,2.45
2022-04-18 16:51:32,3,2,4,2.55
2022-04-18 16:51:33,2,2,2,2.69
2022-04-18 16:51:34,2,2,2,2.76
2022-04-18 16:51:35,1.50,3,0,2.79
2022-04-18 16:51:36,0.500,1,0,2.79
2022-04-18 16:51:37,1,2,0,2.72
2022-04-18 16:51:38,0.500,1,0,2.69
2022-04-18 16:51:39,1,1,1,2.76
2022-04-18 16:51:40,1.50,2,1,2.76
2022-04-18 16:51:41,2.50,3,2,2.83
2022-04-18 16:51:42,4,4,4,2.95
2022-04-18 16:51:43,0.500,0,1,2.90
2022-04-18 16:51:44,1,1,1,2.93
2022-04-18 16:51:45,1.50,2,1,2.90
2022-04-18 16:51:46,1.50,3,0,2.83
2022-04-18 16:51:47,3.50,4,3,3.03
2022-04-18 16:51:48,1,1,1,2.97
2022-04-18 16:51:49,2,0,4,2.97
2022-04-18 16:51:50,1,2,0,2.90
2022-04-18 16:51:51,1,1,1,2.93
2022-04-18 16:51:52,0.500,1,0,2.93
2022-04-18 16:51:53,1,2,0,2.93
2022-04-18 16:51:54,0.500,0,1,2.86
2022-04-18 16:51:55,1,2,0,2.86
2022-04-18 16:51:56,0.500,1,0,2.72
2022-04-18 16:51:57,1,0,2,2.72
2022-04-18 16:51:58,1.50,2,1,2.79
2022-04-18 16:51:59,0.500,0,1,2.83
2022-04-18 16:52:00,2.50,3,2,2.86
2022-04-18 16:52:01,1.50,2,1,2.76
2022-04-18 16:52:02,2,2,2,2.76
2022-04-18 16:52:03,1.50,1,2,2.72
2022-04-18 16:52:04,2,1,3,2.76
2022-04-18 16:52:05,1,0,2,2.79
2022-04-18 16:52:06,1,2,0,2.79
2022-04-18 16:52:07,1,2,0,2.83
2022-04-18 16:52:08,3,3,3,2.97
2022-04-18 16:52:09,1.50,0,3,2.97
2022-04-18 16:52:10,0.503,1.01,0,2.83
2022-04-18 16:52:11,2,2,2,2.69
2022-04-18 16:52:12,2.50,2,3,2.83
2022-04-18 16:52:13,1.50,3,0,2.86
2022-04-18 16:52:14,1,2,0,2.83
2022-04-18 16:52:15,2,4,0,2.86
2022-04-18 16:52:16,2,1,3,2.76
2022-04-18 16:52:17,1,1,1,2.76
2022-04-18 16:52:18,2,3,1,2.76
2022-04-18 16:52:19,1.50,2,1,2.79
2022-04-18 16:52:20,0,0,0,2.72
2022-04-18 16:52:21,0.500,1,0,2.72
2022-04-18 16:52:22,2,1,3,2.79
2022-04-18 16:52:23,0.500,0,1,2.79
2022-04-18 16:52:24,1.50,2,1,2.83
2022-04-18 16:52:25,1,0,2,2.86
2022-04-18 16:52:26,2,2,2,2.93
2022-04-18 16:52:27,0,0,0,2.83
2022-04-18 16:52:28,1,2,0,2.86
2022-04-18 16:52:29,1.50,0,3,2.79
2022-04-18 16:52:30,1,2,0,2.76
2022-04-18 16:52:31,1.50,0,3,2.72
2022-04-18 16:52:32,2.50,3,2,2.79
2022-04-18 16:52:33,0.500,0,1,2.69
2022-04-18 16:52:34,1,1,1,2.69
2022-04-18 16:52:35,3.50,2,5,2.86
2022-04-18 16:52:36,1,0,2,2.86
2022-04-18 16:52:37,2,2,2,2.79
2022-04-18 16:52:38,0.500,0,1,2.72
2022-04-18 16:52:39,0.998,0.995,1,2.76
2022-04-18 16:52:40,4.01,3.02,5,2.90
2022-04-18 16:52:41,1.50,2,1,2.83
2022-04-18 16:52:42,1.50,0,3,2.83
2022-04-18 16:52:43,2.50,3,2,2.93
2022-04-18 16:52:44,0.500,0,1,2.83
2022-04-18 16:52:45,0.500,0,1,2.72
2022-04-18 16:52:46,2.50,1,4,2.83
2022-04-18 16:52:47,2,2,2,2.83
2022-04-18 16:52:48,1,,1,2.77
2022-04-18 16:52:49,3,,3,3.03
2022-04-18 16:52:50,1.50,3.01,0,3.10
2022-04-18 16:52:51,1,2,0,3.03
2022-04-18 16:52:52,2.50,4,1,3.17
2022-04-18 16:52:53,2,3,1,3.21
2022-04-18 16:52:54,1.50,2,1,3.24
2022-04-18 16:52:55,1.50,2,1,3.21
2022-04-18 16:52:56,1.50,0,3,3.31
2022-04-18 16:52:57,1.50,1,2,3.34
2022-04-18 16:52:58,2.00,3,0.994,3.38
2022-04-18 16:52:59,1.50,2.99,0,3.41
2022-04-18 16:53:00,0.502,1.00,0,3.34
2022-04-18 16:53:01,1.50,2,1,3.28
2022-04-18 16:53:02,2.50,3,2,3.41
2022-04-18 16:53:03,2.50,2.99,2,3.52
2022-04-18 16:53:04,1.50,2.01,1,3.38
2022-04-18 16:53:05,3,0,6,3.52
2022-04-18 16:53:06,1.50,2,1,3.48
2022-04-18 16:53:07,0,0,0,3.45
2022-04-18 16:53:08,1,2,0,3.45
2022-04-18 16:53:09,2.50,3,2,3.34
2022-04-18 16:53:10,0.500,1,0,3.28
2022-04-18 16:53:11,0.500,0,1,3.21
2022-04-18 16:53:12,1.50,2,1,3.14
2022-04-18 16:53:13,1.50,1,2,3.21
2022-04-18 16:53:14,0.500,0,1,3.21
2022-04-18 16:53:15,0.500,0,1,3.07
2022-04-18 16:53:16,3,3,3,3.14
2022-04-18 16:53:17,2,2,2,3.05
2022-04-18 16:53:18,2,2,2,3.10
2022-04-18 16:53:19,1,1,1,3.07
2022-04-18 16:53:20,1.50,1,2,3.10
2022-04-18 16:53:21,1,2,0,3
2022-04-18 16:53:22,2,2,2,3
2022-04-18 16:53:23,1.50,3,0,3
2022-04-18 16:53:24,0.500,0,1,2.93
2022-04-18 16:53:25,0.500,0,1,2.86
2022-04-18 16:53:26,1,1,1,2.83
2022-04-18 16:53:27,2.50,3,2,2.86
2022-04-18 16:53:28,0.500,1,0,2.79
2022-04-18 16:53:29,2,3,1,2.90
2022-04-18 16:53:30,2.50,3,2,2.97
2022-04-18 16:53:31,2,1,3,2.93
2022-04-18 16:53:32,2,4,0,2.90
2022-04-18 16:53:33,2,1,3,2.93
2022-04-18 16:53:34,2.50,3,2,2.90
2022-04-18 16:53:35,1.50,2,1,2.90
2022-04-18 16:53:36,1.50,2,1,3
2022-04-18 16:53:37,1,1,1,3.00
2022-04-18 16:53:38,0,0,0,2.83
2022-04-18 16:53:39,1.50,1,2.01,2.90
2022-04-18 16:53:40,0,0,0,2.86
2022-04-18 16:53:41,0.500,0,1,2.79
2022-04-18 16:53:42,1.50,1,2,2.79
2022-04-18 16:53:43,1.50,2,1,2.86
2022-04-18 16:53:44,1.50,0,3,2.93
2022-04-18 16:53:45,1,2,0,2.79
2022-04-18 16:53:46,2.01,1,3.02,2.79
2022-04-18 16:53:47,1,1,1,2.72
2022-04-18 16:53:48,2.50,3,2,2.83
2022-04-18 16:53:49,1.50,2,1,2.83
2022-04-18 16:53:50,1.50,3,0,2.86
2022-04-18 16:53:51,1.50,2,1,2.83
2022-04-18 16:53:52,1.50,1,2,2.83
2022-04-18 16:53:53,2.50,2,3,2.97
2022-04-18 16:53:54,1.50,2,1,3.03
2022-04-18 16:53:55,0,0,0,2.97
2022-04-18 16:53:56,1.50,2,1,2.90
2022-04-18 16:53:57,0,0,0,2.86
2022-04-18 16:53:58,2,1,3,2.86
2022-04-18 16:53:59,0.500,1,0,2.72
2022-04-18 16:54:00,2,2,2,2.72
2022-04-18 16:54:01,1.50,1,2,2.69
2022-04-18 16:54:02,2,,2,2.63
2022-04-18 16:54:03,2,,2,2.62
2022-04-18 16:54:04,3.50,5,2,2.76
2022-04-18 16:54:05,1,2,0,2.72
2022-04-18 16:54:06,1,1,1,2.72
2022-04-18 16:54:07,0.500,0,1,2.76
2022-04-18 16:54:08,0.500,1,0,2.69
2022-04-18 16:54:09,2,3,1,2.83
2022-04-18 16:54:10,1,1,1,2.86
2022-04-18 16:54:11,2.50,3,2,2.93
2022-04-18 16:54:12,1.50,1,2,2.93
2022-04-18 16:54:13,3.50,4,3,3.07
2022-04-18 16:54:14,1.50,0.995,2,3.10
2022-04-18 16:54:15,1.50,1.01,2,3.07
2022-04-18 16:54:16,3,3,3,3.21
2022-04-18 16:54:17,1.50,1,2,3.14
2022-04-18 16:54:18,2,3,1,3.17
2022-04-18 16:54:19,0.500,0,1,3.10
2022-04-18 16:54:20,0.500,1,0,3.03
2022-04-18 16:54:21,1,1,1,3
2022-04-18 16:54:22,2,3,1,2.97
2022-04-18 16:54:23,0,0,0,2.86
2022-04-18 16:54:24,1.50,0,3,2.97
2022-04-18 16:54:25,2.50,2,3,3.03
2022-04-18 16:54:26,2,2,2,3.17
2022-04-18 16:54:27,0.500,0,1,3.07
2022-04-18 16:54:28,2.50,4,1,3.21
2022-04-18 16:54:29,1.50,2,1,3.17
2022-04-18 16:54:30,2,3,1,3.21
2022-04-18 16:54:31,2,2,2,3.16
2022-04-18 16:54:32,1,1,1,3.17
2022-04-18 16:54:33,2.50,2,3,3.10
2022-04-18 16:54:34,0.500,1,0,3.07
2022-04-18 16:54:35,1,1,1,3.07
2022-04-18 16:54:36,2.50,2,3,3.21
2022-04-18 16:54:37,0.500,1,0,3.21
2022-04-18 16:54:38,1,1,1,3.14
2022-04-18 16:54:39,2,3,1,3.21
2022-04-18 16:54:40,1,1,1,3.10
2022-04-18 16:54:41,1.50,1,2,3.10
2022-04-18 16:54:42,1,1,1,2.93
2022-04-18 16:54:43,0.500,0,1,2.86
2022-04-18 16:54:44,0.995,1.99,0,2.83
2022-04-18 16:54:45,1.51,2.01,1,2.72
2022-04-18 16:54:46,1,0,2,2.69
2022-04-18 16:54:47,2,3,1,2.69
2022-04-18 16:54:48,0,0,0,2.66
2022-04-18 16:54:49,2.50,4,1,2.79
2022-04-18 16:54:50,0,0,0,2.72
2022-04-18 16:54:51,0,0,0,2.59
2022-04-18 16:54:52,1.50,0,3,2.69
2022-04-18 16:54:53,0,0,0,2.59
2022-04-18 16:54:54,0.500,0,1,2.45
2022-04-18 16:54:55,1.50,1,2,2.41
2022-04-18 16:54:56,1.50,2,1,2.48
2022-04-18 16:54:57,0.500,1,0,2.34
2022-04-18 16:54:58,2,3,1,2.38
2022-04-18 16:54:59,1.50,2,1,2.34
2022-04-18 16:55:00,1,2,0,2.28
2022-04-18 16:55:01,1.50,3,0,2.31
2022-04-18 16:55:02,3,1,5,2.34
2022-04-18 16:55:03,1.50,2,1,2.41
2022-04-18 16:55:04,2.50,3,2,2.52
2022-04-18 16:55:05,0.500,0,1,2.38
2022-04-18 16:55:06,2,1,3,2.48
2022-04-18 16:55:07,0.500,0,1,2.45
2022-04-18 16:55:08,1.50,1,2,2.41
2022-04-18 16:55:09,1,1,1,2.41
2022-04-18 16:55:10,1.50,1,2,2.41
2022-04-18 16:55:11,1,0,2,2.41
2022-04-18 16:55:12,0.500,0,1,2.41
2022-04-18 16:55:13,3.50,2,5,2.59
2022-04-18 16:55:14,1.50,0,3,2.59
2022-04-18 16:55:15,2.52,3.03,2,2.69
2022-04-18 16:55:16,1,0,2,2.62
2022-04-18 16:55:17,2.50,2,3,2.79
2022-04-18 16:55:18,3,3,3,2.83
2022-04-18 16:55:19,2.50,2,3,3.00
2022-04-18 16:55:20,1,1,1,3.07
2022-04-18 16:55:21,2.50,2,3,3.14
2022-04-18 16:55:22,2,1,3,3.28
2022-04-18 16:55:23,1.50,2,1,3.34
2022-04-18 16:55:24,0.500,0,1,3.28
2022-04-18 16:55:25,1,0,2,3.24
2022-04-18 16:55:26,1,1,,3.22
2022-04-18 16:55:27,1,1,,3.34
2022-04-18 16:55:28,1.00,1,1.00,3.31
2022-04-18 16:55:29,2,0,4,3.38
2022-04-18 16:55:30,0.500,0,1,3.31
2022-04-18 16:55:31,2,3,1,3.24
2022-04-18 16:55:32,1.50,1,2,3.24
2022-04-18 16:55:33,2,2,2,3.21
2022-04-18 16:55:34,1,1,1,3.24
2022-04-18 16:55:35,0.500,0,1,3.14
2022-04-18 16:55:36,3,2,4,3.31
2022-04-18 16:55:37,1,1,1,3.28
2022-04-18 16:55:38,1.50,1,2,3.31
2022-04-18 16:55:39,0.500,1,0,3.24
2022-04-18 16:55:40,3,3,,3.25
2022-04-18 16:55:41,1,1,,3.41
2022-04-18 16:55:42,2.00,1,3.01,3.31
2022-04-18 16:55:43,0,0,0,3.21
2022-04-18 16:55:44,3,2,4,3.24
2022-04-18 16:55:45,1.50,2,1,3.28
2022-04-18 16:55:46,1.50,0,3,3.21
2022-04-18 16:55:47,0,0,0,3
2022-04-18 16:55:48,2.50,4,1,3.00
2022-04-18 16:55:49,1.50,2,1,3.03
2022-04-18 16:55:50,3,4,2,3.07
2022-04-18 16:55:51,2,2,2,3.07
